"updated_publication","publication","doi","updated_DOI","DOI","ID_PUB"
NA,"Peros, M.C., and K. Gajewski. 2008. Holocene climate and vegetation change on Victoria Island, western Canadian Arctic. Quaternary Science Reviews 27(3-4):235-249.",NA,NA,"",481
NA,"Peros, M.C., and K. Gajewski. 2009. Pollen-based reconstructions of late Holocene climate. Journal of Paleolimnology 41(1):161-175.",NA,NA,"",482
NA,"Peteet, D.M. 1986. Modern pollen rain and vegetational history of the Malaspina Glacier District, Alaska. Quaternary Research 25:100-120.",NA,NA,"",483
NA,"Peteet, D.M., J.E. Nichols, C.M. Moy, A. McGeachy, and M. Perez. 2016. Recent and Holocene climate change controls on vegetation and carbon accumulation in Alaskan coastal muskegs. Quaternary Science Reviews 131:168-178. [DOI: 10.1016/j.quascirev.2015.10.032]","10.1016/j.quascirev.2015.10.032",NA,"10.1016/j.quascirev.2015.10.032",484
NA,"Petersen, K.L. 1985. Palynology in Montezuma County, southwestern Colorado: the local history of the Pinyon Pine (Pinus edulis). Pages 47-62 in B.F. Jacobs, P.L. Fall, and O.K. Davis, editors. Late Quaternary Vegetation and Climates in the American Southwest. Contribution Series 16. American Association of Stratigraphic Palynologists, Dallas, Texas, USA.;
Petersen, K.L. 1994. A warm and wet Little Climatic Optimum and a cold and dry Little Ice Age in the southern Rocky Mountains, U.S.A. Climatic Change 26(2-3):243-269. [DOI: 10.1007/BF01092417];
Petersen, K.L. 1984. Man and environment in the Dolores River Valley, SE Colorado: some pollen evidence. American Quaternary Association, Eighth Meeting, Program and Abstracts, 13-15 August 1984, University of Colorado, Boulder, p102.;
Petersen, K.L. 1985. The history of the marsh in Sagehen Flats: the pollen record. Pages 229-238 in K.L. Petersen, V.L. Clay, M.H. Matthews, and S.W. Neusius, compilers. Chapter 22. Dolores Archeological Program: Studies in Environmental Archaeology, U.S. Department of Interior, Bureau of Reclamation, Science and Engineering Center, Denver, Colorado, USA.","10.1007/BF01092417];",NA,"10.1007/BF01092417",485
NA,"Petersen, K.L. 1988. Climate and the Dolores River Anasazi: a paleoenvironmental reconstruction from a 10,000-year pollen record, La Plata Mountains, Southwestern Colorado. University of Utah, Anthropological Papers 113. University of Utah Pres, Salt Lake City, Utah, USA.;
Petersen, K.L. 1985. Palynology in Montezuma County, southwestern Colorado: the local history of the Pinyon Pine (Pinus edulis). Pages 47-62 in B.F. Jacobs, P.L. Fall, and O.K. Davis, editors. Late Quaternary Vegetation and Climates in the American Southwest. Contribution Series 16. American Association of Stratigraphic Palynologists, Dallas, Texas, USA.;
Petersen, K.L. 1994. A warm and wet Little Climatic Optimum and a cold and dry Little Ice Age in the southern Rocky Mountains, U.S.A. Climatic Change 26(2-3):243-269. [DOI: 10.1007/BF01092417]","10.1007/BF01092417",NA,"10.1007/BF01092417",486
NA,"Petersen, K.L., V.L. Clay, M.H. Matthews, and S.W. Neusius. 1985. Dolores Archaeological Program: Studies in Environmental Archaeology. U.S. Department of the Interior, Bureau of Reclamation, Engineering and Research Center, Denver, Colorado, USA.;
Petersen, K.L. 1994. A warm and wet Little Climatic Optimum and a cold and dry Little Ice Age in the southern Rocky Mountains, U.S.A. Climatic Change 26(2-3):243-269. [DOI: 10.1007/BF01092417];
Petersen, K.L., and P.J. Mehringer, Jr. 1976. Postglacial timberline fluctuations, La Plata Mountains, Southwestern Colorado. Arctic and Alpine Research 8(3):275-288.","10.1007/BF01092417];",NA,"10.1007/BF01092417",487
NA,"Pisaric, M.F.J. 2001. Holocene environmental change at the subarctic alpine treeline in northern British Columbia and the southern Yukon Territory, Canada. Doctoral dissertation. Queen's University, Kingston, Ontario, Canada.",NA,NA,"",488
NA,"Power, M.J. 2006. Recent and Holocene fire, climate, and vegetation linkages in the northern Rocky Mountains, USA. Doctoral dissertation. University of Oregon, Eugene, Oregon, USA.",NA,NA,"",489
NA,"Prichard, S.J., Z. Gedalof, W.W. Oswald, and D.L. Peterson. 2009. Holocene fire and vegetation dynamics in a montane forest, North Cascade Range, Washington, USA. Quaternary Research 72:57-67.",NA,NA,"",490
NA,"Rasmussen, J.B. 1982. Pollen stratigraphy and vegetational history of Cub Lake, Kalkaska County, Michigan. Thesis. Central Michigan University, Mount Pleasant, Michigan, USA.",NA,NA,"",491
NA,"Ravindra, R. 2009. A high-resolution vegetation, fire, and climate history from the Aishihik Region, Yukon Territory, Canada. Master's thesis. University of Ottawa, Ottawa, Ontario, Canada.",NA,NA,"",492
NA,"Reidy, L.M. 2001. Evidence of environmental change over the last 2000 years at Mountain Lake, in the northern San Francisco Peninsula, California. Master's thesis. University of California at Berkeley, Berkeley, California, USA.",NA,NA,"",493
NA,"Richard, M.J. 2006. Pollen analysis of a sediment core from Kelly Lake, Sudbury, Canada. Master's thesis. Laurentian University, Sudbury, Ontario, Canada.",NA,NA,"",494
NA,"Richard, P.J.H. 1979. Contribution à l'histoire postglaciaire de la végétation au nord-est de la Jamésie, Nouveau-Québec. Géographie physique et Quaternaire 33(1):93-112. [DOI: 10.7202/1000324ar]","10.7202/1000324ar",NA,"10.7202/1000324ar",495
NA,"Richard, P.J.H. 1981. Paléophytogéographie postglaciaire en Ungava par l'analyse pollinique. Collection Paléo-Québec, no. 13, 154 pages.",NA,NA,"",496
NA,"Richard, P.J.H. 2003. Histoire postglaciaire de la végétation et du milieu en Outaouais : le point et les piste de recherche. Pages 47-80 in L`Ile aux allumettes et l`Archaïque supérieur dans l`Outaouais. Recherches amérindiennes au Québec Collection Paléo-Québec. Québec, Canada.;
Terasmae, J., and C.L. McAtee. 1979. Palynology of Perch Lake sediments : progress and some potential future developments. Pages 279-285 in Hydrological and Geochemical studies in the Perch Lake Basin : A second report of progress. Report AECL-6404,  Chalk River, Ontario. Atomic Energy of Canada Ltd, Canada.;
Boyko-Diakonow, M., and J. Terasmae. 1975. Palynology of Holocene sediments in Perch Lake, Chalk River, Ontario. Pages 189-220 in Hydrological studies on a small basin on the Canadian shield. P.J. Barry editor. Atomic Energy of Canada Ltd. Report AECL-5041-1, Chalk River, Ontario..;
Terasmae, J., and N.C. Weeks. 1979. Natural fires as an index of paleoclimate. Canadian Field Naturalist 93(2):116-125..",NA,NA,"",497
NA,"Richard, P.J.H., A.C. Larouche, and M.A. Bouchard. 1982. Age de la déglaciation finale et histoire postglaciaire de la végétation dans la partie centrale du Nouveau-Québec. Géographie physique et Quaternaire 36:63-90.",NA,NA,"",498
NA,"Richard, P.J.H., and C. Labelle. 1989. Histoire postglaciaire de la végétation au lac du Diable, mont Albert, Gaspésie, Québec. Géographie physique et Quaternaire 43:337-354.",NA,NA,"",499
NA,"Riegel, W.L. 1965. Palynology of environments of peat formation in southwestern Florida. Doctoral dissertation. Pennsylvania State University, State College, Pennsylvania, USA.",NA,NA,"",500
NA,"Riegel, W.L. 1965. Palynology of environments of peat formation in southwestern Florida. Doctoral dissertation. Pennsylvania State University, State College, Pennsylvania, USA.;
Willard, D.A., L.M. Weimer, and W.L. Riegel. 2001. Pollen assemblages as paleoenvironmental proxies in the Florida Everglades. Review of Palaeobotany and Palynology 113(4):213-235. [DOI: 10.1016/S0034-6667(00)00042-7]","10.1016/S0034-6667(00)00042-7",NA,"10.1016/S0034-6667(00)00042-7",501
NA,"Rippke, M.B., M.T. Distler, and J.M. Farrell. 2010. Holocene vegetation dynamics of an upper St. Lawrence River wetland: Paleoecological evidence for a recent increase in cattail (Typha). Wetlands 30:805-816.",NA,NA,"",502
NA,"Ritchie, J. C. 1984. Past and present vegetation of the far northwest of Canada. University of Toronto Press, Toronto, Ontario, Canada.;
Ritchie, J.C. 1977. The modern and late Quaternary vegetation of the Campbell-Dolomite Uplands, near Inuvik, N.W.T. Canada. Ecological Monographs 47:401-423.",NA,NA,"",503
NA,"Ritchie, J.C. 1964. Contributions to the Holocene paleoecology of west central Canada. 1. The Riding Mountain area. Canadian Journal of Botany 42(2):181-196.;
Ritchie, J.C. 1969. Absolute pollen frequencies and carbon-14 age of a section of Holocene lake sediment from the Riding Mountain area of Manitoba. Canadian Journal of Botany 47(9):1345-1349. [DOI: 10.1139/b69-192];
Ritchie, J.C. 1976. The late-Quaternary vegetational history of the western interior of Canada. Canadian Journal of Botany 54(15):1793-1818. [DOI: 10.1139/b76-194]","10.1139/b69-192];;
10.1139/b76-194",NA,"10.1139/b69-192;
10.1139/b76-194",504
NA,"Ritchie, J.C. 1976. The late-Quaternary vegetational history of the western interior of Canada. Canadian Journal of Botany 54(15):1793-1818. [DOI: 10.1139/b76-194]","10.1139/b76-194",NA,"10.1139/b76-194",505
NA,"Ritchie, J.C. 1976. The late-Quaternary vegetational history of the western interior of Canada. Canadian Journal of Botany 54(15):1793-1818. [DOI: 10.1139/b76-194];
Ritchie, J.C. 1980. Towards a late-Quaternary palaeoecology of the ice-free corridor. N.W. Rutter and C.E. Schweger, editors. The ice-free corridor and peopling the New World, Proceedings of the 5th Biennial Meeting of the American Quaternary Association, Sept. 2-4, 1978, Edmonton, Alberta, Canada. Canadian Journal of Anthropology 1:15-28.;
Ritchie, J.C. 1985. Quaternary pollen records from the western interior and the Arctic of Canada. Pages 327-352 in V.M Bryant and R.G. Holloway, editors. Pollen records of late-Quaternary North American sediments. American Association of Stratigraphic Palynologists Foundation, Dallas, Texas, USA.;
Ritchie, J.C., and G.A. Yarranton. 1978. The late-Quaternary history of the boreal forest of central Canada, based on standard pollen stratigraphy and principal components analysis. Journal of Ecology 66:199-212.","10.1139/b76-194];",NA,"10.1139/b76-194",506
NA,"Ritchie, J.C. 1976. The late-Quaternary vegetational history of the western interior of Canada. Canadian Journal of Botany 54(15):1793-1818. [DOI: 10.1139/b76-194];
Ritchie, J.C. 1985. Quaternary pollen records from the western interior and the Arctic of Canada. Pages 327-352 in V.M Bryant and R.G. Holloway, editors. Pollen records of late-Quaternary North American sediments. American Association of Stratigraphic Palynologists Foundation, Dallas, Texas, USA.","10.1139/b76-194];",NA,"10.1139/b76-194",507
NA,"Ritchie, J.C. 1982. The modern and late-Quaternary vegetation of the Doll Creek area, North Yukon, Canada. New Phytologist 90:563-603.",NA,NA,"",508
NA,"Ritchie, J.C. 1982. The modern and late-Quaternary vegetation of the Doll Creek area, North Yukon, Canada. New Phytologist 90:563-603.;
Ritchie, J.C., and L.C. Cwynar. 1982. The Late Quaternary Vegetation of the North Yukon. Pages 113-126 in D.M. Hopkins, J.V. Matthews, Jr., C.E. Schweger, and S.B. Young, editors. Paleoecology of Beringia. Academic Press, New York, USA. 489p.",NA,NA,"",509
NA,"Ritchie, J.C. 1984. A Holocene pollen record of boreal forest history from the Travaillant Lake area, Lower Mackenzie River Basin. Canadian Journal of Botany 62:1385-1392.",NA,NA,"",510
NA,"Ritchie, J.C., and F.K. Hare. 1971. Late-Quaternary vegetation and climate near the arctic tree line of northwestern North America. Quaternary Research 1:331-342.",NA,NA,"",511
NA,"Ritchie, J.C., and S. Lichti-Federovich. 1968. Holocene pollen assemblages from the Tiger Hills, Manitoba. Canadian Journal of Earth Sciences 5:873-880.",NA,NA,"",512
NA,"Rivers, W.P. 1999. Landscape-level control of population dynamics: Late-Quaternary paleoecology of beech in upper Michigan. Doctoral dissertation. University of Tennessee, Knoxville, Tennessee, USA.",NA,NA,"",513
NA,"Robinson, G.S., L.P. Burney, and D.A. Burney. 2005. Landscape paleoecology and megafaunal extinction in southeastern New York State. Ecological Monographs 75(3):295-315.",NA,NA,"",514
NA,"Rohr, M. 2001. Paleoenvironmental changes at treeline: A 6,500 year long pollen and stable isotope record. Master's thesis. University of Alaska, Fairbanks, Alaska, USA.;
Edwards, M.E., and M. Rohr. 2005. A 6500-year long pollen record at treeline from Swampbuggy and Nutella Lakes in central Alaska: Pollen records. Bonanza Creek Long-term Ecological Research website. http://www.lter.uaf.edu/data_detail.cfm?datafile_pkey=82.",NA,NA,"",515
NA,"Rosenberg, S.M., I.R. Walker, and R.W. Mathewes. 2003. Postglacial spread of hemlock (Tsuga) and vegetation history in Mount Revelstoke National Park, British Columbia, Canada. Canadian Journal of Botany 81:139-151.",NA,NA,"",516
NA,"Rowe, J.S., D. Spittlehouse, E. Johnson, and M. Jasieniuk. 1975. Fire studies in the Upper Mackenzie Valley and adjacent precambrian uplands. Department of Indian and Northern Affairs, Ottawa, Canada. INA Publication No. QS-8045-000-EE-A1.",NA,NA,"",517
NA,"Royall, P.D. 1988. Late-Quaternary paleoecology and paleoenvironments of the Western Lowlands, southeast Missouri. Master's thesis. University of Tennessee, Knoxville, Tennessee, USA.;
Royall, P.D., P.A. Delcourt, and H.R. Delcourt. 1991. Late Quaternary paleoecology and paleoenvironments of the Central Mississippi Alluvial Valley. Geological Society of America Bulletin 103:157-170.",NA,NA,"",518
NA,"Ruhland, K., J.M. St. Jacques, B.D. Beierle, S.F. Lamoureux, A.S. Dyke, and J.P. Smol. 2009. Lateglacial and Holocene paleoenvironmental changes recorded in lake sediments, Brock Plateau (Melville Hills), Northwest Territories, Canada. The Holocene 19(7):1-12.",NA,NA,"",519
NA,"Russell, E.W.B. 1980. Vegetational change in northern New Jersey from precolonization to the present: a palynological interpretation. Bulletin of the Torrey Botanical Club 107(3):432-446. [DOI: 10.2307/2484166];
Russell, E.W.B., R.B. Davis, R.S. Anderson, T.E. Rhodes, and D.S. Anderson. 1993. Recent centuries of vegetational change in the glaciated north-eastern United States. Journal of Ecology 81(4):647-664. [DOI: 10.2307/2261663]","10.2307/2484166];;
10.2307/2261663",NA,"10.2307/2484166;
10.2307/2261663",520
NA,"Russell, E.W.B., R.B. Davis, R.S. Anderson, T.E. Rhodes, and D.S. Anderson. 1993. Recent centuries of vegetational change in the glaciated north-eastern United States. Journal of Ecology 81(4):647-664. [DOI: 10.2307/2261663]","10.2307/2261663",NA,"10.2307/2261663",521
NA,"Rust, R.A., and T.A. Minckley. 2020. Fire and hydrological mediated diversity change in sub-alpine forests through the Holocene. Journal of Vegetation Science in press.",NA,NA,"",522
NA,"Saarnisto, M. 1974. The deglaciation history of the Lake Superior region and its climatic implications. Quaternary Research 4(3):316-339. [DOI: 10.1016/0033-5894(74)90019-2];
Saarnisto, M. 1975. Stratigraphical studies on the shoreline displacement of Lake Superior. Canadian Journal of Earth Sciences 12(2):300-319. [DOI: 10.1139/e75-026]","10.1016/0033-5894(74)90019-2];;
10.1139/e75-026",NA,"10.1016/0033-5894(74)90019-2;
10.1139/e75-026",523
NA,"Samson, G. 1983. Prehistorie du Mushuau Nipi, Nouveau-Quebec: etude du mode d'adaptation a l'interier des terres hemi-arctiques. Dissertation. University of Toronto, Toronto, Ontario, Canada.",NA,NA,"",524
NA,"Savoie, L., and P.J.H. Richard. 1979. Paléophytogéographie de l'épisode de Saint-Narcisse dans la région de Sainte-Agathe, Québec. Géographie physique et Quaternaire 33:175-188.",NA,NA,"",525
NA,"Schauffler, M. 1998. Paleoecology of coastal and interior Picea (spruce) stands in Maine. Doctoral dissertation. University of Maine, Orono, Maine, USA.;
Schauffler, M., and G.L. Jacobson, Jr. 2002. Persistence of coastal spruce refugia during the Holocene in northern New England, USA, detected by stand-scale pollen stratigraphies. Journal of Ecology 90(2):235-250. [DOI: 10.1046/j.1365-2745.2001.00656.x]","10.1046/j.1365-2745.2001.00656.x",NA,"10.1046/j.1365-2745.2001.00656.x",526
NA,"Schoonmaker, P.K., Jr. 1992. Long-term vegetation dynamics in southwestern New Hampshire. Doctoral dissertation. Harvard University, Cambridge, Massachusetts, USA.;
Schoonmaker, P.K., and D.R. Foster. 1991. Some implications of paleoecology for contemporary ecology. Botanical Review 57(3):204-245.",NA,NA,"",527
NA,"Sea, D.S., and C. Whitlock. 1995. Postglacial vegetation and climate of the Cascade Range, central Oregon. Quaternary Research 43:370-381.",NA,NA,"",528
NA,"Shafer, D.S. 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",NA,NA,"",529
NA,"Shafer, D.S. 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.;
Davis, O.K., and D.S. Shafer. 1992. A Holocene climatic record for the Sonoran Desert from pollen analysis of Montezuma Well, Arizona, USA. Palaeogeography, Palaeoclimatology, Palaeoecology 92(1-2):107-119. [DOI: 10.1016/0031-0182(92)90137-T]","10.1016/0031-0182(92)90137-T",NA,"10.1016/0031-0182(92)90137-T",530
NA,"Shane, L.C.K. 1976. Late-glacial and postglacial palynology and chronology of Darke County, west-central Ohio. Dissertation. Kent State University, Kent, Ohio, USA.;
Shane, L.C.K. 1987. Late glacial vegetational and climatic history of the Allegheny Plateau and the Till Plains of Ohio and Indiana, U.S.A. Boreas 16:1-20.;
Shane, L.C.K., and K.H. Anderson. 1993. Intensity, gradients and reversals in late glacial environmental change in East-Central North America. Quaternary Science Reviews 12:307-320.",NA,NA,"",531
NA,"Shane, L.C.K. 1989. The history of vegetation, climate, and relict plant paxa: palynology of the Gott Fen/Frame Lake Area, Portage Co., Ohio. Final Report to the Ohio Department of Natural Resources on 1988 Grant, Limnological Research Center, University of Minnesota, Minneapolis, Minnesota, USA.;
Shane, L.C.K., and K.H. Anderson. 1993. Intensity, gradients and reversals in late glacial environmental change in East-Central North America. Quaternary Science Reviews 12:307-320.",NA,NA,"",532
NA,"Shane, L.C.K. 1991. Vegetation history of western Ohio. Final Report on 1990 Grant from the Ohio Department of Natural Resources, Limnological Research Center, University of Minnesota, Minneapolis, Minnesota.;
Shane, L.C.K., and K.H. Anderson. 1993. Intensity, gradients and reversals in late glacial environmental change in East-Central North America. Quaternary Science Reviews 12:307-320.",NA,NA,"",533
NA,"Short, S.K., J.T. Andrews, K.M. Williams, N.J. Weiner, and S.A. Elias. 1994. Late Quaternary marine and terrestrial environments, northwestern Baffin Island, Northwest Territories. Geographie physique et Quaternaire 48(1):85-95. [DOI: 10.7202/032974ar]","10.7202/032974ar",NA,"10.7202/032974ar",534
NA,"Smith, C.G., M.C. Jones, L.E. Osterman, and D.L. Passeri. 2020. Using multiple environmental proxies and hydrodynamic modeling to investigate late Holocene climate and coastal change within a large Gulf of Mexico estuarine system (Mobile Bay, Alabama, USA). Marine Geology. [DOI: 10.1016/j.margeo.2020.106218]","10.1016/j.margeo.2020.106218",NA,"10.1016/j.margeo.2020.106218",535
NA,"Smith, S.J. 1989. Pollen and microscopic charcoal analysis of a sediment core from Swamp Lake, Yosemite National Park, California. Thesis. Northern Arizona University, Flagstaff, Arizona.;
Smith, S.J., and R.S. Anderson. 1992. Late Wisconsin Paleoecologic record from Swamp Lake, Yosemite National Park, California. Quaternary Research 38:91-102.",NA,NA,"",536
NA,"Solomon, A.M., and D.F. Kroener. 1971. Suburban replacement of rural land uses reflected in the pollen rain of northeastern New Jersey. Bulletin of the New Jersey Academy of Science 16:30-44.",NA,NA,"",537
NA,"Spaulding, S.A., J.R. Stone, S.A. Norton, A. Nurse, and J.E. Saros. 2019. Paleoenvironmental context for the Late Pleistocene appearance of Didymosphenia in a North American alpine lake. Aquatic Sciences 82(10):1-15.",NA,NA,"",538
NA,"Spear, R.W. 1981. The history of high-elevation vegetation in the White Mountains of New Hampshire. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",NA,NA,"",539
NA,"Spear, R.W. 1983. Paleoecological approaches to a study of treeline fluctuations in teh MacKenzie Delta Region, Northwest Territories: preliminary results. In P. Morisset and S. Payette, editors. Tree-Line Ecology. Nordicana 47:61-72.;
Spear, R.W. 1993. The palynological record of Late-Quaternary arctic tree-line in northwest Canada. Review of Palaeobotany and Palynology 79:99-111.",NA,NA,"",540
NA,"Spear, R.W. 1993. The palynological record of Late-Quaternary arctic tree-line in northwest Canada. Review of Palaeobotany and Palynology 79:99-111.",NA,NA,"",541
NA,"Spear, R.W., and N.G. Miller. 1976. A radiocarbon dated pollen diagram from the Allegheny Plateau of New York State. Journal of the Arnold Arboretum 57(3):369-403.",NA,NA,"",542
NA,"St. Jacques, J.-M., B.F. Cumming, and J.P. Smol. 2008. A 900-year pollen-inferred temperature and effective moisture record from varved Lake Mina, west-central Minnesota, USA. Quaternary Science Reviews 27(7-8):781-796. [DOI: 10.1016/j.quascirev.2008.01.005];
St. Jacques, J.-M., B.F. Cumming, and J.P. Smol. 2008. A pre-European settlement pollen–climate calibration set for Minnesota, USA: developing tools for palaeoclimatic rconstructions. Journal of Biogeography 35(2):306-324. [DOI: 10.1111/j.1365-2699.2007.01785.x]","10.1016/j.quascirev.2008.01.005];;
10.1111/j.1365-2699.2007.01785.x",NA,"10.1016/j.quascirev.2008.01.005;
10.1111/j.1365-2699.2007.01785.x",543
NA,"Stevens, A. 1996. The paleoecology of coastal sandplain grasslands on Martha's Vineyard, Massachusetts. Doctoral dissertation. University of Massachusetts, Amherst, Massachusetts, USA.",NA,NA,"",544
NA,"Steventon, R.L., and J.E. Kutzbach. 1983. University of Wisconsin radiocarbon dates XX. Radiocarbon 25(1):152-168. [DOI: 10.1017/S0033822200005348];
Björck, S. 1985. Deglaciation chronology and revegetation in northwestern Ontario. Canadian Journal of Earth Sciences 22:850-871.","10.1017/S0033822200005348];",NA,"10.1017/S0033822200005348",545
NA,"Steventon, R.L., and J.E. Kutzbach. 1983. University of Wisconsin radiocarbon dates XX. Radiocarbon 25(1):152-168. [DOI: 10.1017/S0033822200005348];
Cridlebaugh, P.A. 1984. American Indian and Euro-American impact upon Holocene vegetation in the Lower Little Tennessee River Valley, East Tennessee. Dissertation. University of Tennessee, Knoxville, Tennessee, USA.;
Delcourt, P.A., H.R. Delcourt, P.A. Cridlebaugh, and J. Chapman. 1986. Holocene ethnobotanical and paleoecological record of human impact on vegetation in the Little Tennessee River Valley, Tennessee. Quaternary Research 25:330-349.","10.1017/S0033822200005348];",NA,"10.1017/S0033822200005348",546
NA,"Steventon, R.L., and J.E. Kutzbach. 1987. University of Wisconsin radiocarbon dates XXIV. Radiocarbon 29:397-415. [DOI: 10.1017/S0033822200043794];
Steventon, R.L., and J.E. Kutzbach. 1988. University of Wisconsin radiocarbon dates XXV. Radiocarbon 30:367-383.;
Whitlock, C. 1993. Postglacial vegetation and climate of Grand Teton and southern Yellowstone National Parks. Ecological Monographs 63:173-198.;
Whitlock, C., and P.J. Bartlein. 1993. Spatial variations of Holocene climatic change in the Yellowstone region. Quaternary Research 39:231-238.","10.1017/S0033822200043794];",NA,"10.1017/S0033822200043794",547
NA,"Steventon, R.L., and J.E. Kutzbach. 1988. University of Wisconsin radiocarbon dates XXV. Radiocarbon 30:367-383.;
Whitlock, C. 1993. Postglacial vegetation and climate of Grand Teton and southern Yellowstone National Parks. Ecological Monographs 63:173-198.;
Whitlock, C., and P.J. Bartlein. 1993. Spatial variations of Holocene climatic change in the Yellowstone region. Quaternary Research 39:231-238.",NA,NA,"",548
NA,"Stravers, L.K.S. 1981. Palynology and deglaciation history of the central Labrador-Ungava Peninsula. Master's thesis. University of Colorado, Boulder, Colorado, USA.",NA,NA,"",549
NA,"Strong, W.L. 1977. Pre- and postsettlement palynology of southern Alberta. Review of Palaeobotany and Palynology 23(5):373-387. [DOI: 10.1016/0034-6667(77)90027-6];
Strong, W.L. 1991. Postsettlement changes in limnic sediments from southern Alberta, Canada. Agriculture, Ecosystems & Environment 36(1-2):111-117. [DOI: 10.1016/0167-8809(91)90040-5]","10.1016/0034-6667(77)90027-6];;
10.1016/0167-8809(91)90040-5",NA,"10.1016/0034-6667(77)90027-6;
10.1016/0167-8809(91)90040-5",550
NA,"Stuiver, M. 1969. Yale Natural Radiocarbon Measurments IX. Radiocarbon 11(2):545-658. [DOI: 10.1017/S0033822200011413];
Craig, A.J. 1969. Vegetational history of the Shenandoah Valley, Virginia. Geological Society of America Special Paper 123:283-296.","10.1017/S0033822200011413];",NA,"10.1017/S0033822200011413",551
NA,"Stuiver, M. 1969. Yale Natural Radiocarbon Measurments IX. Radiocarbon 11(2):545-658. [DOI: 10.1017/S0033822200011413];
Wright, H.E., Jr., J.C. Almendinger, and J. Grüger. 1985. Pollen diagram from the Nebraska sandhills and the age of the dunes. Quaternary Research 24:115-120.","10.1017/S0033822200011413];",NA,"10.1017/S0033822200011413",552
NA,"Stuiver, M. 1971. Evidence for the variation of atmospheric C14 content in the late Quaternary. Pages 57-70 in K.K. Turekian, editor. The late Cenozoic glacial ages. Yale University Press, New Haven, Connecticut, USA.;
Craig, A.J. 1972. Pollen influx to laminated sediments: a pollen diagram from northeastern Minnesota. Ecology 53(1):46-57. [DOI: 10.2307/1935709];
Gajewski, K. 1987. Climatic impacts on the vegetation of eastern North America during the past 2000 years. Vegetatio 68(3):179-190. [DOI: 10.1007/BF00114719];
Gajewski, K. 1988. Late Holocene climate changes in eastern North America estimated from pollen data. Quaternary Research 29(3):255-262. [DOI: 10.1016/0033-5894(88)90034-8];
Stuiver, M. 1975. Climate versus changes in 13C content of the organic component of lake sediments during the late Quaternary. Quaternary Research 5(2):251-262. [DOI: 10.1016/0033-5894(75)90027-7];
Swain, A.M. 1973. A history of fire and vegetation in northeastern Minnesota as recorded in lake sediments. Quaternary Research 3(3):383-396. [DOI: 10.1016/0033-5894(73)900];
Amundson, D.C. 1974. The early postglacial transition from spruce forest to pine forest in Minnesota. Master's thesis. University of Minnesota, Minneapolis, Minnesota, USA.;
Craig, A.J. 1969. Absolute pollen analysis of laminated sediments from northeastern Minnesota. Master's thesis. University of Minnesota, Minneapolis, Minnesota, USA.","10.2307/1935709];;
10.1007/BF00114719];;
10.1016/0033-5894(88)90034-8];;
10.1016/0033-5894(75)90027-7];;
10.1016/0033-5894(73)900];",NA,"10.2307/1935709;
10.1007/BF00114719;
10.1016/0033-5894(88)90034-8;
10.1016/0033-5894(75)90027-7;
10.1016/0033-5894(73)900",553
NA,"Stuiver, M. 1975. Climate versus changes in 13C content of the organic component of lake sediments during the late Quaternary. Quaternary Research 5(2):251-262. [DOI: 10.1016/0033-5894(75)90027-7];
Waddington, J.C.B. 1969. A stratigraphic record of the pollen influx to a lake in the Big Woods of Minnesota. Geological Society of America Special Paper 123:263-282.","10.1016/0033-5894(75)90027-7];",NA,"10.1016/0033-5894(75)90027-7",554
NA,"Suter, S.M. 1985. Late-glacial and Holocene vegetation history in southeastern Massachusetts: a 14,000 year pollen record. Current Research in the Pleistocene. Current Research in the Pleistocene 2:87-89.",NA,NA,"",555
NA,"Swain, A.M. 1974. A history of fire and vegetation in northeastern Minnesota as recorded in lake sediments. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Swain, A.M. 1980. Landscape patterns and forest history in the Boundary Waters Canoe Area, Minnesota: a pollen study from Hug Lake. Ecology 61:747-754.",NA,NA,"",556
NA,"Swain, P.C. 1979. The development of some bogs in eastern Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",NA,NA,"",557
NA,"Swain, P.C. 1979. The development of some bogs in eastern Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Bender, M.M., D.A. Baerreis, R.A. Bryson, and R.L. Steventon. 1982. University of Wisconsin radiocarbon dates XIX. Radiocarbon 24(1):83-100. [DOI: 10.1017/S0033822200004926]","10.1017/S0033822200004926",NA,"10.1017/S0033822200004926",558
NA,"Szeicz, J.M., and G.M. MacDonald. 1991. Postglacial vegetation history of oak savanna in southern Ontario. Canadian Journal of Botany 69:1507-1519.",NA,NA,"",559
NA,"Szeicz, J.M., G.M. MacDonald, and A. Duk-Rodkin. 1995. Late Quaternary vegetation history of the central Mackenzie Mountains, Northwest Territories, Canada. Palaeogeography, Palaeoclimatology, Palaeoecology 113:351-371.",NA,NA,"",560
