updated_publication,publication,updated_DOI,DOI,ID_PUB
"Penalba, M.C., and S. Payette. 1997. Late-Holocene expansion of Eastern Larch (Larix laricina [Du Roi] K. Koch) in Northwestern Quebec. Quaternary Research 48:114-121.","Penalba, M.C., and S. Payette. 1997. Late-Holocene expansion of Eastern Larch (Larix laricina [Du Roi] K. Koch) in Northwestern Quebec. Quaternary Research 48:114-121.",,,480
"Peros, M.C., and K. Gajewski. 2008. Holocene climate and vegetation change on Victoria Island, western Canadian Arctic. Quaternary Science Reviews 27(3-4):235-249.","Peros, M.C., and K. Gajewski. 2008. Holocene climate and vegetation change on Victoria Island, western Canadian Arctic. Quaternary Science Reviews 27(3-4):235-249.",,,481
"Peros, M.C., and K. Gajewski. 2009. Pollen-based reconstructions of late Holocene climate. Journal of Paleolimnology 41(1):161-175.","Peros, M.C., and K. Gajewski. 2009. Pollen-based reconstructions of late Holocene climate. Journal of Paleolimnology 41(1):161-175.",,,482
"Peteet, D.M. 1986. Modern pollen rain and vegetational history of the Malaspina Glacier District, Alaska. Quaternary Research 25:100-120.","Peteet, D.M. 1986. Modern pollen rain and vegetational history of the Malaspina Glacier District, Alaska. Quaternary Research 25:100-120.",,,483
"Peteet, D.M., J.E. Nichols, C.M. Moy, A. McGeachy, and M. Perez. 2016. Recent and Holocene climate change controls on vegetation and carbon accumulation in Alaskan coastal muskegs. Quaternary Science Reviews 131:168-178. [DOI: 10.1016/j.quascirev.2015.10.032]","Peteet, D.M., J.E. Nichols, C.M. Moy, A. McGeachy, and M. Perez. 2016. Recent and Holocene climate change controls on vegetation and carbon accumulation in Alaskan coastal muskegs. Quaternary Science Reviews 131:168-178. [DOI: 10.1016/j.quascirev.2015.10.032]",10.1016/j.quascirev.2015.10.032,10.1016/j.quascirev.2015.10.032,484
"Petersen, K.L. 1985. Palynology in Montezuma County, southwestern Colorado: the local history of the Pinyon Pine (Pinus edulis). Pages 47-62 in B.F. Jacobs, P.L. Fall, and O.K. Davis, editors. Late Quaternary Vegetation and Climates in the American Southwest. Contribution Series 16. American Association of Stratigraphic Palynologists, Dallas, Texas, USA.;
Petersen, K.L. 1994. A warm and wet Little Climatic Optimum and a cold and dry Little Ice Age in the southern Rocky Mountains, U.S.A. Climatic Change 26(2-3):243-269. [DOI: 10.1007/BF01092417];
Petersen, K.L. 1984. Man and environment in the Dolores River Valley, SE Colorado: some pollen evidence. American Quaternary Association, Eighth Meeting, Program and Abstracts, 13-15 August 1984, University of Colorado, Boulder, p102.;
Petersen, K.L. 1985. The history of the marsh in Sagehen Flats: the pollen record. Pages 229-238 in K.L. Petersen, V.L. Clay, M.H. Matthews, and S.W. Neusius, compilers. Chapter 22. Dolores Archeological Program: Studies in Environmental Archaeology, U.S. Department of Interior, Bureau of Reclamation, Science and Engineering Center, Denver, Colorado, USA.","Petersen, K.L. 1985. Palynology in Montezuma County, southwestern Colorado: the local history of the Pinyon Pine (Pinus edulis). Pages 47-62 in B.F. Jacobs, P.L. Fall, and O.K. Davis, editors. Late Quaternary Vegetation and Climates in the American Southwest. Contribution Series 16. American Association of Stratigraphic Palynologists, Dallas, Texas, USA.;
Petersen, K.L. 1994. A warm and wet Little Climatic Optimum and a cold and dry Little Ice Age in the southern Rocky Mountains, U.S.A. Climatic Change 26(2-3):243-269. [DOI: 10.1007/BF01092417];
Petersen, K.L. 1984. Man and environment in the Dolores River Valley, SE Colorado: some pollen evidence. American Quaternary Association, Eighth Meeting, Program and Abstracts, 13-15 August 1984, University of Colorado, Boulder, p102.;
Petersen, K.L. 1985. The history of the marsh in Sagehen Flats: the pollen record. Pages 229-238 in K.L. Petersen, V.L. Clay, M.H. Matthews, and S.W. Neusius, compilers. Chapter 22. Dolores Archeological Program: Studies in Environmental Archaeology, U.S. Department of Interior, Bureau of Reclamation, Science and Engineering Center, Denver, Colorado, USA.",10.1007/BF01092417,10.1007/BF01092417,485
"Petersen, K.L. 1988. Climate and the Dolores River Anasazi: a paleoenvironmental reconstruction from a 10,000-year pollen record, La Plata Mountains, Southwestern Colorado. University of Utah, Anthropological Papers 113. University of Utah Pres, Salt Lake City, Utah, USA.;
Petersen, K.L. 1985. Palynology in Montezuma County, southwestern Colorado: the local history of the Pinyon Pine (Pinus edulis). Pages 47-62 in B.F. Jacobs, P.L. Fall, and O.K. Davis, editors. Late Quaternary Vegetation and Climates in the American Southwest. Contribution Series 16. American Association of Stratigraphic Palynologists, Dallas, Texas, USA.;
Petersen, K.L. 1994. A warm and wet Little Climatic Optimum and a cold and dry Little Ice Age in the southern Rocky Mountains, U.S.A. Climatic Change 26(2-3):243-269. [DOI: 10.1007/BF01092417]","Petersen, K.L. 1988. Climate and the Dolores River Anasazi: a paleoenvironmental reconstruction from a 10,000-year pollen record, La Plata Mountains, Southwestern Colorado. University of Utah, Anthropological Papers 113. University of Utah Pres, Salt Lake City, Utah, USA.;
Petersen, K.L. 1985. Palynology in Montezuma County, southwestern Colorado: the local history of the Pinyon Pine (Pinus edulis). Pages 47-62 in B.F. Jacobs, P.L. Fall, and O.K. Davis, editors. Late Quaternary Vegetation and Climates in the American Southwest. Contribution Series 16. American Association of Stratigraphic Palynologists, Dallas, Texas, USA.;
Petersen, K.L. 1994. A warm and wet Little Climatic Optimum and a cold and dry Little Ice Age in the southern Rocky Mountains, U.S.A. Climatic Change 26(2-3):243-269. [DOI: 10.1007/BF01092417]",10.1007/BF01092417,10.1007/BF01092417,486
"Petersen, K.L., V.L. Clay, M.H. Matthews, and S.W. Neusius. 1985. Dolores Archaeological Program: Studies in Environmental Archaeology. U.S. Department of the Interior, Bureau of Reclamation, Engineering and Research Center, Denver, Colorado, USA.;
Petersen, K.L. 1994. A warm and wet Little Climatic Optimum and a cold and dry Little Ice Age in the southern Rocky Mountains, U.S.A. Climatic Change 26(2-3):243-269. [DOI: 10.1007/BF01092417];
Petersen, K.L., and P.J. Mehringer, Jr. 1976. Postglacial timberline fluctuations, La Plata Mountains, Southwestern Colorado. Arctic and Alpine Research 8(3):275-288.","Petersen, K.L., V.L. Clay, M.H. Matthews, and S.W. Neusius. 1985. Dolores Archaeological Program: Studies in Environmental Archaeology. U.S. Department of the Interior, Bureau of Reclamation, Engineering and Research Center, Denver, Colorado, USA.;
Petersen, K.L. 1994. A warm and wet Little Climatic Optimum and a cold and dry Little Ice Age in the southern Rocky Mountains, U.S.A. Climatic Change 26(2-3):243-269. [DOI: 10.1007/BF01092417];
Petersen, K.L., and P.J. Mehringer, Jr. 1976. Postglacial timberline fluctuations, La Plata Mountains, Southwestern Colorado. Arctic and Alpine Research 8(3):275-288.",10.1007/BF01092417,10.1007/BF01092417,487
"Pisaric, M.F.J. 2001. Holocene environmental change at the subarctic alpine treeline in northern British Columbia and the southern Yukon Territory, Canada. Doctoral dissertation. Queen's University, Kingston, Ontario, Canada.","Pisaric, M.F.J. 2001. Holocene environmental change at the subarctic alpine treeline in northern British Columbia and the southern Yukon Territory, Canada. Doctoral dissertation. Queen's University, Kingston, Ontario, Canada.",,,488
"Power, M.J. 2006. Recent and Holocene fire, climate, and vegetation linkages in the northern Rocky Mountains, USA. Doctoral dissertation. University of Oregon, Eugene, Oregon, USA.","Power, M.J. 2006. Recent and Holocene fire, climate, and vegetation linkages in the northern Rocky Mountains, USA. Doctoral dissertation. University of Oregon, Eugene, Oregon, USA.",,,489
"Prichard, S.J., Z. Gedalof, W.W. Oswald, and D.L. Peterson. 2009. Holocene fire and vegetation dynamics in a montane forest, North Cascade Range, Washington, USA. Quaternary Research 72:57-67.","Prichard, S.J., Z. Gedalof, W.W. Oswald, and D.L. Peterson. 2009. Holocene fire and vegetation dynamics in a montane forest, North Cascade Range, Washington, USA. Quaternary Research 72:57-67.",,,490
"Rasmussen, J.B. 1982. Pollen stratigraphy and vegetational history of Cub Lake, Kalkaska County, Michigan. Thesis. Central Michigan University, Mount Pleasant, Michigan, USA.","Rasmussen, J.B. 1982. Pollen stratigraphy and vegetational history of Cub Lake, Kalkaska County, Michigan. Thesis. Central Michigan University, Mount Pleasant, Michigan, USA.",,,491
"Ravindra, R. 2009. A high-resolution vegetation, fire, and climate history from the Aishihik Region, Yukon Territory, Canada. Master's thesis. University of Ottawa, Ottawa, Ontario, Canada.","Ravindra, R. 2009. A high-resolution vegetation, fire, and climate history from the Aishihik Region, Yukon Territory, Canada. Master's thesis. University of Ottawa, Ottawa, Ontario, Canada.",,,492
"Reidy, L.M. 2001. Evidence of environmental change over the last 2000 years at Mountain Lake, in the northern San Francisco Peninsula, California. Master's thesis. University of California at Berkeley, Berkeley, California, USA.","Reidy, L.M. 2001. Evidence of environmental change over the last 2000 years at Mountain Lake, in the northern San Francisco Peninsula, California. Master's thesis. University of California at Berkeley, Berkeley, California, USA.",,,493
"Richard, M.J. 2006. Pollen analysis of a sediment core from Kelly Lake, Sudbury, Canada. Master's thesis. Laurentian University, Sudbury, Ontario, Canada.","Richard, M.J. 2006. Pollen analysis of a sediment core from Kelly Lake, Sudbury, Canada. Master's thesis. Laurentian University, Sudbury, Ontario, Canada.",,,494
"Richard, P.J.H. 1979. Contribution à l'histoire postglaciaire de la végétation au nord-est de la Jamésie, Nouveau-Québec. Géographie physique et Quaternaire 33(1):93-112. [DOI: 10.7202/1000324ar]","Richard, P.J.H. 1979. Contribution à l'histoire postglaciaire de la végétation au nord-est de la Jamésie, Nouveau-Québec. Géographie physique et Quaternaire 33(1):93-112. [DOI: 10.7202/1000324ar]",10.7202/1000324ar,10.7202/1000324ar,495
"Richard, P.J.H. 1981. Paléophytogéographie postglaciaire en Ungava par l'analyse pollinique. Collection Paléo-Québec, no. 13, 154 pages.","Richard, P.J.H. 1981. Paléophytogéographie postglaciaire en Ungava par l'analyse pollinique. Collection Paléo-Québec, no. 13, 154 pages.",,,496
"Richard, P.J.H. 2003. Histoire postglaciaire de la végétation et du milieu en Outaouais : le point et les piste de recherche. Pages 47-80 in L`Ile aux allumettes et l`Archaïque supérieur dans l`Outaouais. Recherches amérindiennes au Québec Collection Paléo-Québec. Québec, Canada.;
Terasmae, J., and C.L. McAtee. 1979. Palynology of Perch Lake sediments : progress and some potential future developments. Pages 279-285 in Hydrological and Geochemical studies in the Perch Lake Basin : A second report of progress. Report AECL-6404,  Chalk River, Ontario. Atomic Energy of Canada Ltd, Canada.;
Boyko-Diakonow, M., and J. Terasmae. 1975. Palynology of Holocene sediments in Perch Lake, Chalk River, Ontario. Pages 189-220 in Hydrological studies on a small basin on the Canadian shield. P.J. Barry editor. Atomic Energy of Canada Ltd. Report AECL-5041-1, Chalk River, Ontario..;
Terasmae, J., and N.C. Weeks. 1979. Natural fires as an index of paleoclimate. Canadian Field Naturalist 93(2):116-125..","Richard, P.J.H. 2003. Histoire postglaciaire de la végétation et du milieu en Outaouais : le point et les piste de recherche. Pages 47-80 in L`Ile aux allumettes et l`Archaïque supérieur dans l`Outaouais. Recherches amérindiennes au Québec Collection Paléo-Québec. Québec, Canada.;
Terasmae, J., and C.L. McAtee. 1979. Palynology of Perch Lake sediments : progress and some potential future developments. Pages 279-285 in Hydrological and Geochemical studies in the Perch Lake Basin : A second report of progress. Report AECL-6404,  Chalk River, Ontario. Atomic Energy of Canada Ltd, Canada.;
Boyko-Diakonow, M., and J. Terasmae. 1975. Palynology of Holocene sediments in Perch Lake, Chalk River, Ontario. Pages 189-220 in Hydrological studies on a small basin on the Canadian shield. P.J. Barry editor. Atomic Energy of Canada Ltd. Report AECL-5041-1, Chalk River, Ontario..;
Terasmae, J., and N.C. Weeks. 1979. Natural fires as an index of paleoclimate. Canadian Field Naturalist 93(2):116-125..",,,497
"Richard, P.J.H., A.C. Larouche, and M.A. Bouchard. 1982. Age de la déglaciation finale et histoire postglaciaire de la végétation dans la partie centrale du Nouveau-Québec. Géographie physique et Quaternaire 36:63-90.","Richard, P.J.H., A.C. Larouche, and M.A. Bouchard. 1982. Age de la déglaciation finale et histoire postglaciaire de la végétation dans la partie centrale du Nouveau-Québec. Géographie physique et Quaternaire 36:63-90.",,,498
"Richard, P.J.H., and C. Labelle. 1989. Histoire postglaciaire de la végétation au lac du Diable, mont Albert, Gaspésie, Québec. Géographie physique et Quaternaire 43:337-354.","Richard, P.J.H., and C. Labelle. 1989. Histoire postglaciaire de la végétation au lac du Diable, mont Albert, Gaspésie, Québec. Géographie physique et Quaternaire 43:337-354.",,,499
"Riegel, W.L. 1965. Palynology of environments of peat formation in southwestern Florida. Doctoral dissertation. Pennsylvania State University, State College, Pennsylvania, USA.","Riegel, W.L. 1965. Palynology of environments of peat formation in southwestern Florida. Doctoral dissertation. Pennsylvania State University, State College, Pennsylvania, USA.",,,500
"Riegel, W.L. 1965. Palynology of environments of peat formation in southwestern Florida. Doctoral dissertation. Pennsylvania State University, State College, Pennsylvania, USA.;
Willard, D.A., L.M. Weimer, and W.L. Riegel. 2001. Pollen assemblages as paleoenvironmental proxies in the Florida Everglades. Review of Palaeobotany and Palynology 113(4):213-235. [DOI: 10.1016/S0034-6667(00)00042-7]","Riegel, W.L. 1965. Palynology of environments of peat formation in southwestern Florida. Doctoral dissertation. Pennsylvania State University, State College, Pennsylvania, USA.;
Willard, D.A., L.M. Weimer, and W.L. Riegel. 2001. Pollen assemblages as paleoenvironmental proxies in the Florida Everglades. Review of Palaeobotany and Palynology 113(4):213-235. [DOI: 10.1016/S0034-6667(00)00042-7]",10.1016/S0034-6667(00)00042-7,10.1016/S0034-6667(00)00042-7,501
"Rippke, M.B., M.T. Distler, and J.M. Farrell. 2010. Holocene vegetation dynamics of an upper St. Lawrence River wetland: Paleoecological evidence for a recent increase in cattail (Typha). Wetlands 30:805-816.","Rippke, M.B., M.T. Distler, and J.M. Farrell. 2010. Holocene vegetation dynamics of an upper St. Lawrence River wetland: Paleoecological evidence for a recent increase in cattail (Typha). Wetlands 30:805-816.",,,502
"Ritchie, J. C. 1984. Past and present vegetation of the far northwest of Canada. University of Toronto Press, Toronto, Ontario, Canada.;
Ritchie, J.C. 1977. The modern and late Quaternary vegetation of the Campbell-Dolomite Uplands, near Inuvik, N.W.T. Canada. Ecological Monographs 47:401-423.","Ritchie, J. C. 1984. Past and present vegetation of the far northwest of Canada. University of Toronto Press, Toronto, Ontario, Canada.;
Ritchie, J.C. 1977. The modern and late Quaternary vegetation of the Campbell-Dolomite Uplands, near Inuvik, N.W.T. Canada. Ecological Monographs 47:401-423.",,,503
"Ritchie, J.C. 1964. Contributions to the Holocene paleoecology of west central Canada. 1. The Riding Mountain area. Canadian Journal of Botany 42(2):181-196.;
Ritchie, J.C. 1969. Absolute pollen frequencies and carbon-14 age of a section of Holocene lake sediment from the Riding Mountain area of Manitoba. Canadian Journal of Botany 47(9):1345-1349. [DOI: 10.1139/b69-192];
Ritchie, J.C. 1976. The late-Quaternary vegetational history of the western interior of Canada. Canadian Journal of Botany 54(15):1793-1818. [DOI: 10.1139/b76-194]","Ritchie, J.C. 1964. Contributions to the Holocene paleoecology of west central Canada. 1. The Riding Mountain area. Canadian Journal of Botany 42(2):181-196.;
Ritchie, J.C. 1969. Absolute pollen frequencies and carbon-14 age of a section of Holocene lake sediment from the Riding Mountain area of Manitoba. Canadian Journal of Botany 47(9):1345-1349. [DOI: 10.1139/b69-192];
Ritchie, J.C. 1976. The late-Quaternary vegetational history of the western interior of Canada. Canadian Journal of Botany 54(15):1793-1818. [DOI: 10.1139/b76-194]","10.1139/b69-192;
10.1139/b76-194","10.1139/b69-192;
10.1139/b76-194",504
"Ritchie, J.C. 1976. The late-Quaternary vegetational history of the western interior of Canada. Canadian Journal of Botany 54(15):1793-1818. [DOI: 10.1139/b76-194]","Ritchie, J.C. 1976. The late-Quaternary vegetational history of the western interior of Canada. Canadian Journal of Botany 54(15):1793-1818. [DOI: 10.1139/b76-194]",10.1139/b76-194,10.1139/b76-194,505
"Ritchie, J.C. 1976. The late-Quaternary vegetational history of the western interior of Canada. Canadian Journal of Botany 54(15):1793-1818. [DOI: 10.1139/b76-194];
Ritchie, J.C. 1980. Towards a late-Quaternary palaeoecology of the ice-free corridor. N.W. Rutter and C.E. Schweger, editors. The ice-free corridor and peopling the New World, Proceedings of the 5th Biennial Meeting of the American Quaternary Association, Sept. 2-4, 1978, Edmonton, Alberta, Canada. Canadian Journal of Anthropology 1:15-28.;
Ritchie, J.C. 1985. Quaternary pollen records from the western interior and the Arctic of Canada. Pages 327-352 in V.M Bryant and R.G. Holloway, editors. Pollen records of late-Quaternary North American sediments. American Association of Stratigraphic Palynologists Foundation, Dallas, Texas, USA.;
Ritchie, J.C., and G.A. Yarranton. 1978. The late-Quaternary history of the boreal forest of central Canada, based on standard pollen stratigraphy and principal components analysis. Journal of Ecology 66:199-212.","Ritchie, J.C. 1976. The late-Quaternary vegetational history of the western interior of Canada. Canadian Journal of Botany 54(15):1793-1818. [DOI: 10.1139/b76-194];
Ritchie, J.C. 1980. Towards a late-Quaternary palaeoecology of the ice-free corridor. N.W. Rutter and C.E. Schweger, editors. The ice-free corridor and peopling the New World, Proceedings of the 5th Biennial Meeting of the American Quaternary Association, Sept. 2-4, 1978, Edmonton, Alberta, Canada. Canadian Journal of Anthropology 1:15-28.;
Ritchie, J.C. 1985. Quaternary pollen records from the western interior and the Arctic of Canada. Pages 327-352 in V.M Bryant and R.G. Holloway, editors. Pollen records of late-Quaternary North American sediments. American Association of Stratigraphic Palynologists Foundation, Dallas, Texas, USA.;
Ritchie, J.C., and G.A. Yarranton. 1978. The late-Quaternary history of the boreal forest of central Canada, based on standard pollen stratigraphy and principal components analysis. Journal of Ecology 66:199-212.",10.1139/b76-194,10.1139/b76-194,506
"Ritchie, J.C. 1976. The late-Quaternary vegetational history of the western interior of Canada. Canadian Journal of Botany 54(15):1793-1818. [DOI: 10.1139/b76-194];
Ritchie, J.C. 1985. Quaternary pollen records from the western interior and the Arctic of Canada. Pages 327-352 in V.M Bryant and R.G. Holloway, editors. Pollen records of late-Quaternary North American sediments. American Association of Stratigraphic Palynologists Foundation, Dallas, Texas, USA.","Ritchie, J.C. 1976. The late-Quaternary vegetational history of the western interior of Canada. Canadian Journal of Botany 54(15):1793-1818. [DOI: 10.1139/b76-194];
Ritchie, J.C. 1985. Quaternary pollen records from the western interior and the Arctic of Canada. Pages 327-352 in V.M Bryant and R.G. Holloway, editors. Pollen records of late-Quaternary North American sediments. American Association of Stratigraphic Palynologists Foundation, Dallas, Texas, USA.",10.1139/b76-194,10.1139/b76-194,507
"Ritchie, J.C. 1982. The modern and late-Quaternary vegetation of the Doll Creek area, North Yukon, Canada. New Phytologist 90:563-603.","Ritchie, J.C. 1982. The modern and late-Quaternary vegetation of the Doll Creek area, North Yukon, Canada. New Phytologist 90:563-603.",,,508
"Ritchie, J.C. 1982. The modern and late-Quaternary vegetation of the Doll Creek area, North Yukon, Canada. New Phytologist 90:563-603.;
Ritchie, J.C., and L.C. Cwynar. 1982. The Late Quaternary Vegetation of the North Yukon. Pages 113-126 in D.M. Hopkins, J.V. Matthews, Jr., C.E. Schweger, and S.B. Young, editors. Paleoecology of Beringia. Academic Press, New York, USA. 489p.","Ritchie, J.C. 1982. The modern and late-Quaternary vegetation of the Doll Creek area, North Yukon, Canada. New Phytologist 90:563-603.;
Ritchie, J.C., and L.C. Cwynar. 1982. The Late Quaternary Vegetation of the North Yukon. Pages 113-126 in D.M. Hopkins, J.V. Matthews, Jr., C.E. Schweger, and S.B. Young, editors. Paleoecology of Beringia. Academic Press, New York, USA. 489p.",,,509
"Ritchie, J.C. 1984. A Holocene pollen record of boreal forest history from the Travaillant Lake area, Lower Mackenzie River Basin. Canadian Journal of Botany 62:1385-1392.","Ritchie, J.C. 1984. A Holocene pollen record of boreal forest history from the Travaillant Lake area, Lower Mackenzie River Basin. Canadian Journal of Botany 62:1385-1392.",,,510
"Ritchie, J.C., and F.K. Hare. 1971. Late-Quaternary vegetation and climate near the arctic tree line of northwestern North America. Quaternary Research 1:331-342.","Ritchie, J.C., and F.K. Hare. 1971. Late-Quaternary vegetation and climate near the arctic tree line of northwestern North America. Quaternary Research 1:331-342.",,,511
"Ritchie, J.C., and S. Lichti-Federovich. 1968. Holocene pollen assemblages from the Tiger Hills, Manitoba. Canadian Journal of Earth Sciences 5:873-880.","Ritchie, J.C., and S. Lichti-Federovich. 1968. Holocene pollen assemblages from the Tiger Hills, Manitoba. Canadian Journal of Earth Sciences 5:873-880.",,,512
"Rivers, W.P. 1999. Landscape-level control of population dynamics: Late-Quaternary paleoecology of beech in upper Michigan. Doctoral dissertation. University of Tennessee, Knoxville, Tennessee, USA.","Rivers, W.P. 1999. Landscape-level control of population dynamics: Late-Quaternary paleoecology of beech in upper Michigan. Doctoral dissertation. University of Tennessee, Knoxville, Tennessee, USA.",,,513
"Robinson, G.S., L.P. Burney, and D.A. Burney. 2005. Landscape paleoecology and megafaunal extinction in southeastern New York State. Ecological Monographs 75(3):295-315.","Robinson, G.S., L.P. Burney, and D.A. Burney. 2005. Landscape paleoecology and megafaunal extinction in southeastern New York State. Ecological Monographs 75(3):295-315.",,,514
"Rohr, M. 2001. Paleoenvironmental changes at treeline: A 6,500 year long pollen and stable isotope record. Master's thesis. University of Alaska, Fairbanks, Alaska, USA.;
Edwards, M.E., and M. Rohr. 2005. A 6500-year long pollen record at treeline from Swampbuggy and Nutella Lakes in central Alaska: Pollen records. Bonanza Creek Long-term Ecological Research website. http://www.lter.uaf.edu/data_detail.cfm?datafile_pkey=82.","Rohr, M. 2001. Paleoenvironmental changes at treeline: A 6,500 year long pollen and stable isotope record. Master's thesis. University of Alaska, Fairbanks, Alaska, USA.;
Edwards, M.E., and M. Rohr. 2005. A 6500-year long pollen record at treeline from Swampbuggy and Nutella Lakes in central Alaska: Pollen records. Bonanza Creek Long-term Ecological Research website. http://www.lter.uaf.edu/data_detail.cfm?datafile_pkey=82.",,,515
"Rosenberg, S.M., I.R. Walker, and R.W. Mathewes. 2003. Postglacial spread of hemlock (Tsuga) and vegetation history in Mount Revelstoke National Park, British Columbia, Canada. Canadian Journal of Botany 81:139-151.","Rosenberg, S.M., I.R. Walker, and R.W. Mathewes. 2003. Postglacial spread of hemlock (Tsuga) and vegetation history in Mount Revelstoke National Park, British Columbia, Canada. Canadian Journal of Botany 81:139-151.",,,516
"Rowe, J.S., D. Spittlehouse, E. Johnson, and M. Jasieniuk. 1975. Fire studies in the Upper Mackenzie Valley and adjacent precambrian uplands. Department of Indian and Northern Affairs, Ottawa, Canada. INA Publication No. QS-8045-000-EE-A1.","Rowe, J.S., D. Spittlehouse, E. Johnson, and M. Jasieniuk. 1975. Fire studies in the Upper Mackenzie Valley and adjacent precambrian uplands. Department of Indian and Northern Affairs, Ottawa, Canada. INA Publication No. QS-8045-000-EE-A1.",,,517
"Royall, P.D. 1988. Late-Quaternary paleoecology and paleoenvironments of the Western Lowlands, southeast Missouri. Master's thesis. University of Tennessee, Knoxville, Tennessee, USA.;
Royall, P.D., P.A. Delcourt, and H.R. Delcourt. 1991. Late Quaternary paleoecology and paleoenvironments of the Central Mississippi Alluvial Valley. Geological Society of America Bulletin 103:157-170.","Royall, P.D. 1988. Late-Quaternary paleoecology and paleoenvironments of the Western Lowlands, southeast Missouri. Master's thesis. University of Tennessee, Knoxville, Tennessee, USA.;
Royall, P.D., P.A. Delcourt, and H.R. Delcourt. 1991. Late Quaternary paleoecology and paleoenvironments of the Central Mississippi Alluvial Valley. Geological Society of America Bulletin 103:157-170.",,,518
"Ruhland, K., J.M. St. Jacques, B.D. Beierle, S.F. Lamoureux, A.S. Dyke, and J.P. Smol. 2009. Lateglacial and Holocene paleoenvironmental changes recorded in lake sediments, Brock Plateau (Melville Hills), Northwest Territories, Canada. The Holocene 19(7):1-12.","Ruhland, K., J.M. St. Jacques, B.D. Beierle, S.F. Lamoureux, A.S. Dyke, and J.P. Smol. 2009. Lateglacial and Holocene paleoenvironmental changes recorded in lake sediments, Brock Plateau (Melville Hills), Northwest Territories, Canada. The Holocene 19(7):1-12.",,,519
"Russell, E.W.B. 1980. Vegetational change in northern New Jersey from precolonization to the present: a palynological interpretation. Bulletin of the Torrey Botanical Club 107(3):432-446. [DOI: 10.2307/2484166];
Russell, E.W.B., R.B. Davis, R.S. Anderson, T.E. Rhodes, and D.S. Anderson. 1993. Recent centuries of vegetational change in the glaciated north-eastern United States. Journal of Ecology 81(4):647-664. [DOI: 10.2307/2261663]","Russell, E.W.B. 1980. Vegetational change in northern New Jersey from precolonization to the present: a palynological interpretation. Bulletin of the Torrey Botanical Club 107(3):432-446. [DOI: 10.2307/2484166];
Russell, E.W.B., R.B. Davis, R.S. Anderson, T.E. Rhodes, and D.S. Anderson. 1993. Recent centuries of vegetational change in the glaciated north-eastern United States. Journal of Ecology 81(4):647-664. [DOI: 10.2307/2261663]","10.2307/2484166;
10.2307/2261663","10.2307/2484166;
10.2307/2261663",520
"Russell, E.W.B., R.B. Davis, R.S. Anderson, T.E. Rhodes, and D.S. Anderson. 1993. Recent centuries of vegetational change in the glaciated north-eastern United States. Journal of Ecology 81(4):647-664. [DOI: 10.2307/2261663]","Russell, E.W.B., R.B. Davis, R.S. Anderson, T.E. Rhodes, and D.S. Anderson. 1993. Recent centuries of vegetational change in the glaciated north-eastern United States. Journal of Ecology 81(4):647-664. [DOI: 10.2307/2261663]",10.2307/2261663,10.2307/2261663,521
"Rust, R.A., and T.A. Minckley. 2020. Fire and hydrological mediated diversity change in sub-alpine forests through the Holocene. Journal of Vegetation Science in press.","Rust, R.A., and T.A. Minckley. 2020. Fire and hydrological mediated diversity change in sub-alpine forests through the Holocene. Journal of Vegetation Science in press.",,,522
"Saarnisto, M. 1974. The deglaciation history of the Lake Superior region and its climatic implications. Quaternary Research 4(3):316-339. [DOI: 10.1016/0033-5894(74)90019-2];
Saarnisto, M. 1975. Stratigraphical studies on the shoreline displacement of Lake Superior. Canadian Journal of Earth Sciences 12(2):300-319. [DOI: 10.1139/e75-026]","Saarnisto, M. 1974. The deglaciation history of the Lake Superior region and its climatic implications. Quaternary Research 4(3):316-339. [DOI: 10.1016/0033-5894(74)90019-2];
Saarnisto, M. 1975. Stratigraphical studies on the shoreline displacement of Lake Superior. Canadian Journal of Earth Sciences 12(2):300-319. [DOI: 10.1139/e75-026]","10.1016/0033-5894(74)90019-2;
10.1139/e75-026","10.1016/0033-5894(74)90019-2;
10.1139/e75-026",523
"Samson, G. 1983. Prehistorie du Mushuau Nipi, Nouveau-Quebec: etude du mode d'adaptation a l'interier des terres hemi-arctiques. Dissertation. University of Toronto, Toronto, Ontario, Canada.","Samson, G. 1983. Prehistorie du Mushuau Nipi, Nouveau-Quebec: etude du mode d'adaptation a l'interier des terres hemi-arctiques. Dissertation. University of Toronto, Toronto, Ontario, Canada.",,,524
"Savoie, L., and P.J.H. Richard. 1979. Paléophytogéographie de l'épisode de Saint-Narcisse dans la région de Sainte-Agathe, Québec. Géographie physique et Quaternaire 33:175-188.","Savoie, L., and P.J.H. Richard. 1979. Paléophytogéographie de l'épisode de Saint-Narcisse dans la région de Sainte-Agathe, Québec. Géographie physique et Quaternaire 33:175-188.",,,525
