"site.id","site.name","dataset.id","citation"
27500,"Duvensee",49381,"Averdieck, F.R. 1986. Palynological investigations in sediments of ancient lake Duvensee, Schleswig-Holstein (North Germany). Hydrobiologia 143:407-410."
27501,"Poolsee",49386,"Averdieck, F.R. 1983. Palynological investigations of the sediments of ten lakes in eastern Holstein, North Germany. Hydrobiologia 103:225-230."
27502,"Oldenburg-Priesterwiese",49388,"Averdieck, F.R. 2004. Zur Vegetations- und Siedlungsgeschichte von Starigard/Oldenburg. Ein palynologischer Beitrag zur Wall- und Siedlungsgrabung. Pages 95-127 in A. Haffner and M. Müller-Wille, editors. Starigard/Oldenburg. Hauptburg der Slawen in Wagrien. Volume V. Naturwissenschaftliche Beiträge. Offa-Bücher 82. Wachholtz, Neumünster."
27518,"Groter Warder",49430,"Wieckowska, M., W. Dörfler, and W. Kirleis. 2012. Holocene history of environment and human impact on two islands in the Ostholstein lakeland area, Northern Germany. Vegetation History and Archaeobotany 21:303-320."
27519,"Probstenwerder",49432,"Wieckowska, M., W. Dörfler, and W. Kirleis. 2012. Holocene history of environment and human impact on two islands in the Ostholstein lakeland area, Northern Germany. Vegetation History and Archaeobotany 21:303-320."
27520,"Großer Eutiner See",49434,"Wieckowska, M., W. Dörfler, and W. Kirleis. 2012. Vegetation and settlement history of the past 9000 years as recorded by lake deposits from Großer Eutiner See (Northern Germany). Review of Palaeobotany and Palynology 174:79-90."
27521,"Dosenmoor",49436,"Glos, R. 1998. Entwicklungs- und Vegetationsgeschichte im Bereich des Dosenmoores. Pages 76-92 in U. Irmler, K. Müller, and J. Eugner, editors. Das Dosenmoor: Ökologie eines regenerierenden Hochmoores. Wachholtz, Neumünster."
27521,"Dosenmoor",49436,"van den Bogaard, C., W. Dörfler, R. Glos, M.J. Nadeau, P.M. Grootes, and H. Erlenkeuser. 2002. Two tephra layers bracketing late Holocene paleoecological changes in Northern Germany. Quaternary Research 57:314-324."
27523,"Rohrmoos/Bayerstadl",49439,"Rösch, M. 2021. Contributions to the European Pollen Database 48. Mires near the yew forest of Paterzell (Upper Bavaria, Germany). Grana 60(2):155-157."
27523,"Rohrmoos/Bayerstadl",49439,"Rösch, M. 1979. Nacheiszeitliche Geschichte und ökologische Bedingungen des Eibenwaldes von Paterzell. Master's thesis. Universität Hohenheim. Notes: Unveröffentlichte Diplomarbeit"
27524,"Oderdinger Filz",49440,"Rösch, M. 2021. Contributions to the European Pollen Database 48. Mires near the yew forest of Paterzell (Upper Bavaria, Germany). Grana 60(2):155-157."
27524,"Oderdinger Filz",49440,"Rösch, M. 1979. Nacheiszeitliche Geschichte und ökologische Bedingungen des Eibenwaldes von Paterzell. Master's thesis. Universität Hohenheim. Notes: Unveröffentlichte Diplomarbeit"
27525,"Rottgraben",49442,"Rösch, M. 2021. Contributions to the European Pollen Database 48. Mires near the yew forest of Paterzell (Upper Bavaria, Germany). Grana 60(2):155-157."
27525,"Rottgraben",49442,"Rösch, M. 1979. Nacheiszeitliche Geschichte und ökologische Bedingungen des Eibenwaldes von Paterzell. Master's thesis. Universität Hohenheim. Notes: Unveröffentlichte Diplomarbeit"
27526,"Zeller See",49444,"Rösch, M., and E. Marinova. 2020. Contributions to the European Pollen Database. 51. Zeller See. Grana,1-4.:1-4. [DOI: 10.1080/00173134.2020.1821765]"
27527,"Birnau Scheuerhalde",49445,"Rösch, M. 2018. Vegetationsgeschichtliche Untersuchungen zur Kenntnis der Kulturlandschaftsgeschichte im Hinterland von Unterruhldingen. Plattform - Zeitschrift des Vereins für Pfahlbau- und Heimatkunde e.V. 25-27:4-9."
27529,"Birnau Breitenhart 2",49448,"Rösch, M. 2018. Vegetationsgeschichtliche Untersuchungen zur Kenntnis der Kulturlandschaftsgeschichte im Hinterland von Unterruhldingen. Plattform - Zeitschrift des Vereins für Pfahlbau- und Heimatkunde e.V. 25-27:4-9."
27530,"Birnau Breitenhart 1",49449,"Rösch, M. 2018. Vegetationsgeschichtliche Untersuchungen zur Kenntnis der Kulturlandschaftsgeschichte im Hinterland von Unterruhldingen. Plattform - Zeitschrift des Vereins für Pfahlbau- und Heimatkunde e.V. 25-27:4-9."
27533,"Großer Segeberger See",49455,"Averdieck, F.R., H. Erlenkeuser, and H. Willkomm. 1972. Altersbestimmungen an Sedimenten des Großen Segeberger Sees. Schriften des Naturwissenschaftlichen Vereins Schleswig-Holstein 42:47-57."
27533,"Großer Segeberger See",49455,"Willkomm, H., and H. Erlenkeuser. 1970. University of Kiel Radiocarbon Measurements V. Radiocarbon 12(2):526-533."
27534,"Großer Plöner See",49457,"Averdieck, F.R. 1978. Palynologischer Beitrag zur Entwicklungsgeschichte des Großen Plöner Sees und der Vegetation seiner Umgebung. Archiv für Hydrobiologie 83:1-46."
27534,"Großer Plöner See",49457,"Erlenkeuser, H., and H. Willkomm. 1971. University of Kiel Radiocarbon Measurements VI. Radiocarbon 13(2):325-339."
27535,"Krakower See",49459,"Hübener, T., and W. Dörfler. 2004. Reconstruction of the trophic development of Lake Krakower Obersee (Mecklenburg, Germany) by means of sediment- diatom- and pollen-analysis. Studia Quaternaria 21:101-108."
27535,"Krakower See",49458,"Hübener, T., and W. Dörfler. 2004. Reconstruction of the trophic development of Lake Krakower Obersee (Mecklenburg, Germany) by means of sediment- diatom- and pollen-analysis. Studia Quaternaria 21:101-108."
27537,"Schulzensee",49466,"Schwarz, A., W. Dörfler, and T. Hübener. 1999. Untersuchung des Pollen- und Diatomeenvorkommens in einem Sedimentkern des Schulzensees (Mecklenburg-Vorpommern). Berichte des IGB. Heft 7, Sonderheft II:52-53."
27537,"Schulzensee",49466,"Selig, U., T. Leipe, and W. Dörfler. 2007. Paleolimnological records of nutrient and metal profiles in prehistoric, historic and modern sediments of three lakes in north-eastern Germany. Water, Air, & Soil Pollution 184:183-194."
27538,"Tiefer See",49468,"Dreßler, M., A. Schwarz, T. Hübener, S. Adler, and B.W. Scharf. 2011. Use of sedimentary diatoms from multiple lakes to distinguish between past changes in trophic state and climate: evidence for climate change in northern Germany during the past 5,000 years. Journal of Paleolimnology 45:223-241."
27538,"Tiefer See",49468,"Schwarz, A. 2006. Rekonstruktion der Entwicklung des Schulzensees und des Tiefen Sees (Mecklenburg-Vorpommern) seit dem Spätglazial mittels Diatomeenanalyse unter besonderer Berücksichtigung der Trophiegeschichte. Greifswalder Geographische Arbeiten 41:1-166."
27538,"Tiefer See",49468,"Selig, U., T. Leipe, and W. Dörfler. 2007. Paleolimnological records of nutrient and metal profiles in prehistoric, historic and modern sediments of three lakes in north-eastern Germany. Water, Air, & Soil Pollution 184:183-194."
27540,"Bültsee",49471,"Dörfler, W. 2001. Von der Parklandschaft zum Landschaftspark. Rekonstruktion der neolithischen Landschaft anhand von Pollenanalysen aus Schleswig-Holstein. Pages 39-55 in R. Kelm, editor. Zurück zur Steinzeitlandschaft. Archäobiologische und ökologische Forschung zur jungsteinzeitlichen Kulturlandschaft und ihrer Nutzung in Nordwestdeutschland. Albersdorfer Forschungen zur Archäologie und Umweltgeschichte 2. Boyens & Co., Heide."
27542,"Kollsee",49472,"Dörfler, W. 1992. Siedlungs- und vegetationsgeschichtliche Untersuchungen in der Gemarkung von Kosel. Pages 136-140 in M. Müller-Wille and D. Hoffmann, editors. Der Vergangenheit auf der Spur. Archäologische Siedlungsforschung in Schleswig-Holstein. Wachholtz, Neumünster."
27543,"Rugensee",49474,"Dörfler, W. 2011. Pollenanalytische Untersuchungen zur Vegetations- und Siedlungsgeschichte im Einzugsbereich des Rugensee bei Schwerin. Pages 315-336 in A. Schülke, editor. Landschaften - Eine archäologische Untersuchung der Region zwischen Schweriner See und Stepenitz. Römisch-Germanische Forschungen 68. Philipp von Zabern, Darmstadt."
27543,"Rugensee",49474,"Dörfler, W., and A. Schülke. 2002. Der Rugensee bei Schwerin und sein Umfeld - Paläoökologische und archäologische Untersuchungen im Vergleich. Pages 139-142 in K. Kaiser, editor. Die jungquartäre Fluß- und Seegenese in Nordostdeutschland. Beiträge zur Tagung in Hohenzieritz (Mecklenburg) vom 26.-28. Feb. 2002. Greifswalder Geographische Arbeiten 26. Geographisches Institut der Ernst-Moritz-Arndt-Universität, Greifswald."
27543,"Rugensee",49474,"Dreßler, M., A. Schwarz, T. Hübener, S. Adler, and B.W. Scharf. 2011. Use of sedimentary diatoms from multiple lakes to distinguish between past changes in trophic state and climate: evidence for climate change in northern Germany during the past 5,000 years. Journal of Paleolimnology 45:223-241."
27544,"Thorsberger Moor",49477,"Dörfler, W. 2014. Paläoökologische Untersuchungen am Thorsberger Moor. Pages 347-389 in C. von Carnap-Bornheim, editor. Das Thorsberger Moor. Volume 4. Fund- und Forschungsgeschichte, naturwissenschaftliche und materialkundliche Untersuchungen. Verein zur Förderung des Archäologischen Landesmuseums e.V, Schleswig."
27550,"Doda Pilii",49489,"Grindean, R., I. Tantau, and A. Feurdean. 2017. Contributions to the European Pollen Database. 37. Doda Pilii, Apuseni Mountains (Romania). Grana 56(6):478-480."
27553,"Al Jourd",49499,"Cheddadi, R., and C. Khater. 2016. Climate change since the last glacial period in Lebanon and the persistence of Mediterranean species. Quaternary Science Reviews 150:146-157."
27554,"Aammiq",49501,"Cheddadi, R., and C. Khater. 2016. Climate change since the last glacial period in Lebanon and the persistence of Mediterranean species. Quaternary Science Reviews 150:146-157."
27554,"Aammiq",49501,"Hajar, L., M. Haïdar-Boustani, C. Khater, and R. Cheddadi. 2010. Environmental changes in Lebanon during the Holocene: Man vs. climate impacts. Journal of Arid Environments. 74:746-755."
27555,"Chamsine",49503,"Cheddadi, R., and C. Khater. 2016. Climate change since the last glacial period in Lebanon and the persistence of Mediterranean species. Quaternary Science Reviews 150:146-157."
27555,"Chamsine",49503,"Hajar, L., M. Haïdar-Boustani, C. Khater, and R. Cheddadi. 2010. Environmental changes in Lebanon during the Holocene: Man vs. climate impacts. Journal of Arid Environments. 74:746-755."
27556,"Aansser peat bog",49505,"Cheddadi, R., A.J. Henrot, L. François, F. Boyer, M.B. Bush, M. Carré, E. Coissac, P.E. De Oliveira, F. Ficetola, A. Hambuckers, K. Huang, A.M. Lezine, M. Nourelbait, A. Rhoujjati, P. Taberlet, F. Sarmiento, D. Abel-Schaad, F. Alba-Sánchez, and Z. Zheng. 2017. Microrefugia, Climate Change, and Conservation of Cedrus atlantica in Rif Mountains, Morocco. Frontiers in Ecology and Evolutions 5(114):1-115."
27556,"Aansser peat bog",49505,"Cheddadi, R., M. Nourelbait, O. Bouaissa, J. Tabel, A. Rhoujjati, J.A. López-Sáez, F. Alba-Sánchez, C. Khater, A. Ballouche, L. Dezileau, and H.F. Lamb. 2015. A History of Human Impact on Moroccan Mountain Landscapes. African Archaeological Review 32:233-248."
27557,"Bab El Karn",49507,"Cheddadi, R., A.J. Henrot, L. François, F. Boyer, M.B. Bush, M. Carré, E. Coissac, P.E. De Oliveira, F. Ficetola, A. Hambuckers, K. Huang, A.M. Lezine, M. Nourelbait, A. Rhoujjati, P. Taberlet, F. Sarmiento, D. Abel-Schaad, F. Alba-Sánchez, and Z. Zheng. 2017. Microrefugia, Climate Change, and Conservation of Cedrus atlantica in Rif Mountains, Morocco. Frontiers in Ecology and Evolutions 5(114):1-115."
27557,"Bab El Karn",49507,"Cheddadi, R., O. Bouaissa, A. Rhoujjati, and L. Dezileau. 2016. Environmental changes in the Moroccan western Rif mountains over the last 9,000 years. Quaternaire 27(1):15-25."
27558,"Dayet M'Had",49509,"Cheddadi, R., A.J. Henrot, L. François, F. Boyer, M.B. Bush, M. Carré, E. Coissac, P.E. De Oliveira, F. Ficetola, A. Hambuckers, K. Huang, A.M. Lezine, M. Nourelbait, A. Rhoujjati, P. Taberlet, F. Sarmiento, D. Abel-Schaad, F. Alba-Sánchez, and Z. Zheng. 2017. Microrefugia, Climate Change, and Conservation of Cedrus atlantica in Rif Mountains, Morocco. Frontiers in Ecology and Evolutions 5(114):1-115."
27558,"Dayet M'Had",49509,"Cheddadi, R., M. Nourelbait, O. Bouaissa, J. Tabel, A. Rhoujjati, J.A. López-Sáez, F. Alba-Sánchez, C. Khater, A. Ballouche, L. Dezileau, and H.F. Lamb. 2015. A History of Human Impact on Moroccan Mountain Landscapes. African Archaeological Review 32:233-248."
27559,"Belanské Lúky",49511,"Hájková, P., A. Grootjans, M. Lamentowicz, E. Rybníčková, M. Madaras, V. Opravilová, D. Michaelis, M. Hájek, H. Joosten, and L. Wołejko. 2012. How a Sphagnum fuscum-dominated bog changed into a calcareous fen: the unique Holocene history of a Slovak spring-fed mire. Journal of Quaternary Science 27(3):233–243. [DOI: 10.1002/jqs.1534]"
27560,"Hybkaňa",49513,"Hájková, P., P. Pařil, L. Petr, B. Chattová, T.M. Grygar, and O. Heiri. 2016. A first chironomid-based summer temperature reconstruction (13–5 ka BP) around 49°N in inland Europe compared with local lake development. Quaternary Science Reviews 141:94-11. [DOI: 10.1016/j.quascirev.2016.04.001]"
27561,"Ras El Ma",49515,"Nourelbait, M., A. Rhoujjati, F. Eynaud, A. Benkaddour, L. Dezileau, K.A.I. Wainer, T. Goslar, C. Khater, and R. Cheddadi. 2014. An 18 000-year pollen and sedimentary record from the cedar forest of the Middle Atlas, Morocco. Journal of Quaternary Science 29(5):417-426."
27562,"Lake Hachlaf",49517,"Nourelbait, M., A. Rhoujjati, A. Benkaddour, M. Carré, F. Eynaud, P. Martinez, and R. Cheddadi. 2016. Climate change and ecosystems dynamics over the last 6000 years in the Middle Atlas, Morroco. Climate Past 12:1029-1042."
27563,"Lake Sidi Ali",49519,"Campbell, J.F.E., W.J. Fletcher, S. Joannin, P.D.M. Hughes, M. Rhanem, and C. Zielhofer. 2017. Environmental Drivers of Holocene Forest Development in the Middle Atlas, Morocco. Frontiers in Ecology and Evolution 5(113):1-22."
27563,"Lake Sidi Ali",49519,"Fletcher, W.J., C. Zielhofer, S. Mischke, C.L. Bryant, X. Xu, and D. Fink. 2017. AMS radiocarbon dating of pollen concentrates in a karstic lake system. Quaternary Geochronology 39:112-123."
27563,"Lake Sidi Ali",49519,"Zielhofer, C., W.J. Fletcher, S. Mischke, M. De Batist, J.F.E. Campbell, S. Joannin, R. Tjallingii, N. El Hamouti, A. Junginger, A. Stele, J. Bussmann, B. Schneider, T. Lauer, K. Spitzer, M. Strupler, T. Brachert, and A. Mikdad. 2017. Atlantic forcing of the Western Mediterranean winter rain minima during the last 12,000 years. Quaternary Science Review 157:29-51."
27564,"Estanilles",49521,"Cunill, R., J.M. Soriano, M.C. Bal, A. Pèlachs, J.M. Rodriguez, and R.P. Pérez-Obiol. 2013. Holocene high-altitude vegetation dynamics in the Pyrenees: A pedoanthracology contribution to an interdisciplinary apprach. Quaternary International 299:60-70."
27564,"Estanilles",49521,"Pérez-Obiol, R.P., M.C. Bal, A. Pèlachs, R. Cunill, and J.M. Soriano. 2012. Vegetation dynamics and anthropogenically forced changes in the Estanilles peat bog (southern Pyrenees) during the last seven millennia. Vegetation History and Archaeobotany 21:385-396."
27565,"Lago Lungo",49523,"Mensing, S.A., E.M. Schoolman, I. Tunno, P.J. Noble, L. Sagnotti, F. Florindo, and G. Piovesan. 2018. Historical ecology reveals landscape transformation coincident with cultural development in central Italy since the Roman Period. Nature Scientific Reports 8:21-38."
27565,"Lago Lungo",49523,"Mensing, S.A., I. Tunno, G. Cifani, S. Passigli, P.J. Noble, C. Archer, and G. Piovesan. 2016. Human and climatically induced environmental change in the Mediterranean during the Medieval Climate Anomaly and Little Ice Age: A case from central Italy. Anthropocene 15:49-59."
27565,"Lago Lungo",49523,"Mensing, S.A., I. Tunno, L. Sagnotti, F. Florindo, P.J. Noble, C. Archer, S. Zimmermann, F.J. Pavón-Carrasco, G. Cifani, S. Passigli, and G. Piovesan. 2015. 2700 years of Mediterranean environmental change in central Italy: a synthesis of sedimentary and cultural records to interpret past impacts of climate on society. Quaternary Science Reviews 116:72-94."
27567,"Anzali lagoon",49526,"Leroy, S.A.G., H.A.K. Lahijani, M. Djamali, A. Naqinezhad, M.V. Moghadam, K. Arpe, M. Shah-Hosseini, M. Hosseindoust, C.S. Miller, V. Tarakoli, P. Habibi, and A. Naderi Beni. 2011. Late Little Ice Age palaeoenvironmental records from the Anzali and Amirkola Lagoons (south Caspian Sea): Vegetation and sea level changes. Palaeogeography, Palaeoclimatology, and Palaeoecology 302:415-434."
27568,"Amirkola lagoon",49528,"Leroy, S.A.G., H.A.K. Lahijani, M. Djamali, A. Naqinezhad, M.V. Moghadam, K. Arpe, M. Shah-Hosseini, M. Hosseindoust, C.S. Miller, V. Tarakoli, P. Habibi, and A. Naderi Beni. 2011. Late Little Ice Age palaeoenvironmental records from the Anzali and Amirkola Lagoons (south Caspian Sea): Vegetation and sea level changes. Palaeogeography, Palaeoclimatology, and Palaeoecology 302:415-434."
27569,"Lago Trifoglietti",49530,"Joannin, S., E. Brugiapaglia, J.L. de Beaulieu, L. Bernardo, M. Magny, O. Peyron, S. Goring, and B. Vannière. 2012. Pollen-based reconstruction of Holocene vegetation and climate in southern Italy: the case of Lago Trifoglietti. Climate of the Past 8:1973-1996."
27632,"Saint Florent",49609,"Revelles-López, J., M. Ghilardi, V. Rossi, A. Currás, O. López-Bultó, G. Brkojewitsch, and M. Vacchi. 2019. Coastal landscape evolution of Corsica island (W. Mediterranean): Palaeoenvirenments, vegetation history and human impacts since the early Neolitic period. Quaternary Science Reviews 225:105993."
27634,"Dzelve Bog",49612,"Kalnina, L., N. Stivrins, E. Kuske, I. Ozola, A. Pujate, S. Zeimule, I. Grudzinka, and V. Ratniece. 2015. Peat stratigraphy and changes in peat during the Holocene in Latvia. Quaternary International 383:186-195."
27634,"Dzelve Bog",49612,"Klavins, M., I. Silamikele, O. Nikodemus, L. Kalnina, E. Kuske, V. Rodinov, and O. Purmalis. 2009. Peat properties, major and trace element accumulation in bog peat in Latvia. Baltica 22(1):37-49."
27635,"Piantarella lagoon",49618,"Revelles-López, J., M. Ghilardi, V. Rossi, A. Currás, O. López-Bultó, G. Brkojewitsch, and M. Vacchi. 2019. Coastal landscape evolution of Corsica island (W. Mediterranean): Palaeoenvirenments, vegetation history and human impacts since the early Neolitic period. Quaternary Science Reviews 225:105993."
27635,"Piantarella lagoon",52411,"Revelles-López, J., M. Ghilardi, V. Rossi, A. Currás, O. López-Bultó, G. Brkojewitsch, and M. Vacchi. 2019. Coastal landscape evolution of Corsica island (W. Mediterranean): Palaeoenvirenments, vegetation history and human impacts since the early Neolitic period. Quaternary Science Reviews 225:105993."
27635,"Piantarella lagoon",49614,"Revelles-López, J., M. Ghilardi, V. Rossi, A. Currás, O. López-Bultó, G. Brkojewitsch, and M. Vacchi. 2019. Coastal landscape evolution of Corsica island (W. Mediterranean): Palaeoenvirenments, vegetation history and human impacts since the early Neolitic period. Quaternary Science Reviews 225:105993."
27636,"Eini peatland",49616,"Kalnina, L., A. Cerina, and A. Vasks. 2004. Chapter 21. Pollen and plant macroremain analysis for the reconstruction of environmental changes in the Early Metal Period. Pages 275-289 in E.M. Scott, A.Y. Alekseev, and G. Zaitseva, editors. Impact of the Environment on Human Migtation in Eurasia. Volume 42. NATO Science IV. Kluser Academic."
27636,"Eini peatland",49616,"Kalnina, L., N. Stivrins, E. Kuske, I. Ozola, A. Pujate, S. Zeimule, I. Grudzinka, and V. Ratniece. 2015. Peat stratigraphy and changes in peat during the Holocene in Latvia. Quaternary International 383:186-195."
27637,"Creil",50135,"Peeters, J. 2018. The Last Interglacial Rhine estuary: Sedimentary architecture, chronostratigraphy, preservation and analogue potential. Doctoral dissertation. University Utrecht, Utrecht, The Netherlands."
27637,"Creil",50135,"Peeters, J., F.S. Busschers, E. Stouthamer, J.H.A. Bosch, M.W. Van den Berg, J. Wallinga, A.J. Versendaal, F.P.M. Bunnik, and H. Middelkoop. 2016. Sedimentary architecture and chronostratigraphy of a late Quaternary incised-valley fill: a case study of the late Middle and Late Pleistocene Rhine system in the Netherlands. Quaternary Science Reviews:211-236."
27638,"Lichtmis",50136,"Bunnik, F.P.M. 2011. Pollenanalyses van de boring Lichtmis (B21G0547). 034-060-UT-2011-00697/B, TNO Earth, Environmental and Life Sciences, Utrecht, The Netherlands."
27638,"Lichtmis",50136,"Peeters, J. 2018. The Last Interglacial Rhine estuary: Sedimentary architecture, chronostratigraphy, preservation and analogue potential. Doctoral dissertation. University Utrecht, Utrecht, The Netherlands."
27638,"Lichtmis",50136,"Peeters, J., F.S. Busschers, E. Stouthamer, J.H.A. Bosch, M.W. Van den Berg, J. Wallinga, A.J. Versendaal, F.P.M. Bunnik, and H. Middelkoop. 2016. Sedimentary architecture and chronostratigraphy of a late Quaternary incised-valley fill: a case study of the late Middle and Late Pleistocene Rhine system in the Netherlands. Quaternary Science Reviews:211-236."
27639,"Tollebeek NO Polder",50138,"Peeters, J. 2018. The Last Interglacial Rhine estuary: Sedimentary architecture, chronostratigraphy, preservation and analogue potential. Doctoral dissertation. University Utrecht, Utrecht, The Netherlands."
27639,"Tollebeek NO Polder",50138,"Peeters, J., F.S. Busschers, E. Stouthamer, J.H.A. Bosch, M.W. Van den Berg, J. Wallinga, A.J. Versendaal, F.P.M. Bunnik, and H. Middelkoop. 2016. Sedimentary architecture and chronostratigraphy of a late Quaternary incised-valley fill: a case study of the late Middle and Late Pleistocene Rhine system in the Netherlands. Quaternary Science Reviews:211-236."
27640,"Eindhoven 51D/343",50137,"Westerhoff, W.E., T.H. Donders, N. Trabucho Alexandre, and F.S. Busschers. 2020. Early Pleistocene Tiglian sites in the Netherlands: A revised view on the significance for quaternary stratigraphy. Quaternary Science Reviews 242(106417)."
27644,"Halder",49634,
27644,"Halder",49634,
27645,"Eipurs bog",49636,"Kalnina, L., N. Stivrins, E. Kuske, I. Ozola, A. Pujate, S. Zeimule, I. Grudzinka, and V. Ratniece. 2015. Peat stratigraphy and changes in peat during the Holocene in Latvia. Quaternary International 383:186-195."
27645,"Eipurs bog",49636,"Klavins, M., I. Silamikele, O. Nikodemus, L. Kalnina, E. Kuske, V. Rodinov, and O. Purmalis. 2009. Peat properties, major and trace element accumulation in bog peat in Latvia. Baltica 22(1):37-49."
27646,"Rutten Gemaalweg",49638,"Peeters, J., F.S. Busschers, E. Stouthamer, J.H.A. Bosch, M.W. Van den Berg, J. Wallinga, A.J. Versendaal, F.P.M. Bunnik, and H. Middelkoop. 2016. Sedimentary architecture and chronostratigraphy of a late Quaternary incised-valley fill: a case study of the late Middle and Late Pleistocene Rhine system in the Netherlands. Quaternary Science Reviews:211-236."
27647,"Kalna bog",49640,"Ozola, I. 2013. Holocena organogenie nogulimi un to uzkrasanas apstaklu izmainas purvos Ziemelvidzemze. Doctoral dissertation. Universitas Latviensis, Latviensis, Latvia. Notes: Nr.27, 1-140pp"
27647,"Kalna bog",49640,"Kalnina, L., N. Stivrins, E. Kuske, I. Ozola, A. Pujate, S. Zeimule, I. Grudzinka, and V. Ratniece. 2015. Peat stratigraphy and changes in peat during the Holocene in Latvia. Quaternary International 383:186-195."
27648,"Lake Kuzi",49642,"Puusepp, L., and M. Kangur. 2010. Linking diatom community dynamics to changes in terrestrial vegetation: a palaeolimnological case study of Lake Kuzi, Vidzeme Heights (Central Latvia). Estonian Journal of Ecology 59(4):259-280."
27648,"Lake Kuzi",49642,"Terasmaa, J., L. Puusepp, A. Marzecová, E. Vandel, T. Vaasma, and T. Koff. 2013. Natural and human-induced environmental changes in Eastern Europe during the Holocene: a multi-proxy palaeolimnological study of a small Latvian lake in a humid temperate zone. Journal of Paleolimnology 49:663-678."
27648,"Lake Kuzi",49642,"Terasmaa, J., L. Puusepp, E. Vandel, A. Marzecová, T. Koff, T. Vaasma, and M. Kangur. 2013. Main drivers affecting the Holocene sedimentary record - implications from small lake in Latvia. Baltica 29(1):63-78."
27649,"Middenmeer",49643,"Bunnik, F.P.M. 2011. Pollenanalyses van boring Middenmeer (B14G0973). TNO-060-UT-2011-00696/B, TNO Earth, Environmental and Life Sciences, Utrecht, The Netherlands."
27649,"Middenmeer",49643,"Peeters, J. 2018. The Last Interglacial Rhine estuary: Sedimentary architecture, chronostratigraphy, preservation and analogue potential. Doctoral dissertation. University Utrecht, Utrecht, The Netherlands."
27649,"Middenmeer",49643,"Peeters, J., F.S. Busschers, E. Stouthamer, J.H.A. Bosch, M.W. Van den Berg, J. Wallinga, A.J. Versendaal, F.P.M. Bunnik, and H. Middelkoop. 2016. Sedimentary architecture and chronostratigraphy of a late Quaternary incised-valley fill: a case study of the late Middle and Late Pleistocene Rhine system in the Netherlands. Quaternary Science Reviews:211-236."
27650,"Shahkileh",49646,"Leroy, S.A.G., A. Amini, M.W. Gregg, E. Marinova, R. Bendrey, Y. Zha, A. Naderi Beni, and H. Fazeli Nashli. 2019. Human responses to environmental change on the southern coastal plain of the Caspian Sea during the Mesolithic and Neolithic periods. Quaternary Science Reviews 218:343-364."
27653,"Pantene Mire",49654,"Ozola, I. 2013. Holocena organogenie nogulimi un to uzkrasanas apstaklu izmainas purvos Ziemelvidzemze. Doctoral dissertation. Universitas Latviensis, Latviensis, Latvia. Notes: Nr.27, 1-140pp"
27653,"Pantene Mire",49654,"Kalnina, L., N. Stivrins, E. Kuske, I. Ozola, A. Pujate, S. Zeimule, I. Grudzinka, and V. Ratniece. 2015. Peat stratigraphy and changes in peat during the Holocene in Latvia. Quaternary International 383:186-195."
27654,"Sarnate",49656,"Cerina, A., L. Kalnina, and V. Berzins. 2013. Changes in the level of lake Sarnate and the conditions for settlement along its shore during the Holocene. In: Bog and Lake Research in Latvia. Pages 92 in M. Klavins and L. Kalnina, editors. Bog and Lake Research in Latvia, University of Latvia Press edition. University of Latvia Press, Riga."
27654,"Sarnate",49656,"Pakalne, M., and L. Kalnina. 2005. Mire ecosystems in Latvia. Pages 147-174 in G.M. Steiner, editor. Moore - von Sibirien bis Feuerland [Mires - from Siberia to Tierra del Fuego]. Landesmuseen Neue Serie 85. Stapfia."
27655,"Svetinu lake",49658,"Stivrins, N., L. Kalnina, S. Veski, and S. Zeimule. 2014. Local and regional Holocene vegetation dynamics at two sites in eastern Latvia. Boreal Environment Research 19:310-322."
27656,"Viki Mire",49660,"Kalnina, L., N. Stivrins, E. Kuske, I. Ozola, A. Pujate, S. Zeimule, I. Grudzinka, and V. Ratniece. 2015. Peat stratigraphy and changes in peat during the Holocene in Latvia. Quaternary International 383:186-195."
27657,"Zilai bog",49687,"Ozola, I. 2013. Holocena organogenie nogulimi un to uzkrasanas apstaklu izmainas purvos Ziemelvidzemze. Doctoral dissertation. Universitas Latviensis, Latviensis, Latvia. Notes: Nr.27, 1-140pp"
27657,"Zilai bog",49687,"Kalnina, L., N. Stivrins, E. Kuske, I. Ozola, A. Pujate, S. Zeimule, I. Grudzinka, and V. Ratniece. 2015. Peat stratigraphy and changes in peat during the Holocene in Latvia. Quaternary International 383:186-195."
27660,"Schalkhaar",49880,"Peeters, J. 2018. The Last Interglacial Rhine estuary: Sedimentary architecture, chronostratigraphy, preservation and analogue potential. Doctoral dissertation. University Utrecht, Utrecht, The Netherlands."
27660,"Schalkhaar",49880,"Busschers, F.S., C. Kasse, R.T. van Balen, J. Vandenberghe, K.M. Cohen, H.J.T. Weerts, J. Wallinga, C. Johns, P. Cleveringa, and F.P.M. Bunnik. 2007. Late Pleistocene evolution of the Rhine-Meuse system in the southern North Sea basin: imprints of climate change, sea-level oscillation and glacio-isostacy. Quaternary Science Reviews:3216-3248."
27660,"Schalkhaar",49880,"Peeters, J., F.S. Busschers, E. Stouthamer, J.H.A. Bosch, M.W. Van den Berg, J. Wallinga, A.J. Versendaal, F.P.M. Bunnik, and H. Middelkoop. 2016. Sedimentary architecture and chronostratigraphy of a late Quaternary incised-valley fill: a case study of the late Middle and Late Pleistocene Rhine system in the Netherlands. Quaternary Science Reviews:211-236."
