"site.id","site.name","dataset.id","handle","submission.date","sample.id","depth","thickness","age.type","age","e.older","e.young","delta13C","lab.no","material.dated","geo.chron.type","notes","infinite","radiocarbon.method"
27264,"Austerngrund",48778,"AUSTERNG",,459100,-4262,1,"Radiocarbon years BP",8750,110,110,,"Hv 12092","reed peat","Carbon-14",,FALSE,
27266,"Jagen 20",48781,"JAGEN20",,,8,1,"Radiocarbon years BP",490,55,55,,"Hv 13353","Bog peat","Carbon-14",,FALSE,
27266,"Jagen 20",48781,"JAGEN20",,,40,1,"Radiocarbon years BP",1865,55,55,,"Hv 13356","Bog peat","Carbon-14",,FALSE,
27266,"Jagen 20",48781,"JAGEN20",,,63,1,"Radiocarbon years BP",3560,75,75,,"Hv 13358","Bog peat","Carbon-14",,FALSE,
27266,"Jagen 20",48781,"JAGEN20",,,71,1,"Radiocarbon years BP",4155,70,70,,"Hv 13359","Bog peat","Carbon-14",,FALSE,
27266,"Jagen 20",48781,"JAGEN20",,,87,1,"Radiocarbon years BP",4715,80,80,,"Hv 13360","Bog peat","Carbon-14",,FALSE,
27266,"Jagen 20",48781,"JAGEN20",,,96,1,"Radiocarbon years BP",4985,75,75,,"Hv 14178","Bog peat","Carbon-14",,FALSE,
27266,"Jagen 20",48781,"JAGEN20",,,145,1,"Radiocarbon years BP",6740,70,70,,"Hv 13362","Bog peat","Carbon-14",,FALSE,
27273,"Immenmoor",48793,"IMMENMOO",,,45,2,"Radiocarbon years BP",690,65,65,-27,"Hv 11380","bog peat","Carbon-14",,FALSE,
27273,"Immenmoor",48793,"IMMENMOO",,,66.7,2,"Radiocarbon years BP",1250,55,55,-22.1,"Hv 11381","bog peat","Carbon-14",,FALSE,"unspecified"
27273,"Immenmoor",48793,"IMMENMOO",,,84.7,2,"Radiocarbon years BP",1695,70,70,-28.5,"Hv 12163","bog peat","Carbon-14",,FALSE,
27273,"Immenmoor",48793,"IMMENMOO",,,107,2,"Radiocarbon years BP",1885,60,60,,"Hv 11383","bog peat","Carbon-14",,FALSE,
27273,"Immenmoor",48793,"IMMENMOO",,,127,2,"Radiocarbon years BP",2185,70,70,,"Hv 11384","bog peat","Carbon-14",,FALSE,
27273,"Immenmoor",48793,"IMMENMOO",,,144.7,2,"Radiocarbon years BP",2365,55,55,,"Hv 12164","bog peat","Carbon-14",,FALSE,
27273,"Immenmoor",48793,"IMMENMOO",,,147,2,"Radiocarbon years BP",2550,70,70,,"Hv 11385","bog peat","Carbon-14",,FALSE,
27273,"Immenmoor",48793,"IMMENMOO",,,164.7,2,"Radiocarbon years BP",2715,60,60,,"Hv 12165","bog peat","Carbon-14",,FALSE,
27273,"Immenmoor",48793,"IMMENMOO",,,187,2,"Radiocarbon years BP",2935,45,45,,"Hv 11387","bog peat","Carbon-14",,FALSE,
27273,"Immenmoor",48793,"IMMENMOO",,,215,2,"Radiocarbon years BP",3185,60,60,,"Hv 11388","bog peat","Carbon-14",,FALSE,
27274,"Silbersee",48795,"SILBERSE",,,87,2,"Radiocarbon years BP",1235,70,70,,"Hv 8448","bog peat","Carbon-14",,FALSE,
27274,"Silbersee",48795,"SILBERSE",,,132.5,5,"Radiocarbon years BP",2855,105,105,,"Hv 8081","bog peat","Carbon-14",,FALSE,
27275,"Swienskuhle",48797,"SWIENSKU",,,14,1,"Radiocarbon years BP",270,95,95,,"Hv 8053","bog peat","Carbon-14",,FALSE,
27275,"Swienskuhle",48797,"SWIENSKU",,,28,2,"Radiocarbon years BP",1280,85,85,,"Hv 8054","bog peat","Carbon-14",,FALSE,
27275,"Swienskuhle",48797,"SWIENSKU",,,36.25,1.5,"Radiocarbon years BP",1440,85,85,,"Hv 8056","bog peat","Carbon-14",,FALSE,
27275,"Swienskuhle",48797,"SWIENSKU",,,33.5,1,"Radiocarbon years BP",1510,90,90,,"Hv 8055","bog peat","Carbon-14",,FALSE,
27275,"Swienskuhle",48797,"SWIENSKU",,,71,2,"Radiocarbon years BP",1855,55,55,,"Hv 8057","bog peat","Carbon-14",,FALSE,"unspecified"
27275,"Swienskuhle",48797,"SWIENSKU",,,91,1,"Radiocarbon years BP",2660,70,70,,"Hv 10691","bog peat","Carbon-14",,FALSE,
27275,"Swienskuhle",48797,"SWIENSKU",,,129,2,"Radiocarbon years BP",3425,115,115,,"Hv 8058","bog peat","Carbon-14",,FALSE,
27275,"Swienskuhle",48797,"SWIENSKU",,,153,2,"Radiocarbon years BP",4435,80,80,,"Hv 10689","bog peat","Carbon-14",,FALSE,
27275,"Swienskuhle",48797,"SWIENSKU",,,190,2,"Radiocarbon years BP",5190,95,95,,"Hv 10688","bog peat","Carbon-14",,FALSE,
27276,"Westrhauderfehn",48800,"WESTRHA2",,459873,15,2,"Radiocarbon years BP",10890,210,210,,"Hv 736 ML","peat","Carbon-14",,FALSE,
27277,"Oerel",48802,"OEREL61",,459899,621,28,"Radiocarbon years BP",54200,10000,10000,,"GrN-17532","Sphagnum and brown moss peat","Carbon-14","age >54200 BP",FALSE,
27277,"Oerel",48802,"OEREL61",,459898,599.5,15,"Radiocarbon years BP",54850,10000,10000,,"GrN-17531","Sphagnum and sedge peat","Carbon-14","age >54850 BP",FALSE,
27277,"Oerel",48802,"OEREL61",,459897,540,10,"Radiocarbon years BP",60800,2300,2300,,"GrN-12656","Sphagnum and brown moss peat","Carbon-14",,FALSE,
27277,"Oerel",48802,"OEREL61",,459896,590,10,"Radiocarbon years BP",55560,10000,10000,,"GrN-17534","Sphagnum and brown moss peat","Carbon-14","age >55560 BP",FALSE,
27277,"Oerel",48802,"OEREL61",,459895,440,40,"Radiocarbon years BP",57000,3500,3500,,"GrN-14465","Brown moss and Sphagnum peat","Carbon-14",,FALSE,
27277,"Oerel",48802,"OEREL61",,459892,423.5,53,"Radiocarbon years BP",55400,900,900,,"GrN-12373","Sphagnum peat","Carbon-14",,FALSE,
27277,"Oerel",48802,"OEREL61",,459887,278,8,"Radiocarbon years BP",48700,3200,3200,,"GrN-13799","sedge peat","Carbon-14",,FALSE,
27277,"Oerel",48802,"OEREL61",,459891,287.5,15,"Radiocarbon years BP",50200,700,700,,"GrN-12372","sedge peat","Carbon-14",,FALSE,
27277,"Oerel",48802,"OEREL61",,459894,405,10,"Radiocarbon years BP",53500,2900,2900,,"GrN-17533","Sphagnum peat","Carbon-14",,FALSE,
27277,"Oerel",48802,"OEREL61",,459889,286,8,"Radiocarbon years BP",47000,2500,2500,,"GrN-13801","sedge peat","Carbon-14",,FALSE,
27277,"Oerel",48802,"OEREL61",,459888,415,10,"Radiocarbon years BP",55900,4000,4000,,"GrN-17530","Sphagnum and brown moss peat","Carbon-14",,FALSE,
27277,"Oerel",48802,"OEREL61",,459893,440,40,"Radiocarbon years BP",57700,1300,1300,,"GrN-14183","Brown moss and Sphagnum peat","Carbon-14",,FALSE,
27277,"Oerel",48802,"OEREL61",,459885,278,8,"Radiocarbon years BP",51550,550,550,,"GrN-13798","sedge peat","Carbon-14",,FALSE,
27277,"Oerel",48802,"OEREL61",,459886,286,8,"Radiocarbon years BP",48720,360,360,,"GrN-13800","sedge peat","Carbon-14",,FALSE,
27277,"Oerel",48802,"OEREL61",,459890,415.5,11,"Radiocarbon years BP",57300,1900,1900,,"GrN-13037","Sphagnum and brown moss peat","Carbon-14",,FALSE,
27319,"Surusoo bog",48916,"SURUSOO",,,47.5,5,"Radiocarbon years BP",1760,55,55,,"Tln-2269","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27319,"Surusoo bog",48916,"SURUSOO",,,65.5,5,"Radiocarbon years BP",3115,40,40,,"Tln-2270","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27319,"Surusoo bog",48916,"SURUSOO",,,77.5,5,"Radiocarbon years BP",3515,50,50,,"Tln-2271","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27319,"Surusoo bog",48916,"SURUSOO",,,92.5,5,"Radiocarbon years BP",4075,50,50,,"Tln-2272","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27319,"Surusoo bog",48916,"SURUSOO",,,167.5,5,"Radiocarbon years BP",7740,55,55,,"Tln-2274","fen peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27320,"Surusoo bog",48918,"SURUSOO",,,47.5,5,"Radiocarbon years BP",1760,55,55,,"Tln-2269","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27320,"Surusoo bog",48918,"SURUSOO",,,65.5,5,"Radiocarbon years BP",3115,40,40,,"Tln-2270","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27320,"Surusoo bog",48918,"SURUSOO",,,77.5,5,"Radiocarbon years BP",3515,50,50,,"Tln-2271","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27320,"Surusoo bog",48918,"SURUSOO",,,92.5,5,"Radiocarbon years BP",4075,50,50,,"Tln-2272","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27320,"Surusoo bog",48918,"SURUSOO",,,167.5,5,"Radiocarbon years BP",7740,55,55,,"Tln-2274","fen peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27321,"Surusoo bog",48920,"SURUSOO",,,47.5,5,"Radiocarbon years BP",1760,55,55,,"Tln-2269","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27321,"Surusoo bog",48920,"SURUSOO",,,65.5,5,"Radiocarbon years BP",3115,40,40,,"Tln-2270","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27321,"Surusoo bog",48920,"SURUSOO",,,77.5,5,"Radiocarbon years BP",3515,50,50,,"Tln-2271","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27321,"Surusoo bog",48920,"SURUSOO",,,92.5,5,"Radiocarbon years BP",4075,50,50,,"Tln-2272","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27321,"Surusoo bog",48920,"SURUSOO",,,167.5,5,"Radiocarbon years BP",7740,55,55,,"Tln-2274","fen peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27322,"Surusoo bog",48922,"SURUSOO",,,47.5,5,"Radiocarbon years BP",1760,55,55,,"Tln-2269","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27322,"Surusoo bog",48922,"SURUSOO",,,65.5,5,"Radiocarbon years BP",3115,40,40,,"Tln-2270","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27322,"Surusoo bog",48922,"SURUSOO",,,77.5,5,"Radiocarbon years BP",3515,50,50,,"Tln-2271","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27322,"Surusoo bog",48922,"SURUSOO",,,92.5,5,"Radiocarbon years BP",4075,50,50,,"Tln-2272","Sphagnum peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27322,"Surusoo bog",48922,"SURUSOO",,,167.5,5,"Radiocarbon years BP",7740,55,55,,"Tln-2274","fen peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27325,"Vedruka",48927,"VEDRUKA",,,55,10,"Radiocarbon years BP",590,30,30,,"Ta-2572","Sphagnum peat","Carbon-14",,FALSE,"conventional radiometric"
27325,"Vedruka",48927,"VEDRUKA",,,105,10,"Radiocarbon years BP",1310,30,30,,"Ta-2573","Sphagnum peat","Carbon-14",,FALSE,"conventional radiometric"
27325,"Vedruka",48927,"VEDRUKA",,,155,10,"Radiocarbon years BP",1850,40,40,,"Ta-2574","Sphagnum peat","Carbon-14",,FALSE,"conventional radiometric"
27325,"Vedruka",48927,"VEDRUKA",,,160,10,"Radiocarbon years BP",1955,55,55,-26.02,"Ua-12084","Macrofossils","Carbon-14",,FALSE,"accelerator mass spectrometry"
27325,"Vedruka",48927,"VEDRUKA",,,205,10,"Radiocarbon years BP",2040,40,40,,"Ta-2575","Sphagnum peat","Carbon-14",,FALSE,"conventional radiometric"
27325,"Vedruka",48927,"VEDRUKA",,,230,10,"Radiocarbon years BP",3215,40,40,,"Ta-2576","Transitional peat","Carbon-14",,FALSE,"conventional radiometric"
27325,"Vedruka",48927,"VEDRUKA",,,260,10,"Radiocarbon years BP",4200,50,50,,"Ta-2577","Fen peat","Carbon-14",,FALSE,"conventional radiometric"
27325,"Vedruka",48927,"VEDRUKA",,,305,10,"Radiocarbon years BP",5410,60,60,,"Ta-2578","Fen peat","Carbon-14",,FALSE,"conventional radiometric"
27325,"Vedruka",48927,"VEDRUKA",,,300,10,"Radiocarbon years BP",5560,70,70,-27.18,"Ua-12085","Macrofossils","Carbon-14",,FALSE,"accelerator mass spectrometry"
27325,"Vedruka",48927,"VEDRUKA",,,355,10,"Radiocarbon years BP",5700,70,70,,"Ta-2579","Fen peat","Carbon-14",,FALSE,"conventional radiometric"
27325,"Vedruka",48927,"VEDRUKA",,,377.5,5,"Radiocarbon years BP",6570,70,70,,"Ta-2580","Detritus gyttja","Carbon-14",,FALSE,"conventional radiometric"
27325,"Vedruka",48927,"VEDRUKA",,,395,10,"Radiocarbon years BP",6860,80,80,,"Ta-2581","Detritus gyttja","Carbon-14",,FALSE,"conventional radiometric"
27326,"El Carrizal lake",48930,"CARRIZAL",,,39.5,1,"Radiocarbon years BP",1605,45,45,,"GrA-18606","Bulk sediment","Carbon-14",,FALSE,"accelerator mass spectrometry"
27326,"El Carrizal lake",48930,"CARRIZAL",,,95,2,"Radiocarbon years BP",4000,50,50,,"GrA-18607","Bulk sediment","Carbon-14",,FALSE,"accelerator mass spectrometry"
27326,"El Carrizal lake",48930,"CARRIZAL",,,151.5,3,"Radiocarbon years BP",8560,50,50,,"Beta-146009","Bulk sediment","Carbon-14",,FALSE,"accelerator mass spectrometry"
27326,"El Carrizal lake",48930,"CARRIZAL",,,182,4,"Radiocarbon years BP",8610,60,60,,"GrA-18608","Bulk sediment","Carbon-14",,FALSE,"accelerator mass spectrometry"
27326,"El Carrizal lake",48930,"CARRIZAL",,,222,4,"Radiocarbon years BP",8670,50,50,,"GrA-23078","Bulk sediment","Carbon-14",,FALSE,"accelerator mass spectrometry"
27328,"Espinosa de Cerrato",48933,"ESPINOSA",,,112.5,1,"Radiocarbon years BP",1360,50,50,,"Beta-119077","Plant remains","Carbon-14",,FALSE,
27328,"Espinosa de Cerrato",48933,"ESPINOSA",,,280.5,1,"Radiocarbon years BP",2140,60,60,,"Beta-119078","Plant remains","Carbon-14",,FALSE,
27328,"Espinosa de Cerrato",48933,"ESPINOSA",,,464.5,1,"Radiocarbon years BP",3110,60,60,,"Beta-119079","Plant remains","Carbon-14",,FALSE,
27328,"Espinosa de Cerrato",48933,"ESPINOSA",,,644.5,1,"Radiocarbon years BP",4050,60,60,,"Beta-119080","Plant remains","Carbon-14",,FALSE,
27328,"Espinosa de Cerrato",48933,"ESPINOSA",,,1048,2,"Radiocarbon years BP",8230,60,60,,"Beta-119081","Plant remains","Carbon-14",,FALSE,
27328,"Espinosa de Cerrato",48933,"ESPINOSA",,,1273,1,"Radiocarbon years BP",9410,70,70,,"Beta-119082","Wood","Carbon-14",,FALSE,
27328,"Espinosa de Cerrato",48933,"ESPINOSA",,,1339.5,5,"Radiocarbon years BP",9740,100,100,,"Beta-74714","Bulk sediment","Carbon-14",,FALSE,
27332,"Barbaroxa de Baixo",48941,"BXBX",,464433,283,2,"Radiocarbon years BP",6370,50,50,,"Beta-294420","Seeds","Carbon-14",,FALSE,
27332,"Barbaroxa de Baixo",48941,"BXBX",,464432,283,2,"Radiocarbon years BP",6180,50,50,,"Beta-294419","Pine needles (Pinus pinaster)","Carbon-14",,FALSE,
27332,"Barbaroxa de Baixo",48941,"BXBX",,464431,213,2,"Radiocarbon years BP",5630,40,40,,"Beta-294418","Plant material","Carbon-14",,FALSE,
27332,"Barbaroxa de Baixo",48941,"BXBX",,464430,163,2,"Radiocarbon years BP",5040,40,40,,"Beta-294417","Plant material","Carbon-14",,FALSE,
27332,"Barbaroxa de Baixo",48941,"BXBX",,464429,143,2,"Radiocarbon years BP",4880,30,30,,"Beta-326248","Wood","Carbon-14",,FALSE,
27332,"Barbaroxa de Baixo",48941,"BXBX",,464426,61,2,"Radiocarbon years BP",720,30,30,,"Beta-386307","Fine fraction (<150 micron)","Carbon-14",,FALSE,
27332,"Barbaroxa de Baixo",48941,"BXBX",,464424,115.5,1,"Radiocarbon years BP",4690,35,35,,"Poz-51894","Cladium rhizome","Carbon-14",,FALSE,
27332,"Barbaroxa de Baixo",48941,"BXBX",,464425,129,2,"Radiocarbon years BP",2020,30,30,,"Poz-51896","Degraded seeds/leaves (roots?)","Carbon-14",,FALSE,
27332,"Barbaroxa de Baixo",48941,"BXBX",,464427,93,2,"Radiocarbon years BP",1530,30,30,,"Beta-294416","Seeds","Carbon-14",,FALSE,
27332,"Barbaroxa de Baixo",48941,"BXBX",,464428,109,2,"Radiocarbon years BP",1970,30,30,,"Poz-51893","Seeds (Cladium?)","Carbon-14",,FALSE,
27332,"Barbaroxa de Baixo",48941,"BXBX",,464423,119,2,"Radiocarbon years BP",4620,60,60,,"Poz-51895","Cladium rhizome","Carbon-14",,FALSE,
27332,"Barbaroxa de Baixo",48941,"BXBX",,464421,62,2,"Radiocarbon years BP",775,25,25,,"Poz-51897","Mixed seeds","Carbon-14","This sample taken from Kajak core. 62 cm is the corrected depth in relation to the Livingstone 'master' core which is relative to the water surface. The original depth of this dating sample is 22 cm from the top of the sediment (i.e. 40 cm below the water surface).",FALSE,
27332,"Barbaroxa de Baixo",48941,"BXBX",,464422,103,2,"Radiocarbon years BP",2500,30,30,,"Beta-309757","Seeds","Carbon-14",,FALSE,
27332,"Barbaroxa de Baixo",48941,"BXBX",,464419,51,2,"Radiocarbon years BP",460,30,30,,"Beta-386306","Fine fraction (<150 micron)","Carbon-14",,FALSE,
27332,"Barbaroxa de Baixo",48941,"BXBX",,464420,83,2,"Radiocarbon years BP",1950,30,30,,"Poz-51898","Cyperaceae seeds","Carbon-14",,FALSE,
27334,"Cristol Lake",48947,"CRISTOL",,,68.8,2.5,"Radiocarbon years BP",5040,80,80,0,"GrA-6611","Pinus cembra needle","Carbon-14",,FALSE,"accelerator mass spectrometry"
27334,"Cristol Lake",48947,"CRISTOL",,,103.8,2.5,"Radiocarbon years BP",6380,80,80,0,"GrA-6613","Larix undifferentiated needle","Carbon-14",,FALSE,"accelerator mass spectrometry"
27334,"Cristol Lake",48947,"CRISTOL",,,118.8,2.5,"Radiocarbon years BP",7910,80,80,0,"GrA-6609","Betula undifferentiated","Carbon-14",,FALSE,"accelerator mass spectrometry"
27335,"Correo",48949,"CORREO",,,227.5,0,"Radiocarbon years BP",2580,80,80,0,"GrA-6601","Betula undifferentiated wood","Carbon-14","accepted by the author",FALSE,"accelerator mass spectrometry"
27335,"Correo",48949,"CORREO",,,351.7,1.5,"Radiocarbon years BP",5450,80,80,0,"GrA-7789","Undifferentiated leaf","Carbon-14","accepted by the author",FALSE,"accelerator mass spectrometry"
27335,"Correo",48949,"CORREO",,,440,,"Radiocarbon years BP",5810,80,80,0,"GrA-6612","Undifferentiated leaf","Carbon-14","accepted by the author",FALSE,"accelerator mass spectrometry"
27335,"Correo",48949,"CORREO",,,582,4,"Radiocarbon years BP",7110,80,80,0,"GrA-6602","Abies undifferentiated needle","Carbon-14","accepted by the author",FALSE,"accelerator mass spectrometry"
27335,"Correo",48949,"CORREO",,,630.5,3,"Radiocarbon years BP",7550,80,80,0,"GrA-6595","Abies undifferentiated needle","Carbon-14","accepted by the author",FALSE,"accelerator mass spectrometry"
15874,"Etang de Cheylade",48951,"CHEYLAN1",,,80,10,"Radiocarbon years BP",4180,160,160,0,"Ly2067",,"Carbon-14",,FALSE,"conventional radiometric"
15874,"Etang de Cheylade",48951,"CHEYLAN1",,,125,10,"Radiocarbon years BP",5560,170,170,0,"Ly2068",,"Carbon-14",,FALSE,"conventional radiometric"
15874,"Etang de Cheylade",48951,"CHEYLAN1",,,170,10,"Radiocarbon years BP",6790,190,190,0,"Ly2069",,"Carbon-14",,FALSE,"conventional radiometric"
15874,"Etang de Cheylade",48951,"CHEYLAN1",,,220,10,"Radiocarbon years BP",8220,200,200,0,"Ly2070",,"Carbon-14",,FALSE,"conventional radiometric"
15874,"Etang de Cheylade",48951,"CHEYLAN1",,,250,10,"Radiocarbon years BP",8930,180,180,0,"Ly2108",,"Carbon-14",,FALSE,"conventional radiometric"
15874,"Etang de Cheylade",48951,"CHEYLAN1",,,260,10,"Radiocarbon years BP",9250,380,380,0,"Ly2109",,"Carbon-14",,FALSE,"conventional radiometric"
15874,"Etang de Cheylade",48951,"CHEYLAN1",,,320,10,"Radiocarbon years BP",10440,220,220,0,"Ly2072",,"Carbon-14",,FALSE,"conventional radiometric"
27337,"Change-Glatinier",48956,"CHANGE",,,26.75,2.5,"Radiocarbon years BP",145,45,45,,"A-9951","Brown peat","Carbon-14",,FALSE,"conventional radiometric"
27337,"Change-Glatinier",48956,"CHANGE",,,39.25,2.5,"Radiocarbon years BP",155,40,40,,"A-9871","Black peat","Carbon-14",,FALSE,"conventional radiometric"
27337,"Change-Glatinier",48956,"CHANGE",,,46.75,2.5,"Radiocarbon years BP",730,45,45,,"A-9952","Black peat","Carbon-14",,FALSE,"conventional radiometric"
27337,"Change-Glatinier",48956,"CHANGE",,,74.25,2.5,"Radiocarbon years BP",1035,45,45,,"A-9872","Black peat","Carbon-14",,FALSE,"conventional radiometric"
27337,"Change-Glatinier",48956,"CHANGE",,,94.25,2.5,"Radiocarbon years BP",1170,75,75,,"A-9873","Black peat","Carbon-14",,FALSE,"conventional radiometric"
27337,"Change-Glatinier",48956,"CHANGE",,,126.75,2.5,"Radiocarbon years BP",1650,60,60,,"Beta127238","Black peat","Carbon-14",,FALSE,"conventional radiometric"
27337,"Change-Glatinier",48956,"CHANGE",,,139.25,2.5,"Radiocarbon years BP",1935,90,90,,"A-9874","Black peat","Carbon-14",,FALSE,"conventional radiometric"
27337,"Change-Glatinier",48956,"CHANGE",,,154.5,3,"Radiocarbon years BP",2055,90,90,,"A-10021","Black peat","Carbon-14",,FALSE,"conventional radiometric"
27337,"Change-Glatinier",48956,"CHANGE",,,189.25,2.5,"Radiocarbon years BP",3435,95,95,,"A-10022","Black peat","Carbon-14",,FALSE,"conventional radiometric"
27337,"Change-Glatinier",48956,"CHANGE",,,215,6,"Radiocarbon years BP",5035,70,70,,"A-8737","Black peat","Carbon-14",,FALSE,"conventional radiometric"
27338,"Lac du Mont de Belier",48959,"BELIER",,,95,10,"Radiocarbon years BP",1160,70,70,,"GIF5277","Peat","Carbon-14",,FALSE,"conventional radiometric"
27338,"Lac du Mont de Belier",48959,"BELIER",,,185,10,"Radiocarbon years BP",2770,60,60,,"GIF5278","Peat","Carbon-14",,FALSE,"conventional radiometric"
27338,"Lac du Mont de Belier",48959,"BELIER",,,325,10,"Radiocarbon years BP",3670,70,70,,"GIF5279","Peat","Carbon-14",,FALSE,"conventional radiometric"
27338,"Lac du Mont de Belier",48959,"BELIER",,,425,10,"Radiocarbon years BP",5620,100,100,,"GIF5280","Peat","Carbon-14",,FALSE,"conventional radiometric"
27338,"Lac du Mont de Belier",48959,"BELIER",,,565,10,"Radiocarbon years BP",8280,120,120,,"GIF5281","Peat","Carbon-14",,FALSE,"conventional radiometric"
27338,"Lac du Mont de Belier",48959,"BELIER",,,655,10,"Radiocarbon years BP",9040,160,160,,"GIF5282","Peat","Carbon-14",,FALSE,"conventional radiometric"
27338,"Lac du Mont de Belier",48959,"BELIER",,,710,10,"Radiocarbon years BP",9850,140,140,,"GIF5284","Peat","Carbon-14",,FALSE,"conventional radiometric"
27338,"Lac du Mont de Belier",48959,"BELIER",,,735,10,"Radiocarbon years BP",11380,160,160,,"GIF5285","Peat","Carbon-14",,FALSE,"conventional radiometric"
27339,"La Beuffarde",48961,"BEUF",,,33.5,1,"Radiocarbon years BP",20,50,50,0,"Gif 100381","Peat","Carbon-14",,FALSE,"liquid scintillation"
27339,"La Beuffarde",48961,"BEUF",,,47.5,1,"Radiocarbon years BP",408,40,40,0,"Utc 8942","Peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27339,"La Beuffarde",48961,"BEUF",,,59,2,"Radiocarbon years BP",670,40,40,,"Beta157000","Peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27339,"La Beuffarde",48961,"BEUF",,,87.5,1,"Radiocarbon years BP",1591,28,28,0,"Utc 8943","Peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
27339,"La Beuffarde",48961,"BEUF",,,139.5,1,"Radiocarbon years BP",2441,36,36,0,"Utc 8944","Peat","Carbon-14",,FALSE,"accelerator mass spectrometry"
13428,"Uddelermeer",48965,"UDD",,,26,2,"Radiocarbon years BP",35,20,20,,"GrA-62323","Betula fs; Poa fs; Leaf frag.","Carbon-14",,FALSE,
13428,"Uddelermeer",48965,"UDD",,,154,7,"Radiocarbon years BP",645,50,50,,"GrA-60728","Wood frag.","Carbon-14",,FALSE,
13428,"Uddelermeer",48965,"UDD",,,215,7,"Radiocarbon years BP",1170,40,40,,"GrA-60730","Calluna twigs","Carbon-14",,FALSE,
13428,"Uddelermeer",48965,"UDD",,,183,6,"Radiocarbon years BP",1200,130,130,,"GrA-60729","Calluna twigs","Carbon-14",,FALSE,
13428,"Uddelermeer",48965,"UDD",,,424,8,"Radiocarbon years BP",1910,35,35,,"GrA-60702","Wood frag.; charcoal","Carbon-14",,FALSE,
13428,"Uddelermeer",48965,"UDD",,,494,8,"Radiocarbon years BP",2395,40,40,,"GrA-60672","Calluna twigs; charcoal","Carbon-14",,FALSE,
13428,"Uddelermeer",48965,"UDD",,,559,9,"Radiocarbon years BP",2410,35,35,,"GrA-60673","Calluna twigs; Calluna florescence; Erica florescence; Asteraceae fs; charred twig","Carbon-14",,FALSE,
13428,"Uddelermeer",48965,"UDD",,,78,2,"Radiocarbon years BP",2570,35,35,,"GrA-60682","Wood frag; Carex fs (1)","Carbon-14",,FALSE,
13428,"Uddelermeer",48965,"UDD",,,76,4,"Radiocarbon years BP",2705,35,35,,"GrA-60681","Calluna twigs; fern leaf; Leaf frag; wood frag; charcoal","Carbon-14",,FALSE,
13428,"Uddelermeer",48965,"UDD",,,654,8,"Radiocarbon years BP",2855,35,35,,"GrA-60676","Betula fs (4); Callitriche fs (2); Calluna twigs; Hydrocotyle fs (2); leaf frag.; wood frag.; carcoal","Carbon-14",,FALSE,
13428,"Uddelermeer",48965,"UDD",,,91,2,"Radiocarbon years BP",3440,40,40,,"GrA-60687","Wood frag.","Carbon-14",,FALSE,
13428,"Uddelermeer",48965,"UDD",,,783,6,"Radiocarbon years BP",3530,35,35,,"GrA-60678","Betula fs (6); Calluna twigs; leaf frag.; charred grass; charred leaves; charcoal","Carbon-14",,FALSE,
13428,"Uddelermeer",48965,"UDD",,,85,4,"Radiocarbon years BP",3590,40,40,,"GrA-60683","Charcoal","Carbon-14",,FALSE,
13428,"Uddelermeer",48965,"UDD",,,694,7,"Radiocarbon years BP",3700,50,50,,"GrA-60732","leaf frag.; wood frag.; charcoal","Carbon-14",,FALSE,
13428,"Uddelermeer",48965,"UDD",,,294,3,"Radiocarbon years BP",3765,40,40,,"GrA-60671","Betula fs (4); Carex fs (1); Calluna twigs; charred wood frag.","Carbon-14","Date identified as outlier.",FALSE,
13428,"Uddelermeer",48965,"UDD",,,594,8,"Radiocarbon years BP",3965,40,40,,"GrA-60674","Betula fs (2); Betula catkin scale; Calluna twigs; Lycopus fs (3); Mentha fs (1) leaf fragments; wood frag.; charred wood frag.","Carbon-14","Date identified as outlier.",FALSE,
13428,"Uddelermeer",48965,"UDD",,,89,2,"Radiocarbon years BP",4370,40,40,,"GrA-60684","Betula fs (1); Carex fs (1); wood frag; charcoal","Carbon-14","Date identified as outlier.",FALSE,
