siteid,sitename,latitude,longitude,elevation,datasetid,datasettype,ageoldest,ageyoungest,depth,thickness,age,age.young,age.old,control.type,chron.control.id,dataset.name,collection.type,collection.handle,dataset.type,default,name,age.type,age.model,age.older,age.younger,chron.id,date,site.name,long,lat,description,long.acc,lat.acc
16674,Schwemm,47.65848,12.301005,664,26510,pollen,8500,0,,,-57,,,Collection date,86619,EPD E# 741,Core,SCHWEMA3,pollen,TRUE,Collection date,Calendar years BP,collection date,-60,-70,26510,2019-05-03T00:00:00,Schwemm,12.301005,47.65848,"Raised bog. Physiography: Depression between moraines; former lake. Surrounding vegetation: Graslands; above 700 m Piceeto-Abietetum. Vegetation formation: Picea-Abies-Fagus; most Fagus, then Abies.",0.014869999999998385,0.003700000000002035
16674,Schwemm,47.65848,12.301005,664,26518,pollen,13786,102,,,-57,,,Collection date,86627,EPD E# 978,Core,SCHWEMD3,pollen,TRUE,Collection date,Calendar years BP,collection date,-60,-70,26518,2019-05-03T00:00:00,Schwemm,12.301005,47.65848,"Raised bog. Physiography: Depression between moraines; former lake. Surrounding vegetation: Graslands; above 700 m Piceeto-Abietetum. Vegetation formation: Picea-Abies-Fagus; most Fagus, then Abies.",0.014869999999998385,0.003700000000002035
16674,Schwemm,47.65848,12.301005,664,26516,pollen,4955,0,,,-57,,,Collection date,86625,EPD E# 744,Core,SCHWEMF4,pollen,TRUE,Collection date,Calendar years BP,collection date,-60,-70,26516,2019-05-03T00:00:00,Schwemm,12.301005,47.65848,"Raised bog. Physiography: Depression between moraines; former lake. Surrounding vegetation: Graslands; above 700 m Piceeto-Abietetum. Vegetation formation: Picea-Abies-Fagus; most Fagus, then Abies.",0.014869999999998385,0.003700000000002035
16675,Lac  Superieur de Fully,46.176667,7.093611,2135,26520,pollen,10923,703,,,-57,,,Collection date,86629,EPD E# 1284,Core,FULLY,pollen,TRUE,Collection date,Calendar years BP,collection date,-60,-70,26520,2019-05-03T00:00:00,Lac  Superieur de Fully,7.093611,46.176667,Lake. Physiography: Bottom of a former glacier cirque. Vegetation formation: Near the modern regional timberland.,0,0
16712,Cape Shpindler,69.716667,62.8,20,26563,pollen,17768,1974,,,-42,,,Collection date,86673,EPD E# 1664,Section,CS9810,pollen,TRUE,Collection date,Calendar years BP,collection date,-40,-50,26563,2019-05-05T00:00:00,Cape Shpindler,62.8,69.716667,"Coastal cliff. Physiography: Thermokarst depression. Surrounding vegetation: Betula n.,Salix,Dryas.& mosses. Vegetation formation: Subarctic tundra.",0,0
16713,Lyadhej-To lake,68.246555,65.79111,150,26565,pollen,10592,174,,,-42,,,Collection date,86675,EPD E# 1751,Core,LYADHEJ,pollen,TRUE,Collection date,Calendar years BP,collection date,-40,-50,26565,2019-05-05T00:00:00,Lyadhej-To lake,65.79111,68.246555,Lake. Surrounding vegetation: Tundra Polar Ural. Vegetation formation: Tundra.,0.025059999999996307,0.019470000000012533
16737,PRGL 1-4,42.689722,3.8375,-299,26622,pollen,,,,,-57,,,Collection date,86774,EPD E# 1475,Core,PRGL14,pollen,TRUE,Collection date,Calendar years BP,collection date,-60,-70,26622,2019-05-06T00:00:00,PRGL 1-4,3.8375,42.689722,Marine deep site. Physiography: External shelf edge.,0,0
16738,ADR353,42.12,17.633056,-1207,26623,pollen,,,,,-57,,,Collection date,86775,EPD E# 1471,Core,ADR353,pollen,TRUE,Collection date,Calendar years BP,collection date,-60,-70,26623,2019-05-06T00:00:00,ADR353,17.633056,42.12,Marine deep site. Physiography: Marine basin.,0,0
16739,MD99-2348 (103),42.692778,3.841667,-296,26625,pollen,24975,14342,,,-57,,,Collection date,86777,EPD E# 1474,Core,MD992348,pollen,TRUE,Collection date,Calendar years BP,collection date,-60,-70,26625,2019-05-06T00:00:00,MD99-2348 (103),3.841667,42.692778,Marine deep site. Physiography: External shelf edge of Gulf of Lions.,0,0
16742,Le Loclat,47.01867,6.99669,432,26634,pollen,,,,,-57,,,Collection date,86786,EPD E# 1220,Core,LOCLAT8,pollen,TRUE,Collection date,Calendar years BP,collection date,-60,-70,26634,2019-05-06T00:00:00,Le Loclat,6.99669,47.01867,Lake,0,0
16742,Le Loclat,47.01867,6.99669,432,26633,pollen,7097,1455,,,-57,,,Collection date,86785,EPD E# 1219,Core,LOCLAT50,pollen,TRUE,Collection date,Calendar years BP,collection date,-60,-70,26633,2019-05-06T00:00:00,Le Loclat,6.99669,47.01867,Lake,0,0
16742,Le Loclat,47.01867,6.99669,432,26632,pollen,8841,1134,,,-57,,,Collection date,86784,EPD E# 1218,Core,LOCLAT4,pollen,TRUE,Collection date,Calendar years BP,collection date,-60,-70,26632,2019-05-06T00:00:00,Le Loclat,6.99669,47.01867,Lake,0,0
16742,Le Loclat,47.01867,6.99669,432,26631,pollen,,,,,-57,,,Collection date,86783,EPD E# 1217,Core,LOCLAT1C,pollen,TRUE,Collection date,Calendar years BP,collection date,-60,-70,26631,2019-05-06T00:00:00,Le Loclat,6.99669,47.01867,Lake,0,0
16742,Le Loclat,47.01867,6.99669,432,40450,pollen,20153,-18,,,,,,,,EPD E# 1216,Core,LOCLAT1A,pollen,,,,,,,,,Le Loclat,6.99669,47.01867,Lake,0,0
17506,Praz Rodet,46.566667,6.173611,1040,29236,pollen,15200,-43,27.5,5,4070,4000,4140,Radiocarbon,91804,EPD E# 1149,Core,PRRODET,pollen,TRUE,Giesecke et al. 2014 (MADCAP),Calibrated radiocarbon years BP,Smooth spline,10790,4490,29236,2011-01-01T00:00:00,Praz Rodet,6.173611,46.566667,Raised bog adjacent to stream. Physiography: Valley. Surrounding vegetation: Meadows.,0,0
17506,Praz Rodet,46.566667,6.173611,1040,29236,pollen,15200,-43,52.5,5,7795,7670,7920,Radiocarbon,91805,EPD E# 1149,Core,PRRODET,pollen,TRUE,Giesecke et al. 2014 (MADCAP),Calibrated radiocarbon years BP,Smooth spline,10790,4490,29236,2011-01-01T00:00:00,Praz Rodet,6.173611,46.566667,Raised bog adjacent to stream. Physiography: Valley. Surrounding vegetation: Meadows.,0,0
17506,Praz Rodet,46.566667,6.173611,1040,29236,pollen,15200,-43,95,,10060,-250,250,"Biostratigraphic, pollen, regional",91806,EPD E# 1149,Core,PRRODET,pollen,TRUE,Giesecke et al. 2014 (MADCAP),Calibrated radiocarbon years BP,Smooth spline,10790,4490,29236,2011-01-01T00:00:00,Praz Rodet,6.173611,46.566667,Raised bog adjacent to stream. Physiography: Valley. Surrounding vegetation: Meadows.,0,0
17506,Praz Rodet,46.566667,6.173611,1040,29236,pollen,15200,-43,137,6,11605,11470,11740,Radiocarbon,91807,EPD E# 1149,Core,PRRODET,pollen,TRUE,Giesecke et al. 2014 (MADCAP),Calibrated radiocarbon years BP,Smooth spline,10790,4490,29236,2011-01-01T00:00:00,Praz Rodet,6.173611,46.566667,Raised bog adjacent to stream. Physiography: Valley. Surrounding vegetation: Meadows.,0,0
17506,Praz Rodet,46.566667,6.173611,1040,29236,pollen,15200,-43,182,4,14580,14480,14680,Radiocarbon,91808,EPD E# 1149,Core,PRRODET,pollen,TRUE,Giesecke et al. 2014 (MADCAP),Calibrated radiocarbon years BP,Smooth spline,10790,4490,29236,2011-01-01T00:00:00,Praz Rodet,6.173611,46.566667,Raised bog adjacent to stream. Physiography: Valley. Surrounding vegetation: Meadows.,0,0
18834,Etang de Luissel Bex,46.23378,7.01911,522,32260,pollen,5644,-58,557.5,,550,470,630,Radiocarbon,100793,EPD E# 1127,Core,LUISSEL,pollen,FALSE,Fossilva,Radiocarbon years BP,Linear interpolation,11500,900,32260,2001-01-01T00:00:00,Etang de Luissel Bex,7.01911,46.23378,Pond. Physiography: Rhone valley (glacial valley). Surrounding vegetation: Cultivated fields.,0,0
18834,Etang de Luissel Bex,46.23378,7.01911,522,32260,pollen,5644,-58,877.5,,1950,1880,2020,Radiocarbon,100794,EPD E# 1127,Core,LUISSEL,pollen,FALSE,Fossilva,Radiocarbon years BP,Linear interpolation,11500,900,32260,2001-01-01T00:00:00,Etang de Luissel Bex,7.01911,46.23378,Pond. Physiography: Rhone valley (glacial valley). Surrounding vegetation: Cultivated fields.,0,0
18834,Etang de Luissel Bex,46.23378,7.01911,522,32260,pollen,5644,-58,917.5,,2070,1970,2170,Radiocarbon,100795,EPD E# 1127,Core,LUISSEL,pollen,FALSE,Fossilva,Radiocarbon years BP,Linear interpolation,11500,900,32260,2001-01-01T00:00:00,Etang de Luissel Bex,7.01911,46.23378,Pond. Physiography: Rhone valley (glacial valley). Surrounding vegetation: Cultivated fields.,0,0
18834,Etang de Luissel Bex,46.23378,7.01911,522,32260,pollen,5644,-58,967.5,,2860,2790,2930,Radiocarbon,100796,EPD E# 1127,Core,LUISSEL,pollen,FALSE,Fossilva,Radiocarbon years BP,Linear interpolation,11500,900,32260,2001-01-01T00:00:00,Etang de Luissel Bex,7.01911,46.23378,Pond. Physiography: Rhone valley (glacial valley). Surrounding vegetation: Cultivated fields.,0,0
18834,Etang de Luissel Bex,46.23378,7.01911,522,32260,pollen,5644,-58,1467.5,,9670,9540,9800,Radiocarbon,100797,EPD E# 1127,Core,LUISSEL,pollen,FALSE,Fossilva,Radiocarbon years BP,Linear interpolation,11500,900,32260,2001-01-01T00:00:00,Etang de Luissel Bex,7.01911,46.23378,Pond. Physiography: Rhone valley (glacial valley). Surrounding vegetation: Cultivated fields.,0,0
18834,Etang de Luissel Bex,46.23378,7.01911,522,32260,pollen,5644,-58,1497.5,,10500,10360,10640,Radiocarbon,100798,EPD E# 1127,Core,LUISSEL,pollen,FALSE,Fossilva,Radiocarbon years BP,Linear interpolation,11500,900,32260,2001-01-01T00:00:00,Etang de Luissel Bex,7.01911,46.23378,Pond. Physiography: Rhone valley (glacial valley). Surrounding vegetation: Cultivated fields.,0,0
22460,Lake Teletskoye,51.716667,87.65,434,38907,pollen,,,,,,,,,,EPD E# 1816,Core,TELETSKO,pollen,,,,,,,,,Lake Teletskoye,87.65,51.716667,Lake. Physiography: Valley in montain. Surrounding vegetation: Forest.,0,0
22656,Lake Sännen,56.321475,15.37054,62,39357,pollen,12476,10417,,,,,,,,EPD E# 967,Core,SANNEN,pollen,,,,,,,,,Lake Sännen,15.37054,56.32147500000001,"Medium sized lake. Physiography: hummocky moraine landscape. Surrounding vegetation: Mixed forest with spruce, pine, birch.",0.02728000000000108,0.012650000000000716
22660,Logylet,56.29419,14.98368,61,39364,pollen,14264,12172,,,,,,,,EPD E# 955,Core,LOGYLET,pollen,,,,,,,,,Logylet,14.98368,56.29419,"Rock-bed surrounded by hummocky morraine. Physiography: In a steep-sided rock basin. Surrounding vegetation: Mainly spruce, birch and alder.",0,0
23293,Hollerup,56.405377,9.840088,50,40112,pollen,,,,,,,,,,,Section,HOLLERUP,pollen,,,,,,,,,Hollerup,9.840088273,56.40537662,"Paleolake of Eemian age. Situated on the northern edge of the Gudenå valley 14 km southeast of Randers, between Langå and Ulstrup, in the eastern part of central Jylland.",0,0
23294,Satiki,56.800115,22.516875,110,40113,pollen,,,,,,,,,,,Core,SAT20A,pollen,,,,,,,,,Satiki,22.51687523,56.80011454,Paleolake of Eemian age is located in the western part of the Eastern Kursa Upland in western Latvia.,0,0
23338,Bispingen,53.07139,9.99188,,40169,pollen,125971,114600,,,,,,,,,Core,BISPINGEN,pollen,,,,,,,,,Bispingen,10.0157,53.0667,Paleolake of Eemian age.,0,0
23402,Lac du Mont d'Orge Sion,46.23376,7.33926,640,40321,pollen,2794,-10,,,,,,,,EPD E# 1227,Core,ORGE5,pollen,,,,,,,,,Lac du Mont d'Orge Sion,7.33926,46.23376,"Partly filled-up natural lake. Physiography: Rhone valley (glacial valley). Surrounding vegetation: Vineyard, orchard.",0,0
23402,Lac du Mont d'Orge Sion,46.23376,7.33926,640,40317,pollen,15253,317,,,,,,,,EPD E# 1225,Core,ORGE3,pollen,,,,,,,,,Lac du Mont d'Orge Sion,7.33926,46.23376,"Partly filled-up natural lake. Physiography: Rhone valley (glacial valley). Surrounding vegetation: Vineyard, orchard.",0,0
23402,Lac du Mont d'Orge Sion,46.23376,7.33926,640,40319,pollen,10762,9814,,,,,,,,EPD E# 1226,Core,ORGE4,pollen,,,,,,,,,Lac du Mont d'Orge Sion,7.33926,46.23376,"Partly filled-up natural lake. Physiography: Rhone valley (glacial valley). Surrounding vegetation: Vineyard, orchard.",0,0
23402,Lac du Mont d'Orge Sion,46.23376,7.33926,640,40318,pollen,,,,,,,,,,EPD E# 1223,Core,ORGE1,pollen,,,,,,,,,Lac du Mont d'Orge Sion,7.33926,46.23376,"Partly filled-up natural lake. Physiography: Rhone valley (glacial valley). Surrounding vegetation: Vineyard, orchard.",0,0
23441,Mont Roux,46.46832,6.1616,1240,40441,pollen,14899,1019,,,,,,,,EPD E# 1837,Core,MONROUX1,pollen,,,,,,,,,Mont Roux,6.1616,46.46832,Peat bog. Physiography: Karstic depression in moraine. Surrounding vegetation: Pasture and Abies forest.,0,0
23441,Mont Roux,46.46832,6.1616,1240,40443,pollen,13440,9104,,,,,,,,EPD E# 1841,Core,MTROP405,pollen,,,,,,,,,Mont Roux,6.1616,46.46832,Peat bog. Physiography: Karstic depression in moraine. Surrounding vegetation: Pasture and Abies forest.,0,0
23441,Mont Roux,46.46832,6.1616,1240,40446,pollen,,,,,,,,,,EPD E# 1839,Core,MTRO2540,pollen,,,,,,,,,Mont Roux,6.1616,46.46832,Peat bog. Physiography: Karstic depression in moraine. Surrounding vegetation: Pasture and Abies forest.,0,0
23443,Motta Naluns,46.81088,10.26429,2215,40448,pollen,11474,552,,,,,,,,EPD E# 1133,Core,MOTTA,pollen,,,,,,,,,Motta Naluns,10.26429,46.81088,Mire. Physiography: Depression ca.65x30m. Surrounding vegetation: Trees to 2120m; Nardetum + mires.,0,0
23444,Montilier,46.935,7.123611,438,40486,pollen,15005,10166,,,,,,,,EPD E# 1973,Core,MONTILI2,pollen,,,,,,,,,Montilier,7.123611,46.935,Lake Morat. Physiography: Sub-Jurassian lake in Swiss Plateau. Surrounding vegetation: Cultivated fields.,0,0
23444,Montilier,46.935,7.123611,438,40487,pollen,,,,,,,,,,EPD E# 1974,Core,MONTIES,pollen,,,,,,,,,Montilier,7.123611,46.935,Lake Morat. Physiography: Sub-Jurassian lake in Swiss Plateau. Surrounding vegetation: Cultivated fields.,0,0
23444,Montilier,46.935,7.123611,438,40454,pollen,14003,719,,,,,,,,EPD E# 1972,Core,MONTILI1,pollen,,,,,,,,,Montilier,7.123611,46.935,Lake Morat. Physiography: Sub-Jurassian lake in Swiss Plateau. Surrounding vegetation: Cultivated fields.,0,0
23444,Montilier,46.935,7.123611,438,40488,pollen,,,,,,,,,,EPD E# 1975,Section,MONTIESS,pollen,,,,,,,,,Montilier,7.123611,46.935,Lake Morat. Physiography: Sub-Jurassian lake in Swiss Plateau. Surrounding vegetation: Cultivated fields.,0,0
23446,Dos le Cras,47.288333,7.131944,920,40490,pollen,2686,431,,,,,,,,EPD E# 1979,Core,DOSLCRAS,pollen,,,,,,,,,Dos le Cras,7.131944,47.288333,Peat bog. Physiography: Plateau. Surrounding vegetation: Cultivate fields and forest.,0,0
23447,Derrière les Embreux,47.263056,7.117222,970,40492,pollen,4670,331,,,,,,,,EPD E# 1980,Core,EMBREUX,pollen,,,,,,,,,Derrière les Embreux,7.117222,47.263056,Bog. Physiography: Peaty depressions in plateau. Surrounding vegetation: Cultivated fields and forest.,0,0
23494,Nussbaumer Seen,47.61335,8.83094,444,40564,pollen,16000,0,,,,,,,,EPD E# 1030,Core,NUSS1,pollen,,,,,,,,,Nussbaumer Seen,8.83094,47.61335,"Lakes with marginal fens. Physiography: Small tonguelike basin of rhine glacier. Surrounding vegetation: Small wetland forest belt, field meadow. Vegetation formation: Deciduous forest (beech forest).",0,0
23494,Nussbaumer Seen,47.61335,8.83094,444,40567,pollen,16000,0,,,,,,,,EPD E# 1032,Core,NUSS8,pollen,,,,,,,,,Nussbaumer Seen,8.83094,47.61335,"Lakes with marginal fens. Physiography: Small tonguelike basin of rhine glacier. Surrounding vegetation: Small wetland forest belt, field meadow. Vegetation formation: Deciduous forest (beech forest).",0,0
23494,Nussbaumer Seen,47.61335,8.83094,444,40566,pollen,18217,12,,,,,,,,EPD E# 1031,Core,NUSS4,pollen,,,,,,,,,Nussbaumer Seen,8.83094,47.61335,"Lakes with marginal fens. Physiography: Small tonguelike basin of rhine glacier. Surrounding vegetation: Small wetland forest belt, field meadow. Vegetation formation: Deciduous forest (beech forest).",0,0
23495,Bibersee,47.20675,8.46541,429,40569,pollen,16857,1890,,,,,,,,EPD E# 1067,Core,BIBER,pollen,,,,,,,,,Bibersee,8.46541,47.20675,"Infilled lake. Physiography: Ground moraines or drumlins. Surrounding vegetation: Cultural fields, mainly grassland.",0,0
23496,Baldeggersee,47.19747,8.260005,463,40570,pollen,64,-43,,,,,,,,EPD E# 1062,Core,BALDEGG,pollen,,,,,,,,,Baldeggersee,8.260005,47.197469999999996,Lake. Surrounding vegetation: Arable fields and meadows.,0.03363000000000049,0.039920000000002176
23497,Alp Lüsga Belalp 2,46.38393,7.97933,2310,40584,pollen,7789,4,,,,,,,,EPD E# 1065,Core,BELALP2,pollen,,,,,,,,,Alp Lüsga Belalp 2,7.97933,46.38393,Mire.,0,0
23516,Seebergsee,46.577222,7.443333,1830,40628,pollen,1866,-39,,,,,,,,EPD E# 1151,Core,SEEBERG,pollen,,,,,,,,,Seebergsee,7.443333,46.577222,Lake. Physiography: Mountain. Surrounding vegetation: Grassland.,0,0
23518,Xirès Montana,46.30655,7.47221,1501,40632,pollen,14665,5843,,,,,,,,EPD E# 1168,Core,XIRES,pollen,,,,,,,,,Xirès Montana,7.47221,46.30655,Mire on top of filled-up natural lake. Physiography: Valley. Surrounding vegetation: Village.,0,0
23519,Wallbach Lenk,46.428333,7.403056,1885,40634,pollen,13032,86,,,,,,,,EPD E# 1170,Core,WALLB1,pollen,,,,,,,,,Wallbach Lenk,7.403056,46.428333,"Mire in depression on mountain shoulder. Physiography: Mountain. Surrounding vegetation: Meadows, Picea towards E at alt. 1800 m.",0,0
23519,Wallbach Lenk,46.428333,7.403056,1885,40636,pollen,,,,,,,,,,EPD E# 1171,Core,WALLB3,pollen,,,,,,,,,Wallbach Lenk,7.403056,46.428333,"Mire in depression on mountain shoulder. Physiography: Mountain. Surrounding vegetation: Meadows, Picea towards E at alt. 1800 m.",0,0
23519,Wallbach Lenk,46.428333,7.403056,1885,40638,pollen,,,,,,,,,,EPD E# 1172,Core,WALLB8,pollen,,,,,,,,,Wallbach Lenk,7.403056,46.428333,"Mire in depression on mountain shoulder. Physiography: Mountain. Surrounding vegetation: Meadows, Picea towards E at alt. 1800 m.",0,0
23519,Wallbach Lenk,46.428333,7.403056,1885,40640,pollen,,,,,,,,,,EPD E# 1173,Core,WALLB9,pollen,,,,,,,,,Wallbach Lenk,7.403056,46.428333,"Mire in depression on mountain shoulder. Physiography: Mountain. Surrounding vegetation: Meadows, Picea towards E at alt. 1800 m.",0,0
23520,Etang d'y Cor Montana,46.311667,7.479167,1506,40642,pollen,14313,354,,,,,,,,EPD E# 1169,Core,YCOR,pollen,,,,,,,,,Etang d'y Cor Montana,7.479167,46.311667,"Partly filled-up natural lake. Physiography: Tectonic and glacial depression. Surrounding vegetation: Village. Vegetation formation: Abies + Picea (+ Betula), later Picea.",0,0
23521,Schwendital,47.108611,8.995278,1254,40643,pollen,,,,,,,,,,EPD E# 1162,Core,SCHWENDI,pollen,,,,,,,,,Schwendital,8.995278,47.108611,Mire. Physiography: Valley. Surrounding vegetation: Forest.,0,0
23570,Yenisei Estuary,73.415,79.674722,-32,40772,pollen,,,,,,,,,,EPD E# 1659,Core,BP990406,pollen,,,,,,,,,Yenisei Estuary,79.674722,73.415,Estuary bay of Yenisei.,0,0
23667,Feuenried,47.743505,8.9027,407,40949,pollen,18714,24,,,,,,,,EPD E# 1026,Core,FEUENRIE,pollen,,,,,,,,,Feuenried,8.90281,47.74371,Fen. Physiography: Kettle hole. Surrounding vegetation: Wetland forest belt arable field meadow. Vegetation formation: Deciduous forest (beech forest).,0,0
23668,Steerenmoos,47.805667,8.20015,1000,40951,pollen,9905,-50,,,,,,,,EPD E# 1028,Core,STEERMOS,pollen,,,,,,,,,Steerenmoos,8.20015,47.8056665,Bog with Pinus uncinata forest. Physiography: Raised bog. Surrounding vegetation: Spruce forest. Vegetation formation: Mountain forest beech-fir-spruce forest.,0.00429999999999886,0.0028329999999954225
23671,Durchenbergried,47.77506,8.979205,432,40958,pollen,14847,197,,,,,,,,EPD E# 1025,Core,GDU,pollen,,,,,,,,,Durchenbergried,8.9788,47.775,"Fen. Physiography: Kettle hole. Surrounding vegetation: Wetland forest belt, fields and meadows. Vegetation formation: Decidious forest (beech forest).",0,0
23692,Lake Kotokel,52.783333,108.133333,458,40990,pollen,15078,0,,,,,,,,EPD E# 1731,Core,KTK1,pollen,,,,,,,,,Lake Kotokel,108.133333,52.783333,Fresh-water lake. Physiography: Intermountain depression. Surrounding vegetation: Boreal coniferous and deciduous forests.,0,0
23696,Lake Baikal,53.954722,108.913611,465,40997,pollen,16721,840,,,,,,,,EPD E# 1663,Core,CON16035,pollen,,,,,,,,,Lake Baikal,108.913611,53.954722,Baikal lake.,0,0
23697,Litzelsee,47.76786,8.92963,413,40999,pollen,8600,9,,,,,,,,EPD E# 2220,Core,LIT1,pollen,,,,,,,,,Litzelsee,8.92963,47.76786,Lake. Physiography: Small cirque. Surrounding vegetation: Agriculture.,0,0
23702,Wollingster See,53.46054,8.86569,15,41008,pollen,,,,,,,,,,EPD E# 1791,Core,WO1,pollen,,,,,,,,,Wollingster See,8.86569,53.46054,Lake. Physiography: Moraine. Surrounding vegetation: Cultivated fields.,0.005619999999998626,0.003839999999996735
23703,Siethener See,52.288125,13.19811,33,41009,pollen,,,,,,,,,,EPD E# 1650,Core,SIETHSI1,pollen,,,,,,,,,Siethener See,13.19811,52.288125,Lake. Physiography: Moraine in plain. Surrounding vegetation: Cultivated fields and little forests.,0.022999999999999687,0.014009999999998968
23704,Biber See,47.86488,9.557775,574,41010,pollen,,,,,,,,,,EPD E# 1830,Core,BIB00,pollen,,,,,,,,,Biber See,9.557775,47.86488,Lake. Surrounding vegetation: Cultivated fields and forests.,0.003489999999999327,0.0023400000000037835
23705,Steeger See,47.95646,9.65174,542,41011,pollen,,,,,,,,,,EPD E# 1927,Core,AUL00,pollen,,,,,,,,,Steeger See,9.65174,47.95646,Lake. Physiography: Valley. Surrounding vegetation: Cultivated fields.,0.004999999999999005,0.002719999999996503
23705,Steeger See,47.95646,9.65174,542,41012,pollen,,,,,,,,,,EPD E# 1942,Core,AULENROH,pollen,,,,,,,,,Steeger See,9.65174,47.95646,Lake. Physiography: Valley. Surrounding vegetation: Cultivated fields.,0.004999999999999005,0.002719999999996503
23706,Niklassee,48.01102,9.695205,569,41013,pollen,,,,,,,,,,EPD E# 1938,Core,NI0,pollen,,,,,,,,,Niklassee,9.695205,48.01102,Lake. Physiography: Valley. Surrounding vegetation: Cultivated fields and forest.,0.004590000000000316,0.00269999999999726
23707,Buchsee,47.878555,9.57239,576,41014,pollen,,,,,,,,,,EPD E# 1832,Core,BUA1,pollen,,,,,,,,,Buchsee,9.572389999999999,47.878555000000006,Lake. Physiography: Plain. Surrounding vegetation: Cultivated fields and forest.,0.0056600000000006645,0.003830000000000666
23711,Döttingen,50.349444,7.007222,460,41021,pollen,,,,,,,,,,EPD E# 1666,Core,DO3,pollen,,,,,,,,,Döttingen,7.007222,50.349444,Dry maar. Surrounding vegetation: Cultivated fields.,0,0
23718,Illmensee,47.857025,9.37862,692,41037,pollen,,,,,,,,,,EPD E# 1930,Core,ILL01,pollen,,,,,,,,,Illmensee,9.37862,47.857025,Lake. Physiography: Plain. Surrounding vegetation: Cultivated fields and forest.,0.01325999999999894,0.0120900000000006
23719,Königseggsee,47.93163,9.448415,627,41038,pollen,,,,,,,,,,EPD E# 1725,Core,KONIGKO0,pollen,,,,,,,,,Königseggsee,9.448415,47.93163,Lake. Physiography: Plain. Surrounding vegetation: Cultivated fields and forest.,0.007469999999999644,0.005000000000002558
23751,Vinderhoute-Kale,51.079167,3.622778,4,41102,pollen,15062,10065,,,,,,,,EPD E# 974,Core,VINDERH,pollen,,,,,,,,,Vinderhoute-Kale,3.622778,51.079167,"Meadow. Physiography: Infilled abandoned river channel. Surrounding vegetation: Fields, grassland and scattered trees.",0,0
23776,The Bog [Roos],53.733333,-0.066667,5,41177,pollen,16594,11652,,,,,,,,EPD E# 985,Core,BOGROOS,pollen,,,,,,,,,The Bog [Roos],-0.066667,53.733333,The area has been artifically flooded. Physiography: Oval depression in lateglacial till. Surrounding vegetation: Formerly open water and fen carr.,0,0
23779,Garaat El-Ouez,36.818333,8.333333,45,41185,pollen,19706,303,,,,,,,,EPD E# 1501,Core,GARATOUE,pollen,,,,,,,,,Garaat El-Ouez,8.333333,36.818333,Marsh. Physiography: Depression. Vegetation formation: Thermo-mediterranean climate.,0,0
23780,Gors Fawr Bog,51.931667,-4.718333,190,41187,pollen,11589,5747,,,,,,,,EPD E# 1044,Core,GORSFAWR,pollen,,,,,,,,,Gors Fawr Bog,-4.718333,51.931667,"Kettle hole, small steep-sides mire. Physiography: Pingo. Surrounding vegetation: Woodland.",0,0
23781,Gallanech Beg,56.384444,-5.501389,70,41189,pollen,14614,14,,,,,,,,EPD E# 912,Core,GB4,pollen,,,,,,,,,Gallanech Beg,-5.501389,56.384444,mire. Physiography: basin. Surroungong vegetation: upland of mires and lakes.,0,0
23784,Bourdim,36.803333,8.253889,13,41197,pollen,3057,70,,,,,,,,EPD E# 1500,Core,BOURDIM,pollen,,,,,,,,,Bourdim,8.253889,36.803333,Marsh. Physiography: Littoral wetland complex. Vegetation formation: Thermo-mediterranean climate.,0,0
23785,Oumm el-Khaled,35.083333,7.6,970,41199,pollen,5899,190,,,,,,,,EPD E# 1382,Core,ELKHALED,pollen,,,,,,,,,Oumm el-Khaled,7.6,35.083333,Marsh. Physiography: Calcareous rang: synclinal valley. Surrounding vegetation: Alfa steppe. Vegetation formation: Saharan sub-dersert.,0,0
23786,Exebridge,51.017222,-3.517222,133,41201,pollen,12241,6896,,,,,,,,EPD E# 1673,Core,EXBRIDGE,pollen,,,,,,,,,Exebridge,-3.517222,51.017222,Spring mire. Physiography: Valley. Surrounding vegetation: Cultivated fields.,0,0
23787,Esgryn Bottom,51.876111,-4.941944,71,41203,pollen,11338,5484,,,,,,,,EPD E# 1672,Core,ESGRYN,pollen,,,,,,,,,Esgryn Bottom,-4.941944,51.876111,Mire. Physiography: Valley. Surrounding vegetation: Cultivated fields and little forests.,0,0
23788,Burmarrad ria,35.935,14.414444,16,41205,pollen,7345,5554,,,,,,,,EPD E# 1576,Core,BM1,pollen,,,,,,,,,Burmarrad ria,14.414444,35.935,Mire. Physiography: Floodplain. Surrounding vegetation: Cultivated fields. Vegetation formation: Thermo-Mediteranean belt.,0,0
23789,Bazel-Sluis,51.135833,4.323056,0,41207,pollen,7138,5671,,,,,,,,EPD E# 2036,Core,BAZELB,pollen,,,,,,,,,Bazel-Sluis,4.323056,51.135833,Rain-fed lowland river. Physiography: Riverine. Surrounding vegetation: Cultivated fields.,0,0
23789,Bazel-Sluis,51.135833,4.323056,0,41210,pollen,5417,5094,,,,,,,,EPD E# 2037,Core,BAZELA,pollen,,,,,,,,,Bazel-Sluis,4.323056,51.135833,Rain-fed lowland river. Physiography: Riverine. Surrounding vegetation: Cultivated fields.,0,0
23790,Aveley marshes,51.492222,0.2225,0,41212,pollen,7273,1783,,,,,,,,EPD E# 2268,Core,AMRS,pollen,,,,,,,,,Aveley marshes,0.2225,51.492222,Marshes. Physiography: Thames valley. Surrounding vegetation: Marshes.,0,0
