"site.id","site.name","latitude","longitude","elevation","dataset.id","dataset.type","source","publication","description","doi"
24246,"Wildseemoor-Kaltenbronn",48.71804,8.458815,909,42683,"pollen","European Pollen Database","Rösch, M. 2009. Botanical evidence for prehistoric and medieval land use in Black Forest. Pages 335-343 in J. Klapste and P. Sommer, editors. Medieval Rural Settlement in Marginal Landscapes. Ruralia VII. Brepols, Turnhout.","Mire. Physiography: Watershed between Große Enz and Murg","10.21233/ggnn-mk26"
24246,"Wildseemoor-Kaltenbronn",48.71804,8.458815,909,42685,"pollen","European Pollen Database","Rösch, M. 2009. Botanical evidence for prehistoric and medieval land use in Black Forest. Pages 335-343 in J. Klapste and P. Sommer, editors. Medieval Rural Settlement in Marginal Landscapes. Ruralia VII. Brepols, Turnhout.","Mire. Physiography: Watershed between Große Enz and Murg","10.21233/qzek-wp34"
24247,"Herrenwieser See",48.668459999999996,8.295490000000001,830,42687,"pollen","European Pollen Database","Rösch, M. 2009. Botanical evidence for prehistoric and medieval land use in Black Forest. Pages 335-343 in J. Klapste and P. Sommer, editors. Medieval Rural Settlement in Marginal Landscapes. Ruralia VII. Brepols, Turnhout.;
Rösch, M. 2012. Vegetation und Waldnutzung im Nordschwarzwald während sechs Jahrtausenden anhand von Profundalkernen aus dem Herrenwieser See. Mitteilungen des Vereins für forstliche Standortskunde und Forstpflanzenzüchtung 47:43-64.","Lake. Physiography: Cirque. Surrounding vegetation: Forest.","10.21233/cecw-sb96"
24247,"Herrenwieser See",48.668459999999996,8.295490000000001,830,42692,"pollen","European Pollen Database","Rösch, M. 2012. Vegetation und Waldnutzung im Nordschwarzwald während sechs Jahrtausenden anhand von Profundalkernen aus dem Herrenwieser See. Mitteilungen des Vereins für forstliche Standortskunde und Forstpflanzenzüchtung 47:43-64.","Lake. Physiography: Cirque. Surrounding vegetation: Forest.","10.21233/k65h-1n80"
24248,"Mindelsee",47.75398,9.024175,406,42690,"pollen","European Pollen Database","Rösch, M. 2013. Change of land use during the last two millennia as indicated in the pollen record of a profundal core from Mindelsee, Lake Constance region, southwest Germany. Offa 69/70:355-370.;
Rösch, M., A. Kleinmann, J. Lechterbeck, and L. Wick. 2014. Botanical off-site and on-site data as indicators of different land use systems: a discussion with examples from Southwest Germany. Vegetation History and Archaeobotany 23(Suppl. 1):121-133.","Glacial lake. Physiography: Molasse basin with drumlins. Surrounding vegetation: Cultivated fields and forest.","10.21233/y555-fr76"
24248,"Mindelsee",47.75398,9.024175,406,42689,"pollen","European Pollen Database","Rösch, M. 2013. Change of land use during the last two millennia as indicated in the pollen record of a profundal core from Mindelsee, Lake Constance region, southwest Germany. Offa 69/70:355-370.;
Rösch, M., A. Kleinmann, J. Lechterbeck, and L. Wick. 2014. Botanical off-site and on-site data as indicators of different land use systems: a discussion with examples from Southwest Germany. Vegetation History and Archaeobotany 23(Suppl. 1):121-133.","Glacial lake. Physiography: Molasse basin with drumlins. Surrounding vegetation: Cultivated fields and forest.","10.21233/kngt-v975"
24268,"Großer Krebssee",52.8455,14.10019,5,42714,"pollen","European Pollen Database","Jahns, S. 1999. Pollenanalytische Untersuchungen am Großen Krebssee, Ostbrandenburg. Germania 77(2):637-659.;
Jahns, S. 2000. Late-glacial and Holocene woodland dynamics and land-use history of the Lower Oder valley, north-eastern Germany, based on two, AMS 14C-dated, pollen profiles. Vegetation History and Archaeobotany 9:111-123.","Lake. Physiography: Glacial depression. Vegetation formation: Transitional beech frst/continental land.","10.21233/zspv-ta39"
24268,"Großer Krebssee",52.8455,14.10019,5,42716,"pollen","European Pollen Database","Jahns, S. 1999. Pollenanalytische Untersuchungen am Großen Krebssee, Ostbrandenburg. Germania 77(2):637-659.;
Jahns, S. 2000. Late-glacial and Holocene woodland dynamics and land-use history of the Lower Oder valley, north-eastern Germany, based on two, AMS 14C-dated, pollen profiles. Vegetation History and Archaeobotany 9:111-123.","Lake. Physiography: Glacial depression. Vegetation formation: Transitional beech frst/continental land.","10.21233/7mz3-tp55"
24268,"Großer Krebssee",52.8455,14.10019,5,42718,"pollen","European Pollen Database","Jahns, S. 2000. Late-glacial and Holocene woodland dynamics and land-use history of the Lower Oder valley, north-eastern Germany, based on two, AMS 14C-dated, pollen profiles. Vegetation History and Archaeobotany 9:111-123.","Lake. Physiography: Glacial depression. Vegetation formation: Transitional beech frst/continental land.","10.21233/c4sj-6769"
24787,"Loch a'Phuinnd",57.351485,-7.269885,10,43525,"pollen","European Pollen Database","Fossitt, J.A. 1996. Late Quaternary vegetation history of the Western Isles of Scotland. New Phytologist 132(1):171-196. [DOI: 10.1111/j.1469-8137.1996.tb04522.x]","Lake lies on the Caltinish peninsula in northeast South Uist, Outer Hebrides. The peninsula is an area of low relief, generally less than 20 m altitude. Lake occupies a rock basin on he Lewisian gneiss. Soils are peaty gleys, peat, or peat rankers. Catchment vegetation is blanket peat or heathland with some rock outcrops. Trees and shrubs are absent except a small plantation near the shore.","10.21233/5wvt-cm23"
24787,"Loch a'Phuinnd",57.351485,-7.269885,10,44673,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake lies on the Caltinish peninsula in northeast South Uist, Outer Hebrides. The peninsula is an area of low relief, generally less than 20 m altitude. Lake occupies a rock basin on he Lewisian gneiss. Soils are peaty gleys, peat, or peat rankers. Catchment vegetation is blanket peat or heathland with some rock outcrops. Trees and shrubs are absent except a small plantation near the shore.","10.21233/x9mm-qp41"
24790,"Loch Buailaval Beag",58.265024999999994,-6.7703,50,43533,"pollen","European Pollen Database","Fossitt, J.A. 1996. Late Quaternary vegetation history of the Western Isles of Scotland. New Phytologist 132(1):171-196. [DOI: 10.1111/j.1469-8137.1996.tb04522.x]","Lake lies on Isle Lewis, Outer Hebrides. Lake occupies a rock basin on he Lewisian gneiss, surrounded by rocky hills rising ~30 m. Soils are peaty gleys, peat, or peat rankers. Catchment vegetation is blanket peat or heathland with some rock outcrops. Trees and shrubs are absent except a small plantation near the shore.","10.21233/81cx-my82"
24790,"Loch Buailaval Beag",58.265024999999994,-6.7703,50,44623,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake lies on Isle Lewis, Outer Hebrides. Lake occupies a rock basin on he Lewisian gneiss, surrounded by rocky hills rising ~30 m. Soils are peaty gleys, peat, or peat rankers. Catchment vegetation is blanket peat or heathland with some rock outcrops. Trees and shrubs are absent except a small plantation near the shore.","10.21233/phz0-7w66"
25834,"Gossa Water",60.730145,-0.9407300000000001,66,44593,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Site is on Unst island. Blanket peat and heathland dominated by Calluna vulgaris, Empetrum nigrum, Erica cinerea, Juncus squarrosus, Trichophorum cespitosum and Eriophorum angustifolium. Treeless.","10.21233/24df-xp19"
25835,"Gunnister Water",60.45234000000001,-1.40102,56,44595,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Site is on Mainland island. Blanket peat and heathland dominated by Calluna vulgaris, Empetrum nigrum, Erica cinerea, Juncus squarrosus, Trichophorum cespitosum and Eriophorum angustifolium. Treeless.","10.21233/a1xn-7n91"
25836,"Loch of the Ward",60.438975,-1.06204,27,44597,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Site is on Mainland island. Blanket peat and heathland dominated by Calluna vulgaris, Empetrum nigrum, Erica cinerea, Juncus squarrosus, Trichophorum cespitosum and Eriophorum angustifolium. Treeless.","10.21233/gjg2-bt52"
25837,"Fossitt 1994 Site SS4",60.4323,-1.4125299999999998,90,44599,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Site is on Mainland island. Blanket peat and heathland dominated by Calluna vulgaris, Empetrum nigrum, Erica cinerea, Juncus squarrosus, Trichophorum cespitosum and Eriophorum angustifolium. Treeless.","10.21233/rz6x-rb54"
25838,"Fossitt 1994 Site SS5",60.422725,-1.4130099999999999,63,44601,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Site is on Mainland island. Blanket peat and heathland dominated by Calluna vulgaris, Empetrum nigrum, Erica cinerea, Juncus squarrosus, Trichophorum cespitosum and Eriophorum angustifolium. Treeless.","10.21233/g3hn-b771"
25839,"Fossitt 1994 Site SS6",60.42036,-1.38653,35,44603,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Site is on Mainland island. Partially surrounded by farmland, mostly improved grazing land or pasture. Blanket peat and heathland dominated by Calluna vulgaris, Empetrum nigrum, Erica cinerea, Juncus squarrosus, Trichophorum cespitosum and Eriophorum angustifolium. Treeless.","10.21233/jg1x-z155"
25840,"Litla Water South",60.419439999999994,-1.3894549999999999,34,44605,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Site is on Mainland island. Partially surrounded by farmland, mostly improved grazing land or pasture. Blanket peat and heathland dominated by Calluna vulgaris, Empetrum nigrum, Erica cinerea, Juncus squarrosus, Trichophorum cespitosum and Eriophorum angustifolium. Treeless.","10.21233/zc31-x388"
25841,"Fossitt 1994 Site SS8",60.392269999999996,-1.3835950000000001,49,44607,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Site is on Mainland island. Blanket peat and heathland dominated by Calluna vulgaris, Empetrum nigrum, Erica cinerea, Juncus squarrosus, Trichophorum cespitosum and Eriophorum angustifolium. Treeless.","10.21233/ahme-2g73"
25842,"Mill Loch",60.356505,-1.4247649999999998,60,44611,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Site is on Muckle Roe. Blanket peat and heathland dominated by Calluna vulgaris, Empetrum nigrum, Erica cinerea, Juncus squarrosus, Trichophorum cespitosum and Eriophorum angustifolium. Treeless.","10.21233/dq52-f402"
25843,"Loch of Brunthill",60.350229999999996,-1.4395799999999999,76,44613,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Site is on Muckle Roe. Blanket peat and heathland dominated by Calluna vulgaris, Empetrum nigrum, Erica cinerea, Juncus squarrosus, Trichophorum cespitosum and Eriophorum angustifolium. Treeless.","10.21233/rtpn-hd60"
25844,"Fossitt 1994 Site SS12",60.31156,-1.4410349999999998,27,44615,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Site is on Mainland island. Blanket peat and heathland dominated by Calluna vulgaris, Empetrum nigrum, Erica cinerea, Juncus squarrosus, Trichophorum cespitosum and Eriophorum angustifolium. Treeless.","10.21233/me1d-m359"
25845,"Fossitt 1994 Site SS13",60.28998,-1.550705,33,44617,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Site is on Mainland island. Blanket peat and heathland dominated by Calluna vulgaris, Empetrum nigrum, Erica cinerea, Juncus squarrosus, Trichophorum cespitosum and Eriophorum angustifolium. Treeless.","10.21233/gc6y-vx38"
25846,"Loch of Roonies",60.253335,-1.15235,31,44619,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Site is on Mainland island. Blanket peat and heathland dominated by Calluna vulgaris, Empetrum nigrum, Erica cinerea, Juncus squarrosus, Trichophorum cespitosum and Eriophorum angustifolium. Treeless.","10.21233/aqb3-0531"
25847,"Loch Dibadale",58.46689000000001,-6.323715,30,44621,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Lewis. Partially surrounded by farmland, mostly improved grazing land or pasture. Blanket peat and acid heath.","10.21233/3kjg-ep42"
25848,"Loch Dubh Oìrtheanan",58.247159999999994,-6.755965,68,44625,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Lewis. Blanket peat and acid heath.","10.21233/k8ek-rp32"
25849,"Loch Dubh",58.230245,-6.74055,70,44627,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Lewis. Blanket peat and acid heath.","10.21233/wrpq-m129"
25850,"Lochan Sgeireach",58.2143,-6.853680000000001,20,44629,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the island of Great Bernera. Blanket peat and acid heath.","10.21233/pasg-gq16"
25851,"Loch Mór na Cairteach",58.19274,-6.423595,47,44631,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Lewis. Blanket peat and acid heath.","10.21233/1gty-3v65"
25852,"Loch a'Lhighe Bhig",58.166799999999995,-7.000065,38,44633,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Harris. Blanket peat and acid heath.","10.21233/2gzg-t773"
25853,"Loch Blar na Fola",58.07786,-6.42186,57,44635,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Lewis. Blanket peat and acid heath.","10.21233/kkt1-kt83"
25854,"Fossitt 1994 Site SS23",58.057770000000005,-6.399115,77,44637,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Lewis. Blanket peat and acid heath.","10.21233/4kga-bv21"
25855,"Fossitt 1994 Site SS24",58.02148,-6.9435649999999995,66,44639,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Harris. Blanket peat and acid heath. A few stunted shrubs of Sorbus aucupaaria occur near the shoreline.","10.21233/21x0-cm58"
25856,"Fossitt 1994 Site SS25",58.012895,-6.90061,62,44641,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Harris. Blanket peat and acid heath.","10.21233/r3c5-5j74"
25857,"Lochan Tota Ruairidh Dhuibh",58.021514999999994,-6.402885,151,44643,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Lewis. Blanket peat and acid heath.","10.21233/vbvv-8n98"
25858,"Loch a'Bhuna",58.00106,-6.79192,102,44645,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Harris. Blanket peat and acid heath.","10.21233/h8gf-wr95"
25859,"Sarah's Loch",57.959715,-6.9838249999999995,35,44647,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Harris. Blanket peat and acid heath. A few stunted shrubs of Sorbus aucupaaria occur near the shoreline.","10.21233/3byx-d539"
25860,"Loch Horsaclett",57.87229,-6.81325,73,44649,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Harris. Blanket peat and acid heath.","10.21233/p2c8-bw55"
25861,"Fossitt 1994 Site SS30",57.870285,-6.815445,75,44651,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Harris. Blanket peat and acid heath.","10.21233/d41v-p171"
25862,"Loch Idrigill",57.832449999999994,-6.7521249999999995,18,44653,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Harris. Blanket peat and acid heath. A few stunted shrubs of Sorbus aucupaaria occur near the shoreline.","10.21233/je11-hk97"
25863,"Fossitt 1994 Site SS32",57.8071,-6.9291,64,44655,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Harris. Blanket peat and acid heath.","10.21233/w5we-xp62"
25864,"Fossitt 1994 Site SS33",57.80064,-6.875675,30,44657,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of Harris. Blanket peat and acid heath.","10.21233/ae3x-9r60"
25865,"CamaLochan",57.6486,-7.1970849999999995,4,44659,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of North Uist. Blanket peat and acid heath.","10.21233/qpd3-7f18"
25866,"Loch Reallasger",57.583075,-7.24462,8,44661,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of North Uist. Blanket peat and acid heath. A few stunted shrubs of Sorbus aucupaaria occur near the shoreline.","10.21233/rnzq-wm11"
25867,"Loch Tormasad Beag",57.564080000000004,-7.309475,6,44663,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Isle of North Uist. Blanket peat and acid heath.","10.21233/axrp-9q24"
25868,"Loch na Faoileag",57.492545,-7.22853,5,44665,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Island of Grimsay. Blanket peat and acid heath.","10.21233/04kb-3r74"
25869,"Fossitt 1994 Site SS38",57.448235,-7.2780000000000005,6,44667,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Island of Benbecula. Blanket peat and acid heath.","10.21233/hamn-w539"
25870,"Loch an Rhubha Dhuibh",57.414365000000004,-7.289395000000001,11,44669,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Island of Benbecula. Partially surrounded by farmland, mostly improved grazing land or pasture. Blanket peat and acid heath.","10.21233/j87r-ea28"
25871,"Loch Maasaig",57.356365,-7.26357,13,44671,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Island of South Uist. Blanket peat and acid heath.","10.21233/a0fx-4445"
25872,"Loch Airigh na hAchlais",57.32803,-7.305155,24,44675,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Island of South Uist. Blanket peat and acid heath.","10.21233/ch7m-jd85"
25873,"Fossitt 1994 Site SS43",57.325950000000006,-7.2920300000000005,24,44677,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Island of South Uist. Blanket peat and acid heath.","10.21233/sc1m-wy82"
25874,"Loch Lang",57.244555,-7.29608,83,44679,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Lake is located on the Island of South Uist. Blanket peat and acid heath.","10.21233/7820-tr58"
25875,"Lough Adrumagh Lwr.",55.123655,-8.21729,74,44681,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/vgh9-9508"
25876,"Rocktown Lough",55.107479999999995,-8.146384999999999,23,44683,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Partially surrounded by farmland, mostly improved grazing land or pasture. Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/x1rk-jg91"
25877,"Lough Nadourcan",55.052319999999995,-7.9140250000000005,66,44685,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/eam5-kp31"
25878,"Lough Nacrick",55.045855,-8.14657,154,44687,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/yh2k-8114"
25879,"Fossitt 1994 Site SS50",55.02189,-8.064160000000001,273,44691,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/r0re-np98"
25880,"Meennacreeva Lough",55.009535,-8.305890000000002,40,44695,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/2q9f-2m22"
25881,"Lough Nameena",54.99347,-8.530765,176,44697,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Site lies on Aran Island. Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/z406-s817"
25882,"Lough Ballyboy",54.987449999999995,-8.41887,21,44699,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/ksm3-jb50"
25883,"Lough Nacloghmore",54.986104999999995,-8.40159,11,44701,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/4eqb-yx49"
25884,"Lough Anulleb",54.98183,-8.407635,12,44703,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/sg2a-0n34"
25885,"Fossitt 1994 Site SS57",54.91369,-8.371335,12,44705,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/hzwy-w881"
25886,"Fossitt 1994 Site SS58",54.91344,-8.333415,52,44707,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/e16j-p989"
25887,"Felmurry Lough",54.857910000000004,-8.337325,60,44709,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Partially surrounded by farmland, mostly improved grazing land or pasture. Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/brt2-7q71"
25888,"Still Lough",54.83697,-8.46025,61,44711,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/ah50-fs62"
25889,"Fossitt 1994 Site SS61",54.831415,-8.472484999999999,74,44713,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus. Juniperus communis is abundant on the surrounding hills.","10.21233/x8cs-mj87"
25890,"Lough Keeran",54.80925,-8.379435,39,44715,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/kv9d-px78"
25891,"Lough Meenaviller",54.628,-8.66652,148,44719,"pollen surface sample","European Pollen Database","Fossitt, J.A. 1994. Modern pollen rain in the northwest of the British Isles. The Holocene 4(4):365-376. [DOI: 10.1177/095968369400400404]","Blanket peat and heathland with scattered fragments of deciduous woodland with Betula and Quercus.","10.21233/q71q-b329"
