ID_SITE,ID_ENTITY,ID_SAMPLE,site_name,entity_name,latitude,longitude,elevation,site_type,entity_type,sample_type,basin_size,source,age_BP,avg_depth
803,672,1620,936,936,29.24,47.6,,,,,,BIOME6000,0,
804,673,1621,937,937,29.24,47.6,,,,,,BIOME6000,0,
805,674,1622,938,938,29.24,47.6,,,,,,BIOME6000,0,
806,675,1632,935,935,29.03,48.13,,,,,,BIOME6000,0,
807,676,1624,928,928,28.44,47.85,,,,,,BIOME6000,0,
808,677,1617,929,929,28.44,48.5,,,,,,BIOME6000,0,
809,678,1626,930,930,28.44,48.5,,,,,,BIOME6000,0,
810,679,1627,931,931,28.44,48.5,,,,,,BIOME6000,0,
811,680,1628,932,932,28.44,48.52,,,,,,BIOME6000,0,
812,681,1629,933,933,28.44,48.57,,,,,,BIOME6000,0,
813,682,1630,934,934,28.44,49,,,,,,BIOME6000,0,
814,683,1631,927,927,28.33,48,,,,,,BIOME6000,0,
815,687,1667,2214,2214,49,20,,,,,,BIOME6000,0,
816,688,1668,2215,2215,49,20,,,,,,BIOME6000,0,
817,689,1669,2216,2216,49,20,,,,,,BIOME6000,0,
818,690,1670,2217,2217,49,22.5,,,,,,BIOME6000,0,
819,691,1671,2218,2218,49,22.5,,,,,,BIOME6000,0,
820,692,1681,2208,2208,48.93,24.08,,,,,,BIOME6000,0,
821,693,1673,2206,2206,48.91,22.11,,,,,,BIOME6000,0,
822,694,1665,2207,2207,48.91,24.06,,,,,,BIOME6000,0,
823,695,1675,2205,2205,48.88,31,,,,,,BIOME6000,0,
824,696,1676,2199,2199,48.58,27.16,,,,,,BIOME6000,0,
825,697,1677,2198,2198,48.56,27.16,,,,,,BIOME6000,0,
826,698,1678,2196,2196,48.5,52.5,,,,,,BIOME6000,0,
827,699,1679,2192,2192,48.41,21.36,,,,,,BIOME6000,0,
828,700,1657,2193,2193,48.41,21.36,,,,,,BIOME6000,0,
829,701,1674,2191,2191,48.26,24.35,,,,,,BIOME6000,0,
830,702,1672,2190,2190,48.25,24.33,,,,,,BIOME6000,0,
831,703,1650,2188,2188,48.16,24.51,,,,,,BIOME6000,0,
832,704,1651,2185,2185,48.03,44.66,,,,,,BIOME6000,0,
833,705,1652,2178,2178,48,41.35,,,,,,BIOME6000,0,
834,706,1653,2179,2179,48,41.35,,,,,,BIOME6000,0,
835,707,1654,2180,2180,48,41.35,,,,,,BIOME6000,0,
836,708,1664,2181,2181,48,41.35,,,,,,BIOME6000,0,
837,709,1656,2182,2182,48,41.35,,,,,,BIOME6000,0,
838,710,1649,2183,2183,48,46.5,,,,,,BIOME6000,0,
839,711,1658,2174,2174,47.9,46.17,,,,,,BIOME6000,0,
840,712,1659,2168,2168,47.71,24.66,,,,,,BIOME6000,0,
841,713,1660,2159,2159,47.58,24,,,,,,BIOME6000,0,
842,714,1661,2152,2152,47.51,40.75,,,,,,BIOME6000,0,
843,715,1662,2150,2150,47.5,40.75,,,,,,BIOME6000,0,
844,716,1663,2145,2145,47.33,52.08,,,,,,BIOME6000,0,
845,717,1601,2133,2133,47.27,37.28,,,,,,BIOME6000,0,
846,718,1553,2134,2134,47.27,37.28,,,,,,BIOME6000,0,
847,719,1618,2135,2135,47.27,37.28,,,,,,BIOME6000,0,
848,720,1570,2136,2136,47.27,37.28,,,,,,BIOME6000,0,
849,721,1571,2137,2137,47.27,38.18,,,,,,BIOME6000,0,
850,722,1572,2138,2138,47.27,38.18,,,,,,BIOME6000,0,
851,723,1573,2139,2139,47.27,38.18,,,,,,BIOME6000,0,
852,724,1583,2140,2140,47.27,38.18,,,,,,BIOME6000,0,
853,725,1575,2141,2141,47.27,38.18,,,,,,BIOME6000,0,
854,726,1568,2142,2142,47.27,38.18,,,,,,BIOME6000,0,
855,727,1577,2132,2132,47.17,52.17,,,,,,BIOME6000,0,
856,728,1578,2131,2131,47.15,38.33,,,,,,BIOME6000,0,
857,729,1579,2117,2117,46.78,20.01,,,,,,BIOME6000,0,
858,730,1580,2096,2096,46.55,36.18,,,,,,BIOME6000,0,
859,731,1581,2097,2097,46.55,36.18,,,,,,BIOME6000,0,
860,732,1582,2089,2089,46.46,22.75,,,,,,BIOME6000,0,
861,733,1560,2079,2079,46.45,33.9,,,,,,BIOME6000,0,
862,734,1558,2080,2080,46.45,33.9,,,,,,BIOME6000,0,
863,735,1574,2081,2081,46.45,33.9,,,,,,BIOME6000,0,
864,736,1554,2082,2082,46.45,33.9,,,,,,BIOME6000,0,
865,737,1555,2083,2083,46.45,33.9,,,,,,BIOME6000,0,
866,738,1556,2072,2072,46.33,34.67,,,,,,BIOME6000,0,
867,739,1557,2073,2073,46.33,34.67,,,,,,BIOME6000,0,
868,740,1567,2074,2074,46.33,34.67,,,,,,BIOME6000,0,
869,741,1559,2075,2075,46.33,34.67,,,,,,BIOME6000,0,
870,742,1552,2066,2066,46.17,32.35,,,,,,BIOME6000,0,
871,743,1561,2067,2067,46.17,32.35,,,,,,BIOME6000,0,
872,744,1562,2068,2068,46.17,32.35,,,,,,BIOME6000,0,
873,745,1563,2060,2060,45.93,26.33,,,,,,BIOME6000,0,
874,746,1564,2058,2058,45.85,43.17,,,,,,BIOME6000,0,
875,747,1565,2052,2052,45.83,34.33,,,,,,BIOME6000,0,
876,748,1566,2053,2053,45.83,34.33,,,,,,BIOME6000,0,
877,749,1590,2054,2054,45.83,34.33,,,,,,BIOME6000,0,
878,750,1615,2046,2046,45.56,26.21,,,,,,BIOME6000,0,
879,751,1576,2041,2041,45.42,42.85,,,,,,BIOME6000,0,
880,752,1602,2034,2034,45.31,22.86,,,,,,BIOME6000,0,
881,753,1603,2030,2030,45.16,21.75,,,,,,BIOME6000,0,
882,754,1604,2023,2023,45,21,,,,,,BIOME6000,0,
883,755,1605,2024,2024,45,21,,,,,,BIOME6000,0,
884,756,1606,2025,2025,45,22,,,,,,BIOME6000,0,
885,757,1616,2026,2026,45,22,,,,,,BIOME6000,0,
886,758,1608,2020,2020,44.93,42.68,,,,,,BIOME6000,0,
887,759,1600,2015,2015,44.85,44.68,,,,,,BIOME6000,0,
888,760,1610,2012,2012,44.77,43,,,,,,BIOME6000,0,
889,761,1611,2010,2010,44.75,43.42,,,,,,BIOME6000,0,
890,762,1612,2004,2004,44.68,42.68,,,,,,BIOME6000,0,
891,763,1613,2005,2005,44.68,43.25,,,,,,BIOME6000,0,
892,764,1614,1998,1998,44.5,50.33,,,,,,BIOME6000,0,
893,765,1592,1947,1947,43.41,42.15,,,,,,BIOME6000,0,
894,766,1609,1936,1936,43.3,41.63,,,,,,BIOME6000,0,
895,767,1607,1929,1929,43.25,23.06,,,,,,BIOME6000,0,
896,768,1585,1930,1930,43.25,23.06,,,,,,BIOME6000,0,
897,769,1586,1931,1931,43.25,23.06,,,,,,BIOME6000,0,
898,770,1587,1925,1925,43.2,43.25,,,,,,BIOME6000,0,
899,771,1588,1918,1918,43.13,23.01,,,,,,BIOME6000,0,
900,772,1589,1911,1911,43.11,23.13,,,,,,BIOME6000,0,
901,773,1599,1900,1900,43,44.66,,,,,,BIOME6000,0,
902,774,1591,1885,1885,42.75,24.18,,,,,,BIOME6000,0,
903,775,1584,1873,1873,42.61,24.31,,,,,,BIOME6000,0,
904,776,1593,1869,1869,42.56,24.46,,,,,,BIOME6000,0,
905,777,1594,1844,1844,42.11,44.96,,,,,,BIOME6000,0,
906,778,1595,1841,1841,42.08,41.71,,,,,,BIOME6000,0,
907,779,1596,1840,1840,42.06,23.58,,,,,,BIOME6000,0,
908,780,1597,1835,1835,42,43,,,,,,BIOME6000,0,
909,781,1598,1812,1812,41.76,23.43,,,,,,BIOME6000,0,
910,782,1375,1811,1811,41.75,57.16,,,,,,BIOME6000,0,
911,783,1178,1809,1809,41.71,23.33,,,,,,BIOME6000,0,
912,784,1437,1804,1804,41.66,23.41,,,,,,BIOME6000,0,
913,785,1246,1805,1805,41.66,23.41,,,,,,BIOME6000,0,
914,786,1247,1806,1806,41.66,59,,,,,,BIOME6000,0,
915,787,1248,1800,1800,41.5,58.75,,,,,,BIOME6000,0,
916,788,1249,1799,1799,41.46,58.08,,,,,,BIOME6000,0,
917,789,1259,1798,1798,41.41,57.58,,,,,,BIOME6000,0,
918,790,1251,1791,1791,41.16,24.31,,,,,,BIOME6000,0,
919,791,1244,1792,1792,41.16,57.58,,,,,,BIOME6000,0,
920,792,1253,1789,1789,41.05,43.6,,,,,,BIOME6000,0,
921,793,1254,1782,1782,40.9,22.63,,,,,,BIOME6000,0,
922,794,1255,1783,1783,40.9,22.63,,,,,,BIOME6000,0,
923,795,1256,1780,1780,40.89,22.63,,,,,,BIOME6000,0,
924,796,1257,1781,1781,40.89,22.63,,,,,,BIOME6000,0,
925,797,1258,1779,1779,40.82,21.78,,,,,,BIOME6000,0,
926,798,1236,1777,1777,40.81,21.93,,,,,,BIOME6000,0,
927,799,1234,1778,1778,40.81,21.97,,,,,,BIOME6000,0,
928,800,1250,1776,1776,40.8,21.73,,,,,,BIOME6000,0,
929,801,1230,1775,1775,40.79,21.23,,,,,,BIOME6000,0,
930,802,1231,1769,1769,40.78,21.21,,,,,,BIOME6000,0,
931,803,1232,1770,1770,40.78,21.27,,,,,,BIOME6000,0,
932,804,1233,1771,1771,40.78,21.27,,,,,,BIOME6000,0,
933,805,1243,1772,1772,40.78,21.9,,,,,,BIOME6000,0,
934,806,1235,1773,1773,40.78,21.93,,,,,,BIOME6000,0,
935,807,1228,1774,1774,40.78,43.8,,,,,,BIOME6000,0,
936,808,1237,1766,1766,40.77,21.21,,,,,,BIOME6000,0,
937,809,1238,1767,1767,40.77,22.4,,,,,,BIOME6000,0,
938,810,1239,1768,1768,40.77,22.48,,,,,,BIOME6000,0,
939,811,1240,1764,1764,40.75,22.54,,,,,,BIOME6000,0,
940,812,1241,1765,1765,40.75,45,,,,,,BIOME6000,0,
941,813,1242,1762,1762,40.73,21.19,,,,,,BIOME6000,0,
942,814,1266,1763,1763,40.73,22.65,,,,,,BIOME6000,0,
943,815,1291,1760,1760,40.69,22.34,,,,,,BIOME6000,0,
944,816,1252,1759,1759,40.67,22.25,,,,,,BIOME6000,0,
945,817,1278,1757,1757,40.66,21.18,,,,,,BIOME6000,0,
946,818,1279,1758,1758,40.66,21.55,,,,,,BIOME6000,0,
947,819,1280,1755,1755,40.65,21.18,,,,,,BIOME6000,0,
948,820,1281,1754,1754,40.63,22.1,,,,,,BIOME6000,0,
949,821,1282,1751,1751,40.62,22.07,,,,,,BIOME6000,0,
950,822,1292,1752,1752,40.62,22.15,,,,,,BIOME6000,0,
951,823,1284,1753,1753,40.62,22.2,,,,,,BIOME6000,0,
952,824,1276,1750,1750,40.61,22.06,,,,,,BIOME6000,0,
953,825,1286,1746,1746,40.6,21.49,,,,,,BIOME6000,0,
954,826,1287,1747,1747,40.6,22.05,,,,,,BIOME6000,0,
955,827,1288,1748,1748,40.6,22.05,,,,,,BIOME6000,0,
956,828,1289,1744,1744,40.59,21.2,,,,,,BIOME6000,0,
957,829,1290,1745,1745,40.59,22.04,,,,,,BIOME6000,0,
958,830,1268,1742,1742,40.58,22.04,,,,,,BIOME6000,0,
959,831,1285,1743,1743,40.58,22.71,,,,,,BIOME6000,0,
960,832,1283,1740,1740,40.57,21.5,,,,,,BIOME6000,0,
961,833,1261,1741,1741,40.57,22.04,,,,,,BIOME6000,0,
962,834,1262,1730,1730,40.56,21.32,,,,,,BIOME6000,0,
963,835,1263,1731,1731,40.56,21.32,,,,,,BIOME6000,0,
964,836,1264,1732,1732,40.56,21.48,,,,,,BIOME6000,0,
965,837,1265,1733,1733,40.56,21.48,,,,,,BIOME6000,0,
966,838,1275,1734,1734,40.56,22.03,,,,,,BIOME6000,0,
967,839,1267,1735,1735,40.56,22.13,,,,,,BIOME6000,0,
968,840,1260,1736,1736,40.56,22.15,,,,,,BIOME6000,0,
969,841,1269,1737,1737,40.56,22.71,,,,,,BIOME6000,0,
970,842,1270,1728,1728,40.55,21.43,,,,,,BIOME6000,0,
971,843,1271,1729,1729,40.55,22.16,,,,,,BIOME6000,0,
972,844,1272,1725,1725,40.54,22.2,,,,,,BIOME6000,0,
973,845,1273,1726,1726,40.54,22.71,,,,,,BIOME6000,0,
974,846,1220,1722,1722,40.53,22.7,,,,,,BIOME6000,0,
975,847,1277,1723,1723,40.53,22.7,,,,,,BIOME6000,0,
976,848,1229,1724,1724,40.53,22.7,,,,,,BIOME6000,0,
977,849,1181,1721,1721,40.52,22.7,,,,,,BIOME6000,0,
978,850,1182,1716,1716,40.51,21.38,,,,,,BIOME6000,0,
979,851,1183,1715,1715,40.5,21.35,,,,,,BIOME6000,0,
980,852,1184,1707,1707,40.48,22.18,,,,,,BIOME6000,0,
981,853,1185,1704,1704,40.46,22.25,,,,,,BIOME6000,0,
982,854,1195,1703,1703,40.45,22.25,,,,,,BIOME6000,0,
983,855,1187,1699,1699,40.44,21.34,,,,,,BIOME6000,0,
984,856,1180,1700,1700,40.44,22.15,,,,,,BIOME6000,0,
985,857,1189,1701,1701,40.44,22.26,,,,,,BIOME6000,0,
986,858,1190,1698,1698,40.43,22.27,500,,,,,BIOME6000,0,
987,859,1191,1696,1696,40.42,22.29,470,,,,,BIOME6000,0,
988,860,1192,1695,1695,40.41,22.13,700,,,,,BIOME6000,0,
989,861,1193,1694,1694,40.4,22.08,589,,,,,BIOME6000,0,
990,862,1194,1691,1691,40.38,22.07,640,,,,,BIOME6000,0,
991,863,1172,1692,1692,40.38,22.08,660,,,,,BIOME6000,0,
992,864,1170,1686,1686,40.37,21.42,600,,,,,BIOME6000,0,
993,865,1186,1687,1687,40.37,21.87,590,,,,,BIOME6000,0,
994,866,1166,1688,1688,40.37,21.97,670,,,,,BIOME6000,0,
995,867,1167,1676,1676,40.29,21.5,730,,,,,BIOME6000,0,
996,868,1168,1677,1677,40.29,21.71,730,,,,,BIOME6000,0,
997,869,1169,1673,1673,40.25,21.44,700,,,,,BIOME6000,0,
998,870,1179,1674,1674,40.25,21.58,500,,,,,BIOME6000,0,
999,871,1171,1667,1667,40.14,21.47,630,,,,,BIOME6000,0,
1000,872,1164,1664,1664,40.12,45.6,130,,,,,BIOME6000,0,
1001,873,1173,1662,1662,40.08,22.5,500,,,,,BIOME6000,0,
1002,874,1174,1658,1658,40.01,21.5,660,,,,,BIOME6000,0,
1003,875,1175,1657,1657,40,57.58,62,,,,,BIOME6000,0,
1004,876,1176,1655,1655,39.95,21.5,663,,,,,BIOME6000,0,
1005,877,1177,1654,1654,39.92,21.53,580,,,,,BIOME6000,0,
1006,878,1197,1653,1653,39.91,54.16,37,,,,,BIOME6000,0,
1007,879,1165,1652,1652,39.87,21.56,500,,,,,BIOME6000,0,
1008,880,1188,1651,1651,39.79,21.29,580,,,,,BIOME6000,0,
1009,881,1213,1649,1649,39.78,21.22,640,,,,,BIOME6000,0,
1010,882,1214,1650,1650,39.78,21.32,450,,,,,BIOME6000,0,
1011,883,1215,1647,1647,39.77,21.16,730,,,,,BIOME6000,0,
1012,884,1216,1648,1648,39.77,21.44,586,,,,,BIOME6000,0,
1013,885,1217,1646,1646,39.76,21.47,600,,,,,BIOME6000,0,
1014,886,1227,1645,1645,39.75,21.13,730,,,,,BIOME6000,0,
1015,887,1219,1644,1644,39.74,21.16,,,,,,BIOME6000,0,
1016,888,1212,1642,1642,39.73,21.19,,,,,,BIOME6000,0,
1017,889,1221,1643,1643,39.73,21.55,,,,,,BIOME6000,0,
1018,890,1222,1637,1637,39.72,20.78,,,,,,BIOME6000,0,
1019,891,1223,1638,1638,39.72,21.04,,,,,,BIOME6000,0,
1020,892,1224,1639,1639,39.72,21.19,,,,,,BIOME6000,0,
1021,893,1225,1640,1640,39.72,21.21,,,,,,BIOME6000,0,
1022,894,1226,1641,1641,39.72,21.22,,,,,,BIOME6000,0,
1023,895,1204,1633,1633,39.71,20.61,,,,,,BIOME6000,0,
1024,896,1202,1634,1634,39.71,20.76,,,,,,BIOME6000,0,
1025,897,1218,1635,1635,39.71,21.01,,,,,,BIOME6000,0,
1026,898,1198,1636,1636,39.71,21.22,,,,,,BIOME6000,0,
1027,899,1199,1632,1632,39.7,20.66,,,,,,BIOME6000,0,
1028,900,1200,1628,1628,39.69,20.78,,,,,,BIOME6000,0,
1029,901,1201,1629,1629,39.69,20.98,,,,,,BIOME6000,0,
1030,902,1211,1626,1626,39.67,20.97,,,,,,BIOME6000,0,
1031,903,1203,1625,1625,39.66,20.59,,,,,,BIOME6000,0,
1032,904,1196,1624,1624,39.62,20.53,,,,,,BIOME6000,0,
1033,905,1205,1623,1623,39.6,20.52,,,,,,BIOME6000,0,
1034,906,1206,1621,1621,39.58,20.5,,,,,,BIOME6000,0,
1035,907,1207,1620,1620,39.55,20.47,,,,,,BIOME6000,0,
1036,908,1208,1619,1619,39.54,20.45,,,,,,BIOME6000,0,
1037,909,1209,1617,1617,39.53,20.32,,,,,,BIOME6000,0,
1038,910,1210,1618,1618,39.53,21.51,,,,,,BIOME6000,0,
1039,911,1310,1615,1615,39.52,20.4,,,,,,BIOME6000,0,
1040,912,1407,1613,1613,39.49,20.86,,,,,,BIOME6000,0,
1041,913,1274,1610,1610,39.47,20.88,,,,,,BIOME6000,0,
1042,914,1376,1604,1604,39.41,53.5,,,,,,BIOME6000,0,
1043,915,1377,1605,1605,39.41,54.33,,,,,,BIOME6000,0,
1044,916,1378,1606,1606,39.41,54.75,,,,,,BIOME6000,0,
1045,917,1379,1607,1607,39.41,57.41,,,,,,BIOME6000,0,
1046,918,1389,1598,1598,39.33,55.66,,,,,,BIOME6000,0,
1047,919,1381,1596,1596,39.22,22.8,,,,,,BIOME6000,0,
1048,920,1374,1593,1593,39.08,57.08,,,,,,BIOME6000,0,
1049,921,1383,1592,1592,39,31.12,,,,,,BIOME6000,0,
1050,922,1384,1591,1591,38.96,54.12,,,,,,BIOME6000,0,
1051,923,1385,1590,1590,38.91,40.43,,,,,,BIOME6000,0,
1052,924,1386,1589,1589,38.87,40.2,,,,,,BIOME6000,0,
1053,925,1387,1588,1588,38.81,31.06,,,,,,BIOME6000,0,
1054,926,1388,1586,1586,38.77,40.98,,,,,,BIOME6000,0,
1055,927,1366,1583,1583,38.58,40.5,,,,,,BIOME6000,0,
1056,928,1364,1580,1580,38.52,40.5,,,,,,BIOME6000,0,
1057,929,1380,1577,1577,38.5,39.53,,,,,,BIOME6000,0,
1058,930,1360,1578,1578,38.5,41.03,,,,,,BIOME6000,0,
1059,931,1361,1574,1574,38.47,39.55,,,,,,BIOME6000,0,
1060,932,1362,1573,1573,38.4,39.67,,,,,,BIOME6000,0,
1061,933,1363,1572,1572,38.39,31.94,,,,,,BIOME6000,0,
1062,934,1373,1569,1569,38.34,31.38,,,,,,BIOME6000,0,
1063,935,1365,1568,1568,38.28,39.75,,,,,,BIOME6000,0,
1064,936,1358,1567,1567,38.2,39.82,,,,,,BIOME6000,0,
1065,937,1367,1561,1561,38.18,39.72,,,,,,BIOME6000,0,
1066,938,1368,1562,1562,38.18,39.72,,,,,,BIOME6000,0,
1067,939,1369,1563,1563,38.18,39.72,,,,,,BIOME6000,0,
1068,940,1370,1564,1564,38.18,39.72,,,,,,BIOME6000,0,
1069,941,1371,1565,1565,38.18,39.72,,,,,,BIOME6000,0,
1070,942,1372,1566,1566,38.18,39.88,,,,,,BIOME6000,0,
1071,943,1396,1560,1560,38.17,41.47,,,,,,BIOME6000,0,
1072,944,1421,1559,1559,38.13,41.67,,,,,,BIOME6000,0,
1073,945,1382,1558,1558,38.07,40.05,,,,,,BIOME6000,0,
1074,946,1408,1556,1556,38,42.05,,,,,,BIOME6000,0,
1075,947,1409,1554,1554,37.98,40.17,,,,,,BIOME6000,0,
1076,948,1410,1555,1555,37.98,41.85,,,,,,BIOME6000,0,
1077,949,1411,1550,1550,37.95,27.63,,,,,,BIOME6000,0,
1078,950,1412,1551,1551,37.95,27.63,,,,,,BIOME6000,0,
1079,951,1422,1547,1547,37.93,28.55,,,,,,BIOME6000,0,
1080,952,1414,1548,1548,37.93,42.23,,,,,,BIOME6000,0,
1081,953,1406,1549,1549,37.93,42.49,,,,,,BIOME6000,0,
1082,954,1416,1544,1544,37.92,27.35,,,,,,BIOME6000,0,
1083,955,1417,1545,1545,37.92,42.26,,,,,,BIOME6000,0,
1084,956,1418,1546,1546,37.92,42.42,,,,,,BIOME6000,0,
1085,957,1419,1540,1540,37.91,40.1,,,,,,BIOME6000,0,
1086,958,1420,1541,1541,37.91,42.36,,,,,,BIOME6000,0,
1087,959,1398,1539,1539,37.9,30.51,,,,,,BIOME6000,0,
1088,960,1415,1537,1537,37.89,27.74,,,,,,BIOME6000,0,
1089,961,1413,1538,1538,37.89,27.74,,,,,,BIOME6000,0,
1090,962,1391,1535,1535,37.88,27.25,,,,,,BIOME6000,0,
1091,963,1392,1536,1536,37.88,37.28,,,,,,BIOME6000,0,
1092,964,1393,1534,1534,37.87,30.41,,,,,,BIOME6000,0,
1093,965,1394,1532,1532,37.85,28.86,,,,,,BIOME6000,0,
1094,966,1395,1531,1531,37.82,27.38,,,,,,BIOME6000,0,
1095,967,1405,1529,1529,37.8,29.39,,,,,,BIOME6000,0,
1096,968,1397,1528,1528,37.79,28.59,,,,,,BIOME6000,0,
1097,969,1390,1527,1527,37.77,28.57,,,,,,BIOME6000,0,
1098,970,1399,1525,1525,37.76,29.17,,,,,,BIOME6000,0,
1099,971,1400,1524,1524,37.75,37.55,,,,,,BIOME6000,0,
1100,972,1401,1521,1521,37.74,27.85,,,,,,BIOME6000,0,
1101,973,1402,1522,1522,37.74,30.89,,,,,,BIOME6000,0,
1102,974,1403,1519,1519,37.72,39.42,,,,,,BIOME6000,0,
1103,975,1404,1518,1518,37.69,29.24,,,,,,BIOME6000,0,
1104,976,1342,1517,1517,37.67,30.34,,,,,,BIOME6000,0,
1105,977,1294,1513,1513,37.65,27.96,,,,,,BIOME6000,0,
1106,978,1359,1514,1514,37.65,31.62,,,,,,BIOME6000,0,
1107,979,1311,1509,1509,37.6,29.27,,,,,,BIOME6000,0,
1108,980,1312,1506,1506,37.55,30.43,,,,,,BIOME6000,0,
1109,981,1313,1505,1505,37.53,29.66,,,,,,BIOME6000,0,
1110,982,1314,1504,1504,37.52,28.03,,,,,,BIOME6000,0,
1111,983,1324,1502,1502,37.51,21.56,,,,,,BIOME6000,0,
1112,984,1316,1501,1501,37.5,29.48,,,,,,BIOME6000,0,
1113,985,1309,1499,1499,37.45,30.53,,,,,,BIOME6000,0,
1114,986,1318,1498,1498,37.39,29.42,,,,,,BIOME6000,0,
1115,987,1319,1496,1496,37.38,30.75,,,,,,BIOME6000,0,
1116,988,1320,1497,1497,37.38,38.85,,,,,,BIOME6000,0,
1117,989,1321,1495,1495,37.36,28.17,,,,,,BIOME6000,0,
1118,990,1322,1491,1491,37.28,30.52,,,,,,BIOME6000,0,
1119,991,1323,1492,1492,37.28,39.08,,,,,,BIOME6000,0,
1120,992,1301,1490,1490,37.27,38.53,,,,,,BIOME6000,0,
1121,993,1299,1486,1486,37.22,28.22,,,,,,BIOME6000,0,
1122,994,1315,1487,1487,37.22,38.5,,,,,,BIOME6000,0,
1123,995,1295,1488,1488,37.22,38.5,,,,,,BIOME6000,0,
1124,996,1296,1489,1489,37.22,38.5,,,,,,BIOME6000,0,
1125,997,1297,1477,1477,37.15,28.34,,,,,,BIOME6000,0,
1126,998,1298,1478,1478,37.15,30.56,,,,,,BIOME6000,0,
1127,999,1308,1473,1473,37.13,31.82,,,,,,BIOME6000,0,
1128,1000,1300,1459,1459,37.11,31.82,,,,,,BIOME6000,0,
1129,1001,1293,1460,1460,37.11,31.82,,,,,,BIOME6000,0,
1130,1002,1302,1457,1457,37.1,28.44,,,,,,BIOME6000,0,
1131,1003,1303,1454,1454,37.09,30.6,,,,,,BIOME6000,0,
1132,1004,1304,1446,1446,37.05,30.48,,,,,,BIOME6000,0,
1133,1005,1305,1447,1447,37.05,30.57,,,,,,BIOME6000,0,
1134,1006,1306,1441,1441,37.04,28.69,,,,,,BIOME6000,0,
1135,1007,1307,1440,1440,37.03,30.04,,,,,,BIOME6000,0,
1136,1008,1331,1432,1432,37.01,28.54,,,,,,BIOME6000,0,
1137,1009,1356,1433,1433,37.01,28.67,,,,,,BIOME6000,0,
1138,1010,1317,1430,1430,36.99,28.44,,,,,,BIOME6000,0,
1139,1011,1343,1429,1429,36.98,30.67,,,,,,BIOME6000,0,
1140,1012,1344,1424,1424,36.96,21.66,,,,,,BIOME6000,0,
1141,1013,1345,1423,1423,36.95,30.16,,,,,,BIOME6000,0,
1142,1014,1346,1416,1416,36.9,28.73,,,,,,BIOME6000,0,
1143,1015,1347,1413,1413,36.84,28.63,,,,,,BIOME6000,0,
1144,1016,1357,1414,1414,36.84,30.05,,,,,,BIOME6000,0,
1145,1017,1349,1407,1407,36.79,28.78,,,,,,BIOME6000,0,
1146,1018,1341,1393,1393,36.63,29.91,,,,,,BIOME6000,0,
1147,1019,1351,1391,1391,36.59,29.97,,,,,,BIOME6000,0,
1148,1020,1352,1392,1392,36.59,29.97,,,,,,BIOME6000,0,
1149,1021,1353,1390,1390,36.56,29.9,,,,,,BIOME6000,0,
1150,1022,1354,1386,1386,36.46,35.85,,,,,,BIOME6000,0,
1151,1023,1355,1384,1384,36.43,35.85,,,,,,BIOME6000,0,
1152,1024,1333,1385,1385,36.43,40.88,,,,,,BIOME6000,0,
1153,1025,1350,1383,1383,36.41,41.06,,,,,,BIOME6000,0,
1154,1026,1348,1381,1381,36.4,40.83,,,,,,BIOME6000,0,
1155,1027,1326,1382,1382,36.4,41.14,,,,,,BIOME6000,0,
1156,1028,1327,1380,1380,36.38,40.68,,,,,,BIOME6000,0,
1157,1029,1328,1379,1379,36.37,40.21,,,,,,BIOME6000,0,
1158,1030,1329,1377,1377,36.29,35.85,,,,,,BIOME6000,0,
1159,1031,1330,1376,1376,36.26,35.85,,,,,,BIOME6000,0,
1160,1032,1340,1374,1374,36.17,41.02,,,,,,BIOME6000,0,
1161,1033,1332,1373,1373,36.15,40.79,,,,,,BIOME6000,0,
1163,1800,7705,Lake Shabla Eseretz,Shabla-Ezeretz lake,43.5672222222222,28.5675,14,"coastal, lacustrine",surface sample,,medium (1.1-50 km2),EMBSECBIO,-55,
1163,1886,8863,Lake Shabla Eseretz,EMPD_Bulga31,43.55,28.53333333,0,"coastal, lacustrine",surface sample,,medium (1.1-50 km2),EMPD,0,
1163,1894,8871,Lake Shabla Eseretz,Lake Shabla Ezeretz                        ,43.585833,28.564444,1,"coastal, lacustrine",core,,medium (1.1-50 km2),EMPD,0,
1172,1058,6037,Dead Sea,Dead Sea DS7-1SC core,31.493,35.4361,-402,"lacustrine, natural open-water",profile or section,,large (50.1-500 km2),EMBSECBIO,-42,0.025
1173,1060,5416,DM-13,DM-13,40.5,27.53,,marine,marine core,,large (50.1-500 km2),EMBSECBIO,-48,0
1178,1071,5446,KL-97,KL-97,40.88,28.67,,marine,marine core,unknown,large (50.1-500 km2),EMBSECBIO,0,0
1201,1366,5293,Golestan lowland,Golestan R1,37.3722,55.9292,900,"terrestrial, other sediments",,,small (0.01-1 km2),EMBSECBIO,0,
1201,1367,5294,Golestan lowland,Golestan R2,37.3708,55.9375,800,"terrestrial, other sediments",,,small (0.01-1 km2),EMBSECBIO,0,
1201,1368,5295,Golestan lowland,Golestan R3,37.3708,55.9389,800,"terrestrial, other sediments",,,small (0.01-1 km2),EMBSECBIO,0,
1201,1369,5296,Golestan lowland,Golestan R4,37.3666,55.9444,900,"terrestrial, other sediments",,,small (0.01-1 km2),EMBSECBIO,0,
1201,1370,5297,Golestan lowland,Golestan R5,37.3711,55.9514,900,"terrestrial, other sediments",,,small (0.01-1 km2),EMBSECBIO,0,
